Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-04-23,107,84,1,85,22,,,,,,,,,,,,,,,,0.0118,0.0093,0.034
France,French Polynesia,-17.6797,149.41,2020-04-23,57,36,0,36,21,,,,,,,,,,,,,,,,0.0,0.0,0.034
France,Guadeloupe,16.25,-61.5833,2020-04-23,148,76,12,88,60,,,,,,,,,,,,,,,,0.136,0.0811,0.034
France,Martinique,14.64,-61.0242,2020-04-23,164,73,14,87,77,,,,,,,,,,,,,,,,0.161,0.0854,0.034
France,Mayotte,-12.8275,45.17,2020-04-23,326,125,4,129,197,,,,,,,,,,,,,,,,0.031,0.0123,0.034
France,New Caledonia,-20.9043,165.62,2020-04-23,18,17,0,17,1,,,,,,,,,,,,,,,,0.0,0.0,0.034
France,Reunion,-21.1351,55.25,2020-04-23,412,238,0,238,174,,,,,,,,,,,,,,,,0.0,0.0,0.034
France,Saint Barthelemy,17.9,-62.8333,2020-04-23,6,6,0,6,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-04-23,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034
France,St Martin,18.07,-63.0501,2020-04-23,38,19,2,21,17,,,,,,,,,,,,,,,,0.0952,0.0526,0.034
France,,46.23,2.21,2020-04-23,157026,41414,21825,63239,93787,,,,,,,,,,,,,,,,0.345,0.139,0.034
