Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-02-22,989,597,6,603,386,,,,,,,,,,,,,,0.01,0.0061,0.034
China,Beijing,40.18,116.41,2020-02-22,399,178,4,182,217,,,,,,,,,,,,,,0.022,0.01,0.034
China,Chongqing,30.06,107.87,2020-02-22,573,328,6,334,239,,,,,,,,,,,,,,0.018,0.0105,0.034
China,Fujian,26.08,117.99,2020-02-22,293,162,1,163,130,,,,,,,,,,,,,,0.0061,0.0034,0.034
China,Gansu,37.81,101.06,2020-02-22,91,76,2,78,13,,,,,,,,,,,,,,0.0256,0.022,0.034
China,Guangdong,23.34,113.42,2020-02-22,1339,728,5,733,606,,,,,,,,,,,,,,0.0068,0.0037,0.034
China,Guangxi,23.83,108.79,2020-02-22,249,104,2,106,143,,,,,,,,,,,,,,0.0189,0.008,0.034
China,Guizhou,26.82,106.87,2020-02-22,146,90,2,92,54,,,,,,,,,,,,,,0.0217,0.0137,0.034
China,Hainan,19.2,109.75,2020-02-22,168,104,4,108,60,,,,,,,,,,,,,,0.037,0.0238,0.034
China,Hebei,39.55,116.13,2020-02-22,309,203,6,209,100,,,,,,,,,,,,,,0.0287,0.0194,0.034
China,Heilongjiang,47.86,127.76,2020-02-22,479,204,12,216,263,,,,,,,,,,,,,,0.0556,0.0251,0.034
China,Henan,33.88,113.61,2020-02-22,1270,830,19,849,421,,,,,,,,,,,,,,0.0224,0.015,0.034
China,Hong Kong,22.3,114.2,2020-02-22,69,6,2,8,61,,,,,,,,,,,,,,0.25,0.029,0.034
China,Hubei,30.98,112.27,2020-02-22,64084,15299,2346,17645,46439,,,,,,,,,,,,,,0.133,0.0366,0.034
China,Hunan,27.61,111.71,2020-02-22,1013,692,4,696,317,,,,,,,,,,,,,,0.0057,0.0039,0.034
China,Inner Mongolia,44.09,113.94,2020-02-22,75,26,0,26,49,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangsu,32.97,119.46,2020-02-22,631,401,0,401,230,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-02-22,934,555,1,556,378,,,,,,,,,,,,,,0.0018,0.0011,0.034
China,Jilin,43.67,126.19,2020-02-22,91,52,1,53,38,,,,,,,,,,,,,,0.0189,0.011,0.034
China,Liaoning,41.3,122.61,2020-02-22,121,66,1,67,54,,,,,,,,,,,,,,0.0149,0.0083,0.034
China,Macau,22.17,113.55,2020-02-22,10,6,0,6,4,,,,,,,,,,,,,,0.0,0.0,0.034
China,Ningxia,37.27,106.17,2020-02-22,71,48,0,48,23,,,,,,,,,,,,,,0.0,0.0,0.034
China,Qinghai,35.75,96.0,2020-02-22,18,18,0,18,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shaanxi,35.19,108.87,2020-02-22,245,149,1,150,95,,,,,,,,,,,,,,0.0067,0.0041,0.034
China,Shandong,36.34,118.15,2020-02-22,750,302,4,306,444,,,,,,,,,,,,,,0.0131,0.0053,0.034
China,Shanghai,31.2,121.45,2020-02-22,335,227,3,230,105,,,,,,,,,,,,,,0.013,0.009,0.034
China,Shanxi,37.58,112.29,2020-02-22,132,81,0,81,51,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-02-22,526,250,3,253,273,,,,,,,,,,,,,,0.0119,0.0057,0.034
China,Tianjin,39.31,117.32,2020-02-22,135,65,3,68,67,,,,,,,,,,,,,,0.0441,0.0222,0.034
China,Tibet,31.69,88.09,2020-02-22,1,1,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Xinjiang,41.11,85.24,2020-02-22,76,25,2,27,49,,,,,,,,,,,,,,0.0741,0.0263,0.034
China,Yunnan,24.97,101.49,2020-02-22,174,107,2,109,65,,,,,,,,,,,,,,0.0183,0.0115,0.034
China,Zhejiang,29.18,120.09,2020-02-22,1205,719,1,720,485,,,,,,,,,,,,,,0.0014,0.0008,0.034
