Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-04-22,3,1,0,1,2,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Bermuda,32.31,-64.7505,2020-04-22,99,39,5,44,55,,,,,,,,,,,,,,0.114,0.0505,0.034
United Kingdom,British Virgin Islands,18.42,-64.64,2020-04-22,5,3,1,4,1,,,,,,,,,,,,,,0.25,0.2,0.034
United Kingdom,Cayman Islands,19.31,-81.2546,2020-04-22,66,7,1,8,58,,,,,,,,,,,,,,0.125,0.0152,0.034
United Kingdom,Channel Islands,49.37,-2.3644,2020-04-22,498,285,28,313,185,,,,,,,,,,,,,,0.0895,0.0562,0.034
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-04-22,11,3,0,3,8,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Gibraltar,36.14,-5.3536,2020-04-22,132,127,0,127,5,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Isle Of Man,54.24,-4.5481,2020-04-22,307,212,15,227,80,,,,,,,,,,,,,,0.0661,0.0489,0.034
United Kingdom,Montserrat,16.74,-62.1874,2020-04-22,11,2,0,2,9,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-04-22,11,4,1,5,6,,,,,,,,,,,,,,0.2,0.0909,0.034
United Kingdom,,55.38,-3.436,2020-04-22,133495,0,21060,21060,112435,,,,,,,,,,,,,,1.0,0.158,0.034
