Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-02-08,733,59,0,59,674,,,,,,,,,,,,,,0.0,0.0,0.034
China,Beijing,40.18,116.41,2020-02-08,315,34,2,36,279,,,,,,,,,,,,,,0.0556,0.0063,0.034
China,Chongqing,30.06,107.87,2020-02-08,428,39,2,41,387,,,,,,,,,,,,,,0.0488,0.0047,0.034
China,Fujian,26.08,117.99,2020-02-08,239,24,0,24,215,,,,,,,,,,,,,,0.0,0.0,0.034
China,Gansu,37.81,101.06,2020-02-08,79,12,1,13,66,,,,,,,,,,,,,,0.0769,0.0127,0.034
China,Guangdong,23.34,113.42,2020-02-08,1095,112,1,113,982,,,,,,,,,,,,,,0.0088,0.0009,0.034
China,Guangxi,23.83,108.79,2020-02-08,183,17,0,17,166,,,,,,,,,,,,,,0.0,0.0,0.034
China,Guizhou,26.82,106.87,2020-02-08,89,7,1,8,81,,,,,,,,,,,,,,0.125,0.0112,0.034
China,Hainan,19.2,109.75,2020-02-08,124,14,2,16,108,,,,,,,,,,,,,,0.125,0.0161,0.034
China,Hebei,39.55,116.13,2020-02-08,195,30,1,31,164,,,,,,,,,,,,,,0.0323,0.0051,0.034
China,Hong Kong,22.3,114.2,2020-02-08,26,0,1,1,25,,,,,,,,,,,,,,1.0,0.0385,0.034
China,Hubei,30.98,112.27,2020-02-08,27100,1439,780,2219,24881,,,,,,,,,,,,,,0.352,0.0288,0.034
China,Hunan,27.61,111.71,2020-02-08,803,156,1,157,646,,,,,,,,,,,,,,0.0064,0.0012,0.034
China,Inner Mongolia,44.09,113.94,2020-02-08,52,5,0,5,47,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangsu,32.97,119.46,2020-02-08,439,51,0,51,388,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-02-08,698,55,0,55,643,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jilin,43.67,126.19,2020-02-08,69,4,1,5,64,,,,,,,,,,,,,,0.2,0.0145,0.034
China,Liaoning,41.3,122.61,2020-02-08,105,8,0,8,97,,,,,,,,,,,,,,0.0,0.0,0.034
China,Macau,22.17,113.55,2020-02-08,10,1,0,1,9,,,,,,,,,,,,,,0.0,0.0,0.034
China,Ningxia,37.27,106.17,2020-02-08,45,15,0,15,30,,,,,,,,,,,,,,0.0,0.0,0.034
China,Qinghai,35.75,96.0,2020-02-08,18,3,0,3,15,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shaanxi,35.19,108.87,2020-02-08,195,20,0,20,175,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shandong,36.34,118.15,2020-02-08,416,44,0,44,372,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shanxi,37.58,112.29,2020-02-08,115,21,0,21,94,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-02-08,364,60,1,61,303,,,,,,,,,,,,,,0.0164,0.0027,0.034
China,Tianjin,39.31,117.32,2020-02-08,88,4,1,5,83,,,,,,,,,,,,,,0.2,0.0114,0.034
China,Tibet,31.69,88.09,2020-02-08,1,0,0,0,1,,,,,,,,,,,,,,NaN,0.0,0.034
China,Xinjiang,41.11,85.24,2020-02-08,42,0,0,0,42,,,,,,,,,,,,,,NaN,0.0,0.034
China,Zhejiang,29.18,120.09,2020-02-08,1048,175,0,175,873,,,,,,,,,,,,,,0.0,0.0,0.034
