Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-04-22,97,83,1,84,13,,,,,,,,,,,,,,0.0119,0.0103,0.034
France,French Polynesia,-17.6797,149.41,2020-04-22,57,35,0,35,22,,,,,,,,,,,,,,0.0,0.0,0.034
France,Guadeloupe,16.25,-61.5833,2020-04-22,148,73,12,85,63,,,,,,,,,,,,,,0.141,0.0811,0.034
France,Martinique,14.64,-61.0242,2020-04-22,164,73,14,87,77,,,,,,,,,,,,,,0.161,0.0854,0.034
France,Mayotte,-12.8275,45.17,2020-04-22,326,125,4,129,197,,,,,,,,,,,,,,0.031,0.0123,0.034
France,New Caledonia,-20.9043,165.62,2020-04-22,18,17,0,17,1,,,,,,,,,,,,,,0.0,0.0,0.034
France,Reunion,-21.1351,55.25,2020-04-22,410,238,0,238,172,,,,,,,,,,,,,,0.0,0.0,0.034
France,Saint Barthelemy,17.9,-62.8333,2020-04-22,6,6,0,6,0,,,,,,,,,,,,,,0.0,0.0,0.034
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-04-22,1,0,0,0,1,,,,,,,,,,,,,,NaN,0.0,0.034
France,St Martin,18.07,-63.0501,2020-04-22,38,19,2,21,17,,,,,,,,,,,,,,0.0952,0.0526,0.034
France,,46.23,2.21,2020-04-22,154715,39988,21309,61297,93418,,,,,,,,,,,,,,0.348,0.138,0.034
