Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-03-31,990,984,6,990,0,,,,,,,,,,,,,,,,0.0061,0.0061,0.034
China,Beijing,40.18,116.41,2020-03-31,580,418,8,426,154,,,,,,,,,,,,,,,,0.0188,0.0138,0.034
China,Chongqing,30.06,107.87,2020-03-31,579,570,6,576,3,,,,,,,,,,,,,,,,0.0104,0.0104,0.034
China,Fujian,26.08,117.99,2020-03-31,343,295,1,296,47,,,,,,,,,,,,,,,,0.0034,0.0029,0.034
China,Gansu,37.81,101.06,2020-03-31,138,125,2,127,11,,,,,,,,,,,,,,,,0.0157,0.0145,0.034
China,Guangdong,23.34,113.42,2020-03-31,1494,1356,8,1364,130,,,,,,,,,,,,,,,,0.0059,0.0054,0.034
China,Guangxi,23.83,108.79,2020-03-31,254,250,2,252,2,,,,,,,,,,,,,,,,0.0079,0.0079,0.034
China,Guizhou,26.82,106.87,2020-03-31,146,144,2,146,0,,,,,,,,,,,,,,,,0.0137,0.0137,0.034
China,Hainan,19.2,109.75,2020-03-31,168,168,6,174,-6,,,,,,,,,,,,,,,,0.0345,0.0357,0.034
China,Hebei,39.55,116.13,2020-03-31,321,310,6,316,5,,,,,,,,,,,,,,,,0.019,0.0187,0.034
China,Hong Kong,22.3,114.2,2020-03-31,714,128,4,132,582,,,,,,,,,,,,,,,,0.0303,0.0056,0.034
China,Hubei,30.98,112.27,2020-03-31,67801,63153,3187,66340,1461,,,,,,,,,,,,,,,,0.048,0.047,0.034
China,Hunan,27.61,111.71,2020-03-31,1018,1014,4,1018,0,,,,,,,,,,,,,,,,0.0039,0.0039,0.034
China,Inner Mongolia,44.09,113.94,2020-03-31,107,74,1,75,32,,,,,,,,,,,,,,,,0.0133,0.0093,0.034
China,Jiangsu,32.97,119.46,2020-03-31,646,631,0,631,15,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-03-31,937,935,1,936,1,,,,,,,,,,,,,,,,0.0011,0.0011,0.034
China,Jilin,43.67,126.19,2020-03-31,98,92,1,93,5,,,,,,,,,,,,,,,,0.0108,0.0102,0.034
China,Liaoning,41.3,122.61,2020-03-31,139,124,2,126,13,,,,,,,,,,,,,,,,0.0159,0.0144,0.034
China,Macau,22.17,113.55,2020-03-31,41,10,0,10,31,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Ningxia,37.27,106.17,2020-03-31,75,75,0,75,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Qinghai,35.75,96.0,2020-03-31,18,18,0,18,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shaanxi,35.19,108.87,2020-03-31,253,242,3,245,8,,,,,,,,,,,,,,,,0.0122,0.0119,0.034
China,Shandong,36.34,118.15,2020-03-31,774,753,7,760,14,,,,,,,,,,,,,,,,0.0092,0.009,0.034
China,Shanxi,37.58,112.29,2020-03-31,136,133,0,133,3,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-03-31,550,536,3,539,11,,,,,,,,,,,,,,,,0.0056,0.0055,0.034
China,Tianjin,39.31,117.32,2020-03-31,174,135,3,138,36,,,,,,,,,,,,,,,,0.0217,0.0172,0.034
China,Tibet,31.69,88.09,2020-03-31,1,1,0,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Xinjiang,41.11,85.24,2020-03-31,76,73,3,76,0,,,,,,,,,,,,,,,,0.0395,0.0395,0.034
China,Zhejiang,29.18,120.09,2020-03-31,1257,1226,1,1227,30,,,,,,,,,,,,,,,,0.0008,0.0008,0.034
