Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-01-31,237,3,0,3,234,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Beijing,40.18,116.41,2020-01-31,139,5,1,6,133,,,,,,,,,,,,,,,,0.167,0.0072,0.034
China,Chongqing,30.06,107.87,2020-01-31,211,1,0,1,210,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Fujian,26.08,117.99,2020-01-31,120,0,0,0,120,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Gansu,37.81,101.06,2020-01-31,29,0,0,0,29,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Guangdong,23.34,113.42,2020-01-31,436,11,0,11,425,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Guangxi,23.83,108.79,2020-01-31,87,2,0,2,85,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Guizhou,26.82,106.87,2020-01-31,29,2,0,2,27,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Hainan,19.2,109.75,2020-01-31,52,1,1,2,50,,,,,,,,,,,,,,,,0.5,0.0192,0.034
China,Hebei,39.55,116.13,2020-01-31,82,0,1,1,81,,,,,,,,,,,,,,,,1.0,0.0122,0.034
China,Hong Kong,22.3,114.2,2020-01-31,12,0,0,0,12,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Hubei,30.98,112.27,2020-01-31,5806,141,204,345,5461,,,,,,,,,,,,,,,,0.591,0.0351,0.034
China,Hunan,27.61,111.71,2020-01-31,332,2,0,2,330,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Inner Mongolia,44.09,113.94,2020-01-31,20,1,0,1,19,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangsu,32.97,119.46,2020-01-31,168,5,0,5,163,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-01-31,240,7,0,7,233,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jilin,43.67,126.19,2020-01-31,14,1,0,1,13,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Liaoning,41.3,122.61,2020-01-31,48,1,0,1,47,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Macau,22.17,113.55,2020-01-31,7,0,0,0,7,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Ningxia,37.27,106.17,2020-01-31,21,0,0,0,21,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Qinghai,35.75,96.0,2020-01-31,8,0,0,0,8,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Shaanxi,35.19,108.87,2020-01-31,87,0,0,0,87,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Shandong,36.34,118.15,2020-01-31,184,2,0,2,182,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shanxi,37.58,112.29,2020-01-31,39,1,0,1,38,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-01-31,177,1,1,2,175,,,,,,,,,,,,,,,,0.5,0.0056,0.034
China,Tianjin,39.31,117.32,2020-01-31,32,0,0,0,32,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Tibet,31.69,88.09,2020-01-31,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Xinjiang,41.11,85.24,2020-01-31,17,0,0,0,17,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Zhejiang,29.18,120.09,2020-01-31,538,14,0,14,524,,,,,,,,,,,,,,,,0.0,0.0,0.034
