Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-03-22,990,984,6,990,0,,,,,,,,,,,,,,,,0.0061,0.0061,0.034
China,Beijing,40.18,116.41,2020-03-22,522,400,8,408,114,,,,,,,,,,,,,,,,0.0196,0.0153,0.034
China,Chongqing,30.06,107.87,2020-03-22,577,570,6,576,1,,,,,,,,,,,,,,,,0.0104,0.0104,0.034
China,Fujian,26.08,117.99,2020-03-22,313,295,1,296,17,,,,,,,,,,,,,,,,0.0034,0.0032,0.034
China,Gansu,37.81,101.06,2020-03-22,136,114,2,116,20,,,,,,,,,,,,,,,,0.0172,0.0147,0.034
China,Guangdong,23.34,113.42,2020-03-22,1413,1329,8,1337,76,,,,,,,,,,,,,,,,0.006,0.0057,0.034
China,Guangxi,23.83,108.79,2020-03-22,254,250,2,252,2,,,,,,,,,,,,,,,,0.0079,0.0079,0.034
China,Guizhou,26.82,106.87,2020-03-22,146,144,2,146,0,,,,,,,,,,,,,,,,0.0137,0.0137,0.034
China,Hainan,19.2,109.75,2020-03-22,168,161,6,167,1,,,,,,,,,,,,,,,,0.0359,0.0357,0.034
China,Hebei,39.55,116.13,2020-03-22,319,310,6,316,3,,,,,,,,,,,,,,,,0.019,0.0188,0.034
China,Hong Kong,22.3,114.2,2020-03-22,317,100,4,104,213,,,,,,,,,,,,,,,,0.0385,0.0126,0.034
China,Hubei,30.98,112.27,2020-03-22,67800,59433,3153,62586,5214,,,,,,,,,,,,,,,,0.0504,0.0465,0.034
China,Hunan,27.61,111.71,2020-03-22,1018,1014,4,1018,0,,,,,,,,,,,,,,,,0.0039,0.0039,0.034
China,Inner Mongolia,44.09,113.94,2020-03-22,75,74,1,75,0,,,,,,,,,,,,,,,,0.0133,0.0133,0.034
China,Jiangsu,32.97,119.46,2020-03-22,633,631,0,631,2,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-03-22,936,934,1,935,1,,,,,,,,,,,,,,,,0.0011,0.0011,0.034
China,Jilin,43.67,126.19,2020-03-22,93,92,1,93,0,,,,,,,,,,,,,,,,0.0108,0.0108,0.034
China,Liaoning,41.3,122.61,2020-03-22,127,124,2,126,1,,,,,,,,,,,,,,,,0.0159,0.0157,0.034
China,Macau,22.17,113.55,2020-03-22,24,10,0,10,14,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Ningxia,37.27,106.17,2020-03-22,75,75,0,75,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Qinghai,35.75,96.0,2020-03-22,18,18,0,18,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shaanxi,35.19,108.87,2020-03-22,248,239,3,242,6,,,,,,,,,,,,,,,,0.0124,0.0121,0.034
China,Shandong,36.34,118.15,2020-03-22,767,750,7,757,10,,,,,,,,,,,,,,,,0.0092,0.0091,0.034
China,Shanxi,37.58,112.29,2020-03-22,133,133,0,133,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-03-22,543,536,3,539,4,,,,,,,,,,,,,,,,0.0056,0.0055,0.034
China,Tianjin,39.31,117.32,2020-03-22,137,133,3,136,1,,,,,,,,,,,,,,,,0.0221,0.0219,0.034
China,Tibet,31.69,88.09,2020-03-22,1,1,0,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Xinjiang,41.11,85.24,2020-03-22,76,73,3,76,0,,,,,,,,,,,,,,,,0.0395,0.0395,0.034
China,Zhejiang,29.18,120.09,2020-03-22,1238,1219,1,1220,18,,,,,,,,,,,,,,,,0.0008,0.0008,0.034
