Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-04-16,3,1,0,1,2,,,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Bermuda,32.31,-64.7505,2020-04-16,81,33,5,38,43,,,,,,,,,,,,,,,,0.132,0.0617,0.034
United Kingdom,British Virgin Islands,18.42,-64.64,2020-04-16,3,2,0,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Cayman Islands,19.31,-81.2546,2020-04-16,60,6,1,7,53,,,,,,,,,,,,,,,,0.143,0.0167,0.034
United Kingdom,Channel Islands,49.37,-2.3644,2020-04-16,457,73,19,92,365,,,,,,,,,,,,,,,,0.207,0.0416,0.034
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-04-16,11,1,0,1,10,,,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Gibraltar,36.14,-5.3536,2020-04-16,131,104,0,104,27,,,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Isle Of Man,54.24,-4.5481,2020-04-16,284,154,4,158,126,,,,,,,,,,,,,,,,0.0253,0.0141,0.034
United Kingdom,Montserrat,16.74,-62.1874,2020-04-16,11,1,0,1,10,,,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-04-16,11,0,1,1,10,,,,,,,,,,,,,,,,1.0,0.0909,0.034
United Kingdom,,55.38,-3.436,2020-04-16,103093,0,15944,15944,87149,,,,,,,,,,,,,,,,1.0,0.155,0.034
