Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-04-07,3,0,0,0,3,,,,,,,,,,,,,,,0.0,0.982
United Kingdom,Bermuda,32.31,-64.7505,2020-04-07,39,17,2,19,20,,,,,,,,,,,,,,0.105,0.0513,0.982
United Kingdom,British Virgin Islands,18.42,-64.64,2020-04-07,3,0,0,0,3,,,,,,,,,,,,,,,0.0,0.982
United Kingdom,Cayman Islands,19.31,-81.2546,2020-04-07,45,6,1,7,38,,,,,,,,,,,,,,0.143,0.0222,0.982
United Kingdom,Channel Islands,49.37,-2.3644,2020-04-07,335,34,7,41,294,,,,,,,,,,,,,,0.171,0.0209,0.982
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-04-07,2,0,0,0,2,,,,,,,,,,,,,,,0.0,0.982
United Kingdom,Gibraltar,36.14,-5.3536,2020-04-07,113,60,0,60,53,,,,,,,,,,,,,,0.0,0.0,0.982
United Kingdom,Isle Of Man,54.24,-4.5481,2020-04-07,150,73,1,74,76,,,,,,,,,,,,,,0.0135,0.0067,0.982
United Kingdom,Montserrat,16.74,-62.1874,2020-04-07,9,0,0,0,9,,,,,,,,,,,,,,,0.0,0.982
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-04-07,8,0,1,1,7,,,,,,,,,,,,,,1.0,0.125,0.982
United Kingdom,,55.38,-3.436,2020-04-07,55242,135,7471,7606,47636,,,,,,,,,,,,,,0.982,0.135,0.982
