Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-04-12,3,0,0,0,3,,,,,,,,,,,,,,,0.0,0.034
United Kingdom,Bermuda,32.31,-64.7505,2020-04-12,57,29,4,33,24,,,,,,,,,,,,,,0.121,0.0702,0.034
United Kingdom,British Virgin Islands,18.42,-64.64,2020-04-12,3,2,0,2,1,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Cayman Islands,19.31,-81.2546,2020-04-12,53,6,1,7,46,,,,,,,,,,,,,,0.143,0.0189,0.034
United Kingdom,Channel Islands,49.37,-2.3644,2020-04-12,431,48,9,57,374,,,,,,,,,,,,,,0.158,0.0209,0.034
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-04-12,5,1,0,1,4,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Gibraltar,36.14,-5.3536,2020-04-12,129,84,0,84,45,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Isle Of Man,54.24,-4.5481,2020-04-12,228,112,2,114,114,,,,,,,,,,,,,,0.0175,0.0088,0.034
United Kingdom,Montserrat,16.74,-62.1874,2020-04-12,9,0,0,0,9,,,,,,,,,,,,,,,0.0,0.034
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-04-12,9,0,1,1,8,,,,,,,,,,,,,,1.0,0.111,0.034
United Kingdom,,55.38,-3.436,2020-04-12,84279,344,12285,12629,71650,,,,,,,,,,,,,,0.973,0.146,0.034
