Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-04-18,991,984,6,990,1,,,,,,,,,,,,,,0.0061,0.0061,0.034
China,Beijing,40.18,116.41,2020-04-18,593,509,8,517,76,,,,,,,,,,,,,,0.0155,0.0135,0.034
China,Chongqing,30.06,107.87,2020-04-18,579,570,6,576,3,,,,,,,,,,,,,,0.0104,0.0104,0.034
China,Fujian,26.08,117.99,2020-04-18,355,336,1,337,18,,,,,,,,,,,,,,0.003,0.0028,0.034
China,Gansu,37.81,101.06,2020-04-18,139,137,2,139,0,,,,,,,,,,,,,,0.0144,0.0144,0.034
China,Guangdong,23.34,113.42,2020-04-18,1579,1482,8,1490,89,,,,,,,,,,,,,,0.0054,0.0051,0.034
China,Guangxi,23.83,108.79,2020-04-18,254,252,2,254,0,,,,,,,,,,,,,,0.0079,0.0079,0.034
China,Guizhou,26.82,106.87,2020-04-18,146,144,2,146,0,,,,,,,,,,,,,,0.0137,0.0137,0.034
China,Hainan,19.2,109.75,2020-04-18,168,162,6,168,0,,,,,,,,,,,,,,0.0357,0.0357,0.034
China,Hebei,39.55,116.13,2020-04-18,328,316,6,322,6,,,,,,,,,,,,,,0.0186,0.0183,0.034
China,Hong Kong,22.3,114.2,2020-04-18,1024,568,4,572,452,,,,,,,,,,,,,,0.007,0.0039,0.034
China,Hubei,30.98,112.27,2020-04-18,68128,63494,4512,68006,122,,,,,,,,,,,,,,0.0663,0.0662,0.034
China,Hunan,27.61,111.71,2020-04-18,1019,1015,4,1019,0,,,,,,,,,,,,,,0.0039,0.0039,0.034
China,Inner Mongolia,44.09,113.94,2020-04-18,193,104,1,105,88,,,,,,,,,,,,,,0.0095,0.0052,0.034
China,Jiangsu,32.97,119.46,2020-04-18,653,643,0,643,10,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-04-18,937,936,1,937,0,,,,,,,,,,,,,,0.0011,0.0011,0.034
China,Jilin,43.67,126.19,2020-04-18,102,97,1,98,4,,,,,,,,,,,,,,0.0102,0.0098,0.034
China,Liaoning,41.3,122.61,2020-04-18,146,142,2,144,2,,,,,,,,,,,,,,0.0139,0.0137,0.034
China,Macau,22.17,113.55,2020-04-18,45,17,0,17,28,,,,,,,,,,,,,,0.0,0.0,0.034
China,Ningxia,37.27,106.17,2020-04-18,75,75,0,75,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Qinghai,35.75,96.0,2020-04-18,18,18,0,18,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shaanxi,35.19,108.87,2020-04-18,256,252,3,255,1,,,,,,,,,,,,,,0.0118,0.0117,0.034
China,Shandong,36.34,118.15,2020-04-18,787,765,7,772,15,,,,,,,,,,,,,,0.0091,0.0089,0.034
China,Shanxi,37.58,112.29,2020-04-18,197,135,0,135,62,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-04-18,561,553,3,556,5,,,,,,,,,,,,,,0.0054,0.0053,0.034
China,Tianjin,39.31,117.32,2020-04-18,189,173,3,176,13,,,,,,,,,,,,,,0.017,0.0159,0.034
China,Tibet,31.69,88.09,2020-04-18,1,1,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Xinjiang,41.11,85.24,2020-04-18,76,73,3,76,0,,,,,,,,,,,,,,0.0395,0.0395,0.034
China,Zhejiang,29.18,120.09,2020-04-18,1268,1246,1,1247,21,,,,,,,,,,,,,,0.0008,0.0008,0.034
