Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-04-17,96,61,0,61,35,,,,,,,,,,,,,,0.0,0.0,0.174
France,French Polynesia,-17.6797,149.41,2020-04-17,55,0,0,0,55,,,,,,,,,,,,,,,0.0,0.174
France,Guadeloupe,16.25,-61.5833,2020-04-17,145,67,8,75,70,,,,,,,,,,,,,,0.107,0.0552,0.174
France,Martinique,14.64,-61.0242,2020-04-17,158,73,8,81,77,,,,,,,,,,,,,,0.0988,0.0506,0.174
France,Mayotte,-12.8275,45.17,2020-04-17,245,117,4,121,124,,,,,,,,,,,,,,0.0331,0.0163,0.174
France,New Caledonia,-20.9043,165.62,2020-04-17,18,14,0,14,4,,,,,,,,,,,,,,0.0,0.0,0.174
France,Reunion,-21.1351,55.25,2020-04-17,402,237,0,237,165,,,,,,,,,,,,,,0.0,0.0,0.174
France,Saint Barthelemy,17.9,-62.8333,2020-04-17,6,4,0,4,2,,,,,,,,,,,,,,0.0,0.0,0.174
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-04-17,1,0,0,0,1,,,,,,,,,,,,,,,0.0,0.174
France,St Martin,18.07,-63.0501,2020-04-17,35,13,2,15,20,,,,,,,,,,,,,,0.133,0.0571,0.174
France,,46.23,2.21,2020-04-17,146923,33834,18661,52495,94428,,,,,,,,,,,,,,0.355,0.127,0.174
