Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-04-07,72,34,0,34,38,,,,,,,,,,,,,,0.0,0.0,0.348
France,French Polynesia,-17.6797,149.41,2020-04-07,47,0,0,0,47,,,,,,,,,,,,,,NaN,0.0,0.348
France,Guadeloupe,16.25,-61.5833,2020-04-07,139,31,7,38,101,,,,,,,,,,,,,,0.184,0.0504,0.348
France,Martinique,14.64,-61.0242,2020-04-07,152,50,4,54,98,,,,,,,,,,,,,,0.0741,0.0263,0.348
France,Mayotte,-12.8275,45.17,2020-04-07,171,22,2,24,147,,,,,,,,,,,,,,0.0833,0.0117,0.348
France,New Caledonia,-20.9043,165.62,2020-04-07,18,1,0,1,17,,,,,,,,,,,,,,0.0,0.0,0.348
France,Reunion,-21.1351,55.25,2020-04-07,358,40,0,40,318,,,,,,,,,,,,,,0.0,0.0,0.348
France,Saint Barthelemy,17.9,-62.8333,2020-04-07,6,1,0,1,5,,,,,,,,,,,,,,0.0,0.0,0.348
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-04-07,1,0,0,0,1,,,,,,,,,,,,,,NaN,0.0,0.348
France,St Martin,18.07,-63.0501,2020-04-07,32,7,2,9,23,,,,,,,,,,,,,,0.222,0.0625,0.348
France,,46.23,2.21,2020-04-07,78167,19337,10328,29665,48502,,,,,,,,,,,,,,0.348,0.132,0.348
