Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-04-30,3,3,0,3,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Bermuda,32.31,-64.7505,2020-04-30,114,48,6,54,60,,,,,,,,,,,,,,,,0.111,0.0526,0.034
United Kingdom,British Virgin Islands,18.42,-64.64,2020-04-30,6,3,1,4,2,,,,,,,,,,,,,,,,0.25,0.167,0.034
United Kingdom,Cayman Islands,19.31,-81.2546,2020-04-30,73,10,1,11,62,,,,,,,,,,,,,,,,0.0909,0.0137,0.034
United Kingdom,Channel Islands,49.37,-2.3644,2020-04-30,537,386,40,426,111,,,,,,,,,,,,,,,,0.0939,0.0745,0.034
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-04-30,13,11,0,11,2,,,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Gibraltar,36.14,-5.3536,2020-04-30,144,131,0,131,13,,,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Isle Of Man,54.24,-4.5481,2020-04-30,315,260,21,281,34,,,,,,,,,,,,,,,,0.0747,0.0667,0.034
United Kingdom,Montserrat,16.74,-62.1874,2020-04-30,11,2,1,3,8,,,,,,,,,,,,,,,,0.333,0.0909,0.034
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-04-30,12,5,1,6,6,,,,,,,,,,,,,,,,0.167,0.0833,0.034
United Kingdom,,55.38,-3.436,2020-04-30,171253,0,26771,26771,144482,,,,,,,,,,,,,,,,1.0,0.156,0.034
