Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-04-22,991,984,6,990,1,,,,,,,,,,,,,,0.0061,0.0061,0.0131
China,Beijing,40.18,116.41,2020-04-22,593,518,8,526,67,,,,,,,,,,,,,,0.0152,0.0135,0.0131
China,Chongqing,30.06,107.87,2020-04-22,579,570,6,576,3,,,,,,,,,,,,,,0.0104,0.0104,0.0131
China,Fujian,26.08,117.99,2020-04-22,355,342,1,343,12,,,,,,,,,,,,,,0.0029,0.0028,0.0131
China,Gansu,37.81,101.06,2020-04-22,139,137,2,139,0,,,,,,,,,,,,,,0.0144,0.0144,0.0131
China,Guangdong,23.34,113.42,2020-04-22,1582,1511,8,1519,63,,,,,,,,,,,,,,0.0053,0.0051,0.0131
China,Guangxi,23.83,108.79,2020-04-22,254,252,2,254,0,,,,,,,,,,,,,,0.0079,0.0079,0.0131
China,Guizhou,26.82,106.87,2020-04-22,147,145,2,147,0,,,,,,,,,,,,,,0.0136,0.0136,0.0131
China,Hainan,19.2,109.75,2020-04-22,168,162,6,168,0,,,,,,,,,,,,,,0.0357,0.0357,0.0131
China,Hebei,39.55,116.13,2020-04-22,328,317,6,323,5,,,,,,,,,,,,,,0.0186,0.0183,0.0131
China,Heilongjiang,47.86,127.76,2020-04-22,921,479,13,492,429,,,,,,,,,,,,,,0.0264,0.0141,0.0131
China,Henan,33.88,113.61,2020-04-22,1276,1254,22,1276,0,,,,,,,,,,,,,,0.0172,0.0172,0.0131
China,Hong Kong,22.3,114.2,2020-04-22,1033,678,4,682,351,,,,,,,,,,,,,,0.0059,0.0039,0.0131
China,Hubei,30.98,112.27,2020-04-22,68128,63519,4512,68031,97,,,,,,,,,,,,,,0.0663,0.0662,0.0131
China,Hunan,27.61,111.71,2020-04-22,1019,1015,4,1019,0,,,,,,,,,,,,,,0.0039,0.0039,0.0131
China,Inner Mongolia,44.09,113.94,2020-04-22,194,108,1,109,85,,,,,,,,,,,,,,0.0092,0.0052,0.0131
China,Jiangsu,32.97,119.46,2020-04-22,653,645,0,645,8,,,,,,,,,,,,,,0.0,0.0,0.0131
China,Jiangxi,27.61,115.72,2020-04-22,937,936,1,937,0,,,,,,,,,,,,,,0.0011,0.0011,0.0131
China,Jilin,43.67,126.19,2020-04-22,106,98,1,99,7,,,,,,,,,,,,,,0.0101,0.0094,0.0131
China,Liaoning,41.3,122.61,2020-04-22,146,143,2,145,1,,,,,,,,,,,,,,0.0138,0.0137,0.0131
China,Macau,22.17,113.55,2020-04-22,45,26,0,26,19,,,,,,,,,,,,,,0.0,0.0,0.0131
China,Ningxia,37.27,106.17,2020-04-22,75,75,0,75,0,,,,,,,,,,,,,,0.0,0.0,0.0131
China,Qinghai,35.75,96.0,2020-04-22,18,18,0,18,0,,,,,,,,,,,,,,0.0,0.0,0.0131
China,Shaanxi,35.19,108.87,2020-04-22,279,253,3,256,23,,,,,,,,,,,,,,0.0117,0.0108,0.0131
China,Shandong,36.34,118.15,2020-04-22,787,766,7,773,14,,,,,,,,,,,,,,0.0091,0.0089,0.0131
China,Shanghai,31.2,121.45,2020-04-22,639,534,7,541,98,,,,,,,,,,,,,,0.0129,0.011,0.0131
China,Shanxi,37.58,112.29,2020-04-22,197,140,0,140,57,,,,,,,,,,,,,,0.0,0.0,0.0131
China,Sichuan,30.62,102.71,2020-04-22,561,556,3,559,2,,,,,,,,,,,,,,0.0054,0.0053,0.0131
China,Tianjin,39.31,117.32,2020-04-22,189,176,3,179,10,,,,,,,,,,,,,,0.0168,0.0159,0.0131
China,Tibet,31.69,88.09,2020-04-22,1,1,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.0131
China,Xinjiang,41.11,85.24,2020-04-22,76,73,3,76,0,,,,,,,,,,,,,,0.0395,0.0395,0.0131
China,Yunnan,24.97,101.49,2020-04-22,184,178,2,180,4,,,,,,,,,,,,,,0.0111,0.0109,0.0131
China,Zhejiang,29.18,120.09,2020-04-22,1268,1252,1,1253,15,,,,,,,,,,,,,,0.0008,0.0008,0.0131
