Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-01-27,70,0,0,0,70,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Beijing,40.18,116.41,2020-01-27,80,2,1,3,77,,,,,,,,,,,,,,,,0.333,0.0125,0.034
China,Chongqing,30.06,107.87,2020-01-27,110,0,0,0,110,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Fujian,26.08,117.99,2020-01-27,59,0,0,0,59,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Gansu,37.81,101.06,2020-01-27,14,0,0,0,14,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Guangdong,23.34,113.42,2020-01-27,151,4,0,4,147,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Guangxi,23.83,108.79,2020-01-27,46,0,0,0,46,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Guizhou,26.82,106.87,2020-01-27,7,0,0,0,7,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Hainan,19.2,109.75,2020-01-27,33,0,1,1,32,,,,,,,,,,,,,,,,1.0,0.0303,0.034
China,Hebei,39.55,116.13,2020-01-27,18,0,1,1,17,,,,,,,,,,,,,,,,1.0,0.0556,0.034
China,Hong Kong,22.3,114.2,2020-01-27,8,0,0,0,8,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Hubei,30.98,112.27,2020-01-27,1423,45,76,121,1302,,,,,,,,,,,,,,,,0.628,0.0534,0.034
China,Hunan,27.61,111.71,2020-01-27,100,0,0,0,100,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Inner Mongolia,44.09,113.94,2020-01-27,11,0,0,0,11,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Jiangsu,32.97,119.46,2020-01-27,47,1,0,1,46,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-01-27,72,2,0,2,70,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jilin,43.67,126.19,2020-01-27,6,0,0,0,6,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Liaoning,41.3,122.61,2020-01-27,27,0,0,0,27,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Macau,22.17,113.55,2020-01-27,6,0,0,0,6,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Ningxia,37.27,106.17,2020-01-27,7,0,0,0,7,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Qinghai,35.75,96.0,2020-01-27,6,0,0,0,6,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Shaanxi,35.19,108.87,2020-01-27,35,0,0,0,35,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Shandong,36.34,118.15,2020-01-27,75,0,0,0,75,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Shanxi,37.58,112.29,2020-01-27,13,0,0,0,13,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Sichuan,30.62,102.71,2020-01-27,69,0,0,0,69,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Tianjin,39.31,117.32,2020-01-27,23,0,0,0,23,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Tibet,31.69,88.09,2020-01-27,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034
China,Xinjiang,41.11,85.24,2020-01-27,5,0,0,0,5,,,,,,,,,,,,,,,,NaN,0.0,0.034
China,Zhejiang,29.18,120.09,2020-01-27,128,1,0,1,127,,,,,,,,,,,,,,,,0.0,0.0,0.034
