Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-04-14,3,1,0,1,2,,,,,,,,,,,,,,0.0,0.0,0.671
United Kingdom,Bermuda,32.31,-64.7505,2020-04-14,57,30,5,35,22,,,,,,,,,,,,,,0.143,0.0877,0.671
United Kingdom,British Virgin Islands,18.42,-64.64,2020-04-14,3,2,0,2,1,,,,,,,,,,,,,,0.0,0.0,0.671
United Kingdom,Cayman Islands,19.31,-81.2546,2020-04-14,54,6,1,7,47,,,,,,,,,,,,,,0.143,0.0185,0.671
United Kingdom,Channel Islands,49.37,-2.3644,2020-04-14,440,48,13,61,379,,,,,,,,,,,,,,0.213,0.0295,0.671
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-04-14,11,1,0,1,10,,,,,,,,,,,,,,0.0,0.0,0.671
United Kingdom,Gibraltar,36.14,-5.3536,2020-04-14,129,93,0,93,36,,,,,,,,,,,,,,0.0,0.0,0.671
United Kingdom,Isle Of Man,54.24,-4.5481,2020-04-14,254,141,2,143,111,,,,,,,,,,,,,,0.014,0.0079,0.671
United Kingdom,Montserrat,16.74,-62.1874,2020-04-14,11,1,0,1,10,,,,,,,,,,,,,,0.0,0.0,0.671
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-04-14,10,0,1,1,9,,,,,,,,,,,,,,1.0,0.1,0.671
United Kingdom,,55.38,-3.436,2020-04-14,93873,0,14073,14073,79800,,,,,,,,,,,,,,1.0,0.15,0.671
