Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-03-05,990,970,6,976,14,,,,,,,,,,,,,,0.0061,0.0061,0.034
China,Beijing,40.18,116.41,2020-03-05,418,297,8,305,113,,,,,,,,,,,,,,0.0262,0.0191,0.034
China,Chongqing,30.06,107.87,2020-03-05,576,512,6,518,58,,,,,,,,,,,,,,0.0116,0.0104,0.034
China,Fujian,26.08,117.99,2020-03-05,296,277,1,278,18,,,,,,,,,,,,,,0.0036,0.0034,0.034
China,Gansu,37.81,101.06,2020-03-05,102,87,2,89,13,,,,,,,,,,,,,,0.0225,0.0196,0.034
China,Guangdong,23.34,113.42,2020-03-05,1351,1181,7,1188,163,,,,,,,,,,,,,,0.0059,0.0052,0.034
China,Guangxi,23.83,108.79,2020-03-05,252,214,2,216,36,,,,,,,,,,,,,,0.0093,0.0079,0.034
China,Guizhou,26.82,106.87,2020-03-05,146,114,2,116,30,,,,,,,,,,,,,,0.0172,0.0137,0.034
China,Hainan,19.2,109.75,2020-03-05,168,158,6,164,4,,,,,,,,,,,,,,0.0366,0.0357,0.034
China,Hebei,39.55,116.13,2020-03-05,318,304,6,310,8,,,,,,,,,,,,,,0.0194,0.0189,0.034
China,Hong Kong,22.3,114.2,2020-03-05,105,43,2,45,60,,,,,,,,,,,,,,0.0444,0.019,0.034
China,Hubei,30.98,112.27,2020-03-05,67466,40592,2902,43494,23972,,,,,,,,,,,,,,0.0667,0.043,0.034
China,Hunan,27.61,111.71,2020-03-05,1018,938,4,942,76,,,,,,,,,,,,,,0.0042,0.0039,0.034
China,Inner Mongolia,44.09,113.94,2020-03-05,75,65,1,66,9,,,,,,,,,,,,,,0.0152,0.0133,0.034
China,Jiangsu,32.97,119.46,2020-03-05,631,583,0,583,48,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-03-05,935,901,1,902,33,,,,,,,,,,,,,,0.0011,0.0011,0.034
China,Jilin,43.67,126.19,2020-03-05,93,88,1,89,4,,,,,,,,,,,,,,0.0112,0.0108,0.034
China,Liaoning,41.3,122.61,2020-03-05,125,106,1,107,18,,,,,,,,,,,,,,0.0093,0.008,0.034
China,Macau,22.17,113.55,2020-03-05,10,9,0,9,1,,,,,,,,,,,,,,0.0,0.0,0.034
China,Ningxia,37.27,106.17,2020-03-05,75,69,0,69,6,,,,,,,,,,,,,,0.0,0.0,0.034
China,Qinghai,35.75,96.0,2020-03-05,18,18,0,18,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shaanxi,35.19,108.87,2020-03-05,245,224,1,225,20,,,,,,,,,,,,,,0.0044,0.0041,0.034
China,Shandong,36.34,118.15,2020-03-05,758,578,6,584,174,,,,,,,,,,,,,,0.0103,0.0079,0.034
China,Shanxi,37.58,112.29,2020-03-05,133,126,0,126,7,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-03-05,539,425,3,428,111,,,,,,,,,,,,,,0.007,0.0056,0.034
China,Tianjin,39.31,117.32,2020-03-05,136,128,3,131,5,,,,,,,,,,,,,,0.0229,0.0221,0.034
China,Tibet,31.69,88.09,2020-03-05,1,1,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Xinjiang,41.11,85.24,2020-03-05,76,70,3,73,3,,,,,,,,,,,,,,0.0411,0.0395,0.034
China,Zhejiang,29.18,120.09,2020-03-05,1215,1124,1,1125,90,,,,,,,,,,,,,,0.0009,0.0008,0.034
