Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-04-24,3,1,0,1,2,,,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Bermuda,32.31,-64.7505,2020-04-24,99,39,5,44,55,,,,,,,,,,,,,,,,0.114,0.0505,0.034
United Kingdom,British Virgin Islands,18.42,-64.64,2020-04-24,5,3,1,4,1,,,,,,,,,,,,,,,,0.25,0.2,0.034
United Kingdom,Cayman Islands,19.31,-81.2546,2020-04-24,70,8,1,9,61,,,,,,,,,,,,,,,,0.111,0.0143,0.034
United Kingdom,Channel Islands,49.37,-2.3644,2020-04-24,523,295,34,329,194,,,,,,,,,,,,,,,,0.103,0.065,0.034
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-04-24,13,11,0,11,2,,,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Gibraltar,36.14,-5.3536,2020-04-24,133,131,0,131,2,,,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Isle Of Man,54.24,-4.5481,2020-04-24,308,230,18,248,60,,,,,,,,,,,,,,,,0.0726,0.0584,0.034
United Kingdom,Montserrat,16.74,-62.1874,2020-04-24,11,2,1,3,8,,,,,,,,,,,,,,,,0.333,0.0909,0.034
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-04-24,11,4,1,5,6,,,,,,,,,,,,,,,,0.2,0.0909,0.034
United Kingdom,,55.38,-3.436,2020-04-24,143464,0,22792,22792,120672,,,,,,,,,,,,,,,,1.0,0.159,0.034
