Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-03-27,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.896
United Kingdom,Bermuda,32.31,-64.7505,2020-03-27,17,2,0,2,15,,,,,,,,,,,,,,,,0.0,0.0,0.896
United Kingdom,British Virgin Islands,18.42,-64.64,2020-03-27,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.896
United Kingdom,Cayman Islands,19.31,-81.2546,2020-03-27,8,0,1,1,7,,,,,,,,,,,,,,,,1.0,0.125,0.896
United Kingdom,Channel Islands,49.37,-2.3644,2020-03-27,88,0,1,1,87,,,,,,,,,,,,,,,,1.0,0.0114,0.896
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-03-27,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.896
United Kingdom,Gibraltar,36.14,-5.3536,2020-03-27,55,14,0,14,41,,,,,,,,,,,,,,,,0.0,0.0,0.896
United Kingdom,Isle Of Man,54.24,-4.5481,2020-03-27,29,0,0,0,29,,,,,,,,,,,,,,,,NaN,0.0,0.896
United Kingdom,Montserrat,16.74,-62.1874,2020-03-27,5,0,0,0,5,,,,,,,,,,,,,,,,NaN,0.0,0.896
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-03-27,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.896
United Kingdom,,55.38,-3.436,2020-03-27,14543,135,1161,1296,13247,,,,,,,,,,,,,,,,0.896,0.0798,0.896
