Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-04-16,991,984,6,990,1,,,,,,,,,,,,,,,,0.0061,0.0061,0.034
China,Beijing,40.18,116.41,2020-04-16,593,503,8,511,82,,,,,,,,,,,,,,,,0.0157,0.0135,0.034
China,Chongqing,30.06,107.87,2020-04-16,579,570,6,576,3,,,,,,,,,,,,,,,,0.0104,0.0104,0.034
China,Fujian,26.08,117.99,2020-04-16,353,333,1,334,19,,,,,,,,,,,,,,,,0.003,0.0028,0.034
China,Gansu,37.81,101.06,2020-04-16,139,137,2,139,0,,,,,,,,,,,,,,,,0.0144,0.0144,0.034
China,Guangdong,23.34,113.42,2020-04-16,1571,1471,8,1479,92,,,,,,,,,,,,,,,,0.0054,0.0051,0.034
China,Guangxi,23.83,108.79,2020-04-16,254,252,2,254,0,,,,,,,,,,,,,,,,0.0079,0.0079,0.034
China,Guizhou,26.82,106.87,2020-04-16,146,144,2,146,0,,,,,,,,,,,,,,,,0.0137,0.0137,0.034
China,Hainan,19.2,109.75,2020-04-16,168,162,6,168,0,,,,,,,,,,,,,,,,0.0357,0.0357,0.034
China,Hebei,39.55,116.13,2020-04-16,328,315,6,321,7,,,,,,,,,,,,,,,,0.0187,0.0183,0.034
China,Hong Kong,22.3,114.2,2020-04-16,1017,485,4,489,528,,,,,,,,,,,,,,,,0.0082,0.0039,0.034
China,Hubei,30.98,112.27,2020-04-16,67803,64435,3222,67657,146,,,,,,,,,,,,,,,,0.0476,0.0475,0.034
China,Hunan,27.61,111.71,2020-04-16,1019,1014,4,1018,1,,,,,,,,,,,,,,,,0.0039,0.0039,0.034
China,Inner Mongolia,44.09,113.94,2020-04-16,193,94,1,95,98,,,,,,,,,,,,,,,,0.0105,0.0052,0.034
China,Jiangsu,32.97,119.46,2020-04-16,653,642,0,642,11,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-04-16,937,936,1,937,0,,,,,,,,,,,,,,,,0.0011,0.0011,0.034
China,Jilin,43.67,126.19,2020-04-16,102,96,1,97,5,,,,,,,,,,,,,,,,0.0103,0.0098,0.034
China,Liaoning,41.3,122.61,2020-04-16,145,140,2,142,3,,,,,,,,,,,,,,,,0.0141,0.0138,0.034
China,Macau,22.17,113.55,2020-04-16,45,16,0,16,29,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Ningxia,37.27,106.17,2020-04-16,75,75,0,75,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Qinghai,35.75,96.0,2020-04-16,18,18,0,18,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shaanxi,35.19,108.87,2020-04-16,256,251,3,254,2,,,,,,,,,,,,,,,,0.0118,0.0117,0.034
China,Shandong,36.34,118.15,2020-04-16,784,761,7,768,16,,,,,,,,,,,,,,,,0.0091,0.0089,0.034
China,Shanxi,37.58,112.29,2020-04-16,194,135,0,135,59,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-04-16,560,552,3,555,5,,,,,,,,,,,,,,,,0.0054,0.0054,0.034
China,Tianjin,39.31,117.32,2020-04-16,186,172,3,175,11,,,,,,,,,,,,,,,,0.0171,0.0161,0.034
China,Tibet,31.69,88.09,2020-04-16,1,1,0,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Xinjiang,41.11,85.24,2020-04-16,76,73,3,76,0,,,,,,,,,,,,,,,,0.0395,0.0395,0.034
China,Zhejiang,29.18,120.09,2020-04-16,1268,1244,1,1245,23,,,,,,,,,,,,,,,,0.0008,0.0008,0.034
