Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-04-09,991,984,6,990,1,,,,,,,,,,,,,,0.0061,0.0061,0.014
China,Beijing,40.18,116.41,2020-04-09,588,464,8,472,116,,,,,,,,,,,,,,0.0169,0.0136,0.014
China,Chongqing,30.06,107.87,2020-04-09,579,570,6,576,3,,,,,,,,,,,,,,0.0104,0.0104,0.014
China,Fujian,26.08,117.99,2020-04-09,351,308,1,309,42,,,,,,,,,,,,,,0.0032,0.0028,0.014
China,Gansu,37.81,101.06,2020-04-09,139,135,2,137,2,,,,,,,,,,,,,,0.0146,0.0144,0.014
China,Guangdong,23.34,113.42,2020-04-09,1539,1423,8,1431,108,,,,,,,,,,,,,,0.0056,0.0052,0.014
China,Guangxi,23.83,108.79,2020-04-09,254,252,2,254,0,,,,,,,,,,,,,,0.0079,0.0079,0.014
China,Guizhou,26.82,106.87,2020-04-09,146,144,2,146,0,,,,,,,,,,,,,,0.0137,0.0137,0.014
China,Hainan,19.2,109.75,2020-04-09,168,162,6,168,0,,,,,,,,,,,,,,0.0357,0.0357,0.014
China,Hebei,39.55,116.13,2020-04-09,327,313,6,319,8,,,,,,,,,,,,,,0.0188,0.0183,0.014
China,Heilongjiang,47.86,127.76,2020-04-09,609,470,13,483,126,,,,,,,,,,,,,,0.0269,0.0213,0.014
China,Henan,33.88,113.61,2020-04-09,1276,1252,22,1274,2,,,,,,,,,,,,,,0.0173,0.0172,0.014
China,Hong Kong,22.3,114.2,2020-04-09,973,293,4,297,676,,,,,,,,,,,,,,0.0135,0.0041,0.014
China,Hubei,30.98,112.27,2020-04-09,67803,64187,3215,67402,401,,,,,,,,,,,,,,0.0477,0.0474,0.014
China,Hunan,27.61,111.71,2020-04-09,1019,1014,4,1018,1,,,,,,,,,,,,,,0.0039,0.0039,0.014
China,Inner Mongolia,44.09,113.94,2020-04-09,126,79,1,80,46,,,,,,,,,,,,,,0.0125,0.0079,0.014
China,Jiangsu,32.97,119.46,2020-04-09,651,633,0,633,18,,,,,,,,,,,,,,0.0,0.0,0.014
China,Jiangxi,27.61,115.72,2020-04-09,937,935,1,936,1,,,,,,,,,,,,,,0.0011,0.0011,0.014
China,Jilin,43.67,126.19,2020-04-09,98,93,1,94,4,,,,,,,,,,,,,,0.0106,0.0102,0.014
China,Liaoning,41.3,122.61,2020-04-09,144,132,2,134,10,,,,,,,,,,,,,,0.0149,0.0139,0.014
China,Macau,22.17,113.55,2020-04-09,45,10,0,10,35,,,,,,,,,,,,,,0.0,0.0,0.014
China,Ningxia,37.27,106.17,2020-04-09,75,75,0,75,0,,,,,,,,,,,,,,0.0,0.0,0.014
China,Qinghai,35.75,96.0,2020-04-09,18,18,0,18,0,,,,,,,,,,,,,,0.0,0.0,0.014
China,Shaanxi,35.19,108.87,2020-04-09,256,246,3,249,7,,,,,,,,,,,,,,0.012,0.0117,0.014
China,Shandong,36.34,118.15,2020-04-09,783,756,7,763,20,,,,,,,,,,,,,,0.0092,0.0089,0.014
China,Shanghai,31.2,121.45,2020-04-09,552,422,7,429,123,,,,,,,,,,,,,,0.0163,0.0127,0.014
China,Shanxi,37.58,112.29,2020-04-09,166,134,0,134,32,,,,,,,,,,,,,,0.0,0.0,0.014
China,Sichuan,30.62,102.71,2020-04-09,560,541,3,544,16,,,,,,,,,,,,,,0.0055,0.0054,0.014
China,Tianjin,39.31,117.32,2020-04-09,182,152,3,155,27,,,,,,,,,,,,,,0.0194,0.0165,0.014
China,Tibet,31.69,88.09,2020-04-09,1,1,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.014
China,Xinjiang,41.11,85.24,2020-04-09,76,73,3,76,0,,,,,,,,,,,,,,0.0395,0.0395,0.014
China,Yunnan,24.97,101.49,2020-04-09,184,173,2,175,9,,,,,,,,,,,,,,0.0114,0.0109,0.014
China,Zhejiang,29.18,120.09,2020-04-09,1267,1235,1,1236,31,,,,,,,,,,,,,,0.0008,0.0008,0.014
