Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-04-03,990,984,6,990,0,,,,,,,,,,,,,,0.0061,0.0061,0.0143
China,Beijing,40.18,116.41,2020-04-03,584,434,8,442,142,,,,,,,,,,,,,,0.0181,0.0137,0.0143
China,Chongqing,30.06,107.87,2020-04-03,579,570,6,576,3,,,,,,,,,,,,,,0.0104,0.0104,0.0143
China,Fujian,26.08,117.99,2020-04-03,349,300,1,301,48,,,,,,,,,,,,,,0.0033,0.0029,0.0143
China,Gansu,37.81,101.06,2020-04-03,138,127,2,129,9,,,,,,,,,,,,,,0.0155,0.0145,0.0143
China,Guangdong,23.34,113.42,2020-04-03,1514,1368,8,1376,138,,,,,,,,,,,,,,0.0058,0.0053,0.0143
China,Guangxi,23.83,108.79,2020-04-03,254,252,2,254,0,,,,,,,,,,,,,,0.0079,0.0079,0.0143
China,Guizhou,26.82,106.87,2020-04-03,146,144,2,146,0,,,,,,,,,,,,,,0.0137,0.0137,0.0143
China,Hainan,19.2,109.75,2020-04-03,168,162,6,168,0,,,,,,,,,,,,,,0.0357,0.0357,0.0143
China,Hebei,39.55,116.13,2020-04-03,326,310,6,316,10,,,,,,,,,,,,,,0.019,0.0184,0.0143
China,Heilongjiang,47.86,127.76,2020-04-03,489,469,13,482,7,,,,,,,,,,,,,,0.027,0.0266,0.0143
China,Henan,33.88,113.61,2020-04-03,1276,1251,22,1273,3,,,,,,,,,,,,,,0.0173,0.0172,0.0143
China,Hong Kong,22.3,114.2,2020-04-03,845,173,4,177,668,,,,,,,,,,,,,,0.0226,0.0047,0.0143
China,Hubei,30.98,112.27,2020-04-03,67802,63612,3203,66815,987,,,,,,,,,,,,,,0.0479,0.0472,0.0143
China,Hunan,27.61,111.71,2020-04-03,1019,1014,4,1018,1,,,,,,,,,,,,,,0.0039,0.0039,0.0143
China,Inner Mongolia,44.09,113.94,2020-04-03,117,74,1,75,42,,,,,,,,,,,,,,0.0133,0.0085,0.0143
China,Jiangsu,32.97,119.46,2020-04-03,651,632,0,632,19,,,,,,,,,,,,,,0.0,0.0,0.0143
China,Jiangxi,27.61,115.72,2020-04-03,937,935,1,936,1,,,,,,,,,,,,,,0.0011,0.0011,0.0143
China,Jilin,43.67,126.19,2020-04-03,98,92,1,93,5,,,,,,,,,,,,,,0.0108,0.0102,0.0143
China,Liaoning,41.3,122.61,2020-04-03,141,124,2,126,15,,,,,,,,,,,,,,0.0159,0.0142,0.0143
China,Macau,22.17,113.55,2020-04-03,43,10,0,10,33,,,,,,,,,,,,,,0.0,0.0,0.0143
China,Ningxia,37.27,106.17,2020-04-03,75,75,0,75,0,,,,,,,,,,,,,,0.0,0.0,0.0143
China,Qinghai,35.75,96.0,2020-04-03,18,18,0,18,0,,,,,,,,,,,,,,0.0,0.0,0.0143
China,Shaanxi,35.19,108.87,2020-04-03,255,244,3,247,8,,,,,,,,,,,,,,0.0121,0.0118,0.0143
China,Shandong,36.34,118.15,2020-04-03,778,754,7,761,17,,,,,,,,,,,,,,0.0092,0.009,0.0143
China,Shanghai,31.2,121.45,2020-04-03,526,348,6,354,172,,,,,,,,,,,,,,0.0169,0.0114,0.0143
China,Shanxi,37.58,112.29,2020-04-03,137,133,0,133,4,,,,,,,,,,,,,,0.0,0.0,0.0143
China,Sichuan,30.62,102.71,2020-04-03,555,537,3,540,15,,,,,,,,,,,,,,0.0056,0.0054,0.0143
China,Tianjin,39.31,117.32,2020-04-03,180,140,3,143,37,,,,,,,,,,,,,,0.021,0.0167,0.0143
China,Tibet,31.69,88.09,2020-04-03,1,1,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.0143
China,Xinjiang,41.11,85.24,2020-04-03,76,73,3,76,0,,,,,,,,,,,,,,0.0395,0.0395,0.0143
China,Yunnan,24.97,101.49,2020-04-03,184,172,2,174,10,,,,,,,,,,,,,,0.0115,0.0109,0.0143
China,Zhejiang,29.18,120.09,2020-04-03,1260,1228,1,1229,31,,,,,,,,,,,,,,0.0008,0.0008,0.0143
