Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-05-06,138,111,1,112,26,,,,,,,,,,,,,,0.0089,0.0072,0.327
France,French Polynesia,-17.6797,149.41,2020-05-06,60,54,0,54,6,,,,,,,,,,,,,,0.0,0.0,0.327
France,Guadeloupe,16.25,-61.5833,2020-05-06,152,104,13,117,35,,,,,,,,,,,,,,0.111,0.0855,0.327
France,Martinique,14.64,-61.0242,2020-05-06,182,83,14,97,85,,,,,,,,,,,,,,0.144,0.0769,0.327
France,Mayotte,-12.8275,45.17,2020-05-06,739,352,9,361,378,,,,,,,,,,,,,,0.0249,0.0122,0.327
France,New Caledonia,-20.9043,165.62,2020-05-06,18,18,0,18,0,,,,,,,,,,,,,,0.0,0.0,0.327
France,Reunion,-21.1351,55.25,2020-05-06,425,300,0,300,125,,,,,,,,,,,,,,0.0,0.0,0.327
France,Saint Barthelemy,17.9,-62.8333,2020-05-06,6,6,0,6,0,,,,,,,,,,,,,,0.0,0.0,0.327
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-05-06,1,0,0,0,1,,,,,,,,,,,,,,,0.0,0.327
France,St Martin,18.07,-63.0501,2020-05-06,38,29,3,32,6,,,,,,,,,,,,,,0.0938,0.0789,0.327
France,,46.23,2.21,2020-05-06,172465,53022,25772,78794,93671,,,,,,,,,,,,,,0.327,0.149,0.327
