Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-03-11,990,984,6,990,0,,,,,,,,,,,,,,0.0061,0.0061,0.034
China,Beijing,40.18,116.41,2020-03-11,435,326,8,334,101,,,,,,,,,,,,,,0.024,0.0184,0.034
China,Chongqing,30.06,107.87,2020-03-11,576,554,6,560,16,,,,,,,,,,,,,,0.0107,0.0104,0.034
China,Fujian,26.08,117.99,2020-03-11,296,295,1,296,0,,,,,,,,,,,,,,0.0034,0.0034,0.034
China,Gansu,37.81,101.06,2020-03-11,127,88,2,90,37,,,,,,,,,,,,,,0.0222,0.0157,0.034
China,Guangdong,23.34,113.42,2020-03-11,1356,1282,8,1290,66,,,,,,,,,,,,,,0.0062,0.0059,0.034
China,Guangxi,23.83,108.79,2020-03-11,252,238,2,240,12,,,,,,,,,,,,,,0.0083,0.0079,0.034
China,Guizhou,26.82,106.87,2020-03-11,146,133,2,135,11,,,,,,,,,,,,,,0.0148,0.0137,0.034
China,Hainan,19.2,109.75,2020-03-11,168,159,6,165,3,,,,,,,,,,,,,,0.0364,0.0357,0.034
China,Hebei,39.55,116.13,2020-03-11,318,307,6,313,5,,,,,,,,,,,,,,0.0192,0.0189,0.034
China,Heilongjiang,47.86,127.76,2020-03-11,482,436,13,449,33,,,,,,,,,,,,,,0.029,0.027,0.034
China,Henan,33.88,113.61,2020-03-11,1273,1249,22,1271,2,,,,,,,,,,,,,,0.0173,0.0173,0.034
China,Hong Kong,22.3,114.2,2020-03-11,126,65,3,68,58,,,,,,,,,,,,,,0.0441,0.0238,0.034
China,Hubei,30.98,112.27,2020-03-11,67773,49134,3046,52180,15593,,,,,,,,,,,,,,0.0584,0.0449,0.034
China,Hunan,27.61,111.71,2020-03-11,1018,995,4,999,19,,,,,,,,,,,,,,0.004,0.0039,0.034
China,Inner Mongolia,44.09,113.94,2020-03-11,75,71,1,72,3,,,,,,,,,,,,,,0.0139,0.0133,0.034
China,Jiangsu,32.97,119.46,2020-03-11,631,627,0,627,4,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-03-11,935,932,1,933,2,,,,,,,,,,,,,,0.0011,0.0011,0.034
China,Jilin,43.67,126.19,2020-03-11,93,91,1,92,1,,,,,,,,,,,,,,0.0109,0.0108,0.034
China,Liaoning,41.3,122.61,2020-03-11,125,111,1,112,13,,,,,,,,,,,,,,0.0089,0.008,0.034
China,Macau,22.17,113.55,2020-03-11,10,10,0,10,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Ningxia,37.27,106.17,2020-03-11,75,72,0,72,3,,,,,,,,,,,,,,0.0,0.0,0.034
China,Qinghai,35.75,96.0,2020-03-11,18,18,0,18,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shaanxi,35.19,108.87,2020-03-11,245,232,1,233,12,,,,,,,,,,,,,,0.0043,0.0041,0.034
China,Shandong,36.34,118.15,2020-03-11,760,726,6,732,28,,,,,,,,,,,,,,0.0082,0.0079,0.034
China,Shanghai,31.2,121.45,2020-03-11,344,320,3,323,21,,,,,,,,,,,,,,0.0093,0.0087,0.034
China,Shanxi,37.58,112.29,2020-03-11,133,131,0,131,2,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-03-11,539,488,3,491,48,,,,,,,,,,,,,,0.0061,0.0056,0.034
China,Tianjin,39.31,117.32,2020-03-11,136,131,3,134,2,,,,,,,,,,,,,,0.0224,0.0221,0.034
China,Tibet,31.69,88.09,2020-03-11,1,1,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Xinjiang,41.11,85.24,2020-03-11,76,73,3,76,0,,,,,,,,,,,,,,0.0395,0.0395,0.034
China,Yunnan,24.97,101.49,2020-03-11,174,170,2,172,2,,,,,,,,,,,,,,0.0116,0.0115,0.034
China,Zhejiang,29.18,120.09,2020-03-11,1215,1195,1,1196,19,,,,,,,,,,,,,,0.0008,0.0008,0.034
