Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-04-18,3,1,0,1,2,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Bermuda,32.31,-64.7505,2020-04-18,83,35,5,40,43,,,,,,,,,,,,,,0.125,0.0602,0.034
United Kingdom,British Virgin Islands,18.42,-64.64,2020-04-18,4,2,0,2,2,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Cayman Islands,19.31,-81.2546,2020-04-18,61,7,1,8,53,,,,,,,,,,,,,,0.125,0.0164,0.034
United Kingdom,Channel Islands,49.37,-2.3644,2020-04-18,484,73,21,94,390,,,,,,,,,,,,,,0.223,0.0434,0.034
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-04-18,11,3,0,3,8,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Gibraltar,36.14,-5.3536,2020-04-18,132,111,0,111,21,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Isle Of Man,54.24,-4.5481,2020-04-18,297,180,6,186,111,,,,,,,,,,,,,,0.0323,0.0202,0.034
United Kingdom,Montserrat,16.74,-62.1874,2020-04-18,11,2,0,2,9,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-04-18,11,0,1,1,10,,,,,,,,,,,,,,1.0,0.0909,0.034
United Kingdom,,55.38,-3.436,2020-04-18,114217,0,17994,17994,96223,,,,,,,,,,,,,,1.0,0.158,0.034
