Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-04-15,3,1,0,1,2,,,,,,,,,,,,,,0.0,0.0,0.675
United Kingdom,Bermuda,32.31,-64.7505,2020-04-15,81,33,5,38,43,,,,,,,,,,,,,,0.132,0.0617,0.675
United Kingdom,British Virgin Islands,18.42,-64.64,2020-04-15,3,2,0,2,1,,,,,,,,,,,,,,0.0,0.0,0.675
United Kingdom,Cayman Islands,19.31,-81.2546,2020-04-15,54,6,1,7,47,,,,,,,,,,,,,,0.143,0.0185,0.675
United Kingdom,Channel Islands,49.37,-2.3644,2020-04-15,447,69,15,84,363,,,,,,,,,,,,,,0.179,0.0336,0.675
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-04-15,11,1,0,1,10,,,,,,,,,,,,,,0.0,0.0,0.675
United Kingdom,Gibraltar,36.14,-5.3536,2020-04-15,131,104,0,104,27,,,,,,,,,,,,,,0.0,0.0,0.675
United Kingdom,Isle Of Man,54.24,-4.5481,2020-04-15,256,151,4,155,101,,,,,,,,,,,,,,0.0258,0.0156,0.675
United Kingdom,Montserrat,16.74,-62.1874,2020-04-15,11,1,0,1,10,,,,,,,,,,,,,,0.0,0.0,0.675
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-04-15,10,0,1,1,9,,,,,,,,,,,,,,1.0,0.1,0.675
United Kingdom,,55.38,-3.436,2020-04-15,98476,0,14915,14915,83561,,,,,,,,,,,,,,1.0,0.151,0.675
