Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-02-04,480,20,0,20,460,,,,,,,,,,,,,,0.0,0.0,
China,Beijing,40.18,116.41,2020-02-04,228,23,1,24,204,,,,,,,,,,,,,,0.0417,0.0044,
China,Chongqing,30.06,107.87,2020-02-04,366,9,2,11,355,,,,,,,,,,,,,,0.182,0.0055,
China,Fujian,26.08,117.99,2020-02-04,194,3,0,3,191,,,,,,,,,,,,,,0.0,0.0,
China,Gansu,37.81,101.06,2020-02-04,57,4,0,4,53,,,,,,,,,,,,,,0.0,0.0,
China,Guangdong,23.34,113.42,2020-02-04,813,30,0,30,783,,,,,,,,,,,,,,0.0,0.0,
China,Guangxi,23.83,108.79,2020-02-04,139,10,0,10,129,,,,,,,,,,,,,,0.0,0.0,
China,Guizhou,26.82,106.87,2020-02-04,58,2,0,2,56,,,,,,,,,,,,,,0.0,0.0,
China,Hainan,19.2,109.75,2020-02-04,80,5,1,6,74,,,,,,,,,,,,,,0.167,0.0125,
China,Hebei,39.55,116.13,2020-02-04,126,4,1,5,121,,,,,,,,,,,,,,0.2,0.0079,
China,Heilongjiang,47.86,127.76,2020-02-04,155,4,2,6,149,,,,,,,,,,,,,,0.333,0.0129,
China,Henan,33.88,113.61,2020-02-04,675,27,2,29,646,,,,,,,,,,,,,,0.069,0.003,
China,Hong Kong,22.3,114.2,2020-02-04,17,0,1,1,16,,,,,,,,,,,,,,1.0,0.0588,
China,Hubei,30.98,112.27,2020-02-04,16678,522,479,1001,15677,,,,,,,,,,,,,,0.479,0.0287,
China,Hunan,27.61,111.71,2020-02-04,593,31,0,31,562,,,,,,,,,,,,,,0.0,0.0,
China,Inner Mongolia,44.09,113.94,2020-02-04,35,1,0,1,34,,,,,,,,,,,,,,0.0,0.0,
China,Jiangsu,32.97,119.46,2020-02-04,308,12,0,12,296,,,,,,,,,,,,,,0.0,0.0,
China,Jiangxi,27.61,115.72,2020-02-04,476,20,0,20,456,,,,,,,,,,,,,,0.0,0.0,
China,Jilin,43.67,126.19,2020-02-04,42,1,0,1,41,,,,,,,,,,,,,,0.0,0.0,
China,Liaoning,41.3,122.61,2020-02-04,81,2,0,2,79,,,,,,,,,,,,,,0.0,0.0,
China,Macau,22.17,113.55,2020-02-04,10,0,0,0,10,,,,,,,,,,,,,,,0.0,
China,Ningxia,37.27,106.17,2020-02-04,34,1,0,1,33,,,,,,,,,,,,,,0.0,0.0,
China,Qinghai,35.75,96.0,2020-02-04,15,0,0,0,15,,,,,,,,,,,,,,,0.0,
China,Shaanxi,35.19,108.87,2020-02-04,142,2,0,2,140,,,,,,,,,,,,,,0.0,0.0,
China,Shandong,36.34,118.15,2020-02-04,275,11,0,11,264,,,,,,,,,,,,,,0.0,0.0,
China,Shanghai,31.2,121.45,2020-02-04,219,12,1,13,206,,,,,,,,,,,,,,0.0769,0.0046,
China,Shanxi,37.58,112.29,2020-02-04,81,4,0,4,77,,,,,,,,,,,,,,0.0,0.0,
China,Sichuan,30.62,102.71,2020-02-04,282,14,1,15,267,,,,,,,,,,,,,,0.0667,0.0035,
China,Tianjin,39.31,117.32,2020-02-04,67,2,0,2,65,,,,,,,,,,,,,,0.0,0.0,
China,Tibet,31.69,88.09,2020-02-04,1,0,0,0,1,,,,,,,,,,,,,,,0.0,
China,Xinjiang,41.11,85.24,2020-02-04,29,0,0,0,29,,,,,,,,,,,,,,,0.0,
China,Yunnan,24.97,101.49,2020-02-04,122,5,0,5,117,,,,,,,,,,,,,,0.0,0.0,
China,Zhejiang,29.18,120.09,2020-02-04,829,62,0,62,767,,,,,,,,,,,,,,0.0,0.0,
