Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-04-20,97,69,1,70,27,,,,,,,,,,,,,,0.0143,0.0103,0.034
France,French Polynesia,-17.6797,149.41,2020-04-20,56,19,0,19,37,,,,,,,,,,,,,,0.0,0.0,0.034
France,Guadeloupe,16.25,-61.5833,2020-04-20,148,73,8,81,67,,,,,,,,,,,,,,0.0988,0.0541,0.034
France,Martinique,14.64,-61.0242,2020-04-20,163,73,12,85,78,,,,,,,,,,,,,,0.141,0.0736,0.034
France,Mayotte,-12.8275,45.17,2020-04-20,271,117,4,121,150,,,,,,,,,,,,,,0.0331,0.0148,0.034
France,New Caledonia,-20.9043,165.62,2020-04-20,18,15,0,15,3,,,,,,,,,,,,,,0.0,0.0,0.034
France,Reunion,-21.1351,55.25,2020-04-20,408,237,0,237,171,,,,,,,,,,,,,,0.0,0.0,0.034
France,Saint Barthelemy,17.9,-62.8333,2020-04-20,6,5,0,5,1,,,,,,,,,,,,,,0.0,0.0,0.034
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-04-20,1,0,0,0,1,,,,,,,,,,,,,,,0.0,0.034
France,St Martin,18.07,-63.0501,2020-04-20,37,19,2,21,16,,,,,,,,,,,,,,0.0952,0.0541,0.034
France,,46.23,2.21,2020-04-20,154188,36782,20240,57022,97166,,,,,,,,,,,,,,0.355,0.131,0.034
