Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-05-02,3,3,0,3,0,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Bermuda,32.31,-64.7505,2020-05-02,114,51,7,58,56,,,,,,,,,,,,,,0.121,0.0614,0.034
United Kingdom,British Virgin Islands,18.42,-64.64,2020-05-02,6,3,1,4,2,,,,,,,,,,,,,,0.25,0.167,0.034
United Kingdom,Cayman Islands,19.31,-81.2546,2020-05-02,74,10,1,11,63,,,,,,,,,,,,,,0.0909,0.0135,0.034
United Kingdom,Channel Islands,49.37,-2.3644,2020-05-02,543,406,41,447,96,,,,,,,,,,,,,,0.0917,0.0755,0.034
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-05-02,13,13,0,13,0,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Gibraltar,36.14,-5.3536,2020-05-02,144,132,0,132,12,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Isle Of Man,54.24,-4.5481,2020-05-02,320,271,22,293,27,,,,,,,,,,,,,,0.0751,0.0688,0.034
United Kingdom,Montserrat,16.74,-62.1874,2020-05-02,11,2,1,3,8,,,,,,,,,,,,,,0.333,0.0909,0.034
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-05-02,12,5,1,6,6,,,,,,,,,,,,,,0.167,0.0833,0.034
United Kingdom,,55.38,-3.436,2020-05-02,182260,0,28131,28131,154129,,,,,,,,,,,,,,1.0,0.154,0.034
