Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-03-10,990,984,6,990,0,,,,,,,,,,,,,,0.0061,0.0061,0.0122
China,Beijing,40.18,116.41,2020-03-10,429,320,8,328,101,,,,,,,,,,,,,,0.0244,0.0186,0.0122
China,Chongqing,30.06,107.87,2020-03-10,576,547,6,553,23,,,,,,,,,,,,,,0.0108,0.0104,0.0122
China,Fujian,26.08,117.99,2020-03-10,296,295,1,296,0,,,,,,,,,,,,,,0.0034,0.0034,0.0122
China,Gansu,37.81,101.06,2020-03-10,125,88,2,90,35,,,,,,,,,,,,,,0.0222,0.016,0.0122
China,Guangdong,23.34,113.42,2020-03-10,1353,1274,8,1282,71,,,,,,,,,,,,,,0.0062,0.0059,0.0122
China,Guangxi,23.83,108.79,2020-03-10,252,234,2,236,16,,,,,,,,,,,,,,0.0085,0.0079,0.0122
China,Guizhou,26.82,106.87,2020-03-10,146,129,2,131,15,,,,,,,,,,,,,,0.0153,0.0137,0.0122
China,Hainan,19.2,109.75,2020-03-10,168,159,6,165,3,,,,,,,,,,,,,,0.0364,0.0357,0.0122
China,Hebei,39.55,116.13,2020-03-10,318,307,6,313,5,,,,,,,,,,,,,,0.0192,0.0189,0.0122
China,Heilongjiang,47.86,127.76,2020-03-10,481,434,13,447,34,,,,,,,,,,,,,,0.0291,0.027,0.0122
China,Henan,33.88,113.61,2020-03-10,1272,1247,22,1269,3,,,,,,,,,,,,,,0.0173,0.0173,0.0122
China,Hong Kong,22.3,114.2,2020-03-10,120,65,3,68,52,,,,,,,,,,,,,,0.0441,0.025,0.0122
China,Hubei,30.98,112.27,2020-03-10,67760,47743,3024,50767,16993,,,,,,,,,,,,,,0.0596,0.0446,0.0122
China,Hunan,27.61,111.71,2020-03-10,1018,990,4,994,24,,,,,,,,,,,,,,0.004,0.0039,0.0122
China,Inner Mongolia,44.09,113.94,2020-03-10,75,70,1,71,4,,,,,,,,,,,,,,0.0141,0.0133,0.0122
China,Jiangsu,32.97,119.46,2020-03-10,631,627,0,627,4,,,,,,,,,,,,,,0.0,0.0,0.0122
China,Jiangxi,27.61,115.72,2020-03-10,935,927,1,928,7,,,,,,,,,,,,,,0.0011,0.0011,0.0122
China,Jilin,43.67,126.19,2020-03-10,93,91,1,92,1,,,,,,,,,,,,,,0.0109,0.0108,0.0122
China,Liaoning,41.3,122.61,2020-03-10,125,111,1,112,13,,,,,,,,,,,,,,0.0089,0.008,0.0122
China,Macau,22.17,113.55,2020-03-10,10,10,0,10,0,,,,,,,,,,,,,,0.0,0.0,0.0122
China,Ningxia,37.27,106.17,2020-03-10,75,71,0,71,4,,,,,,,,,,,,,,0.0,0.0,0.0122
China,Qinghai,35.75,96.0,2020-03-10,18,18,0,18,0,,,,,,,,,,,,,,0.0,0.0,0.0122
China,Shaanxi,35.19,108.87,2020-03-10,245,227,1,228,17,,,,,,,,,,,,,,0.0044,0.0041,0.0122
China,Shandong,36.34,118.15,2020-03-10,758,719,6,725,33,,,,,,,,,,,,,,0.0083,0.0079,0.0122
China,Shanghai,31.2,121.45,2020-03-10,344,319,3,322,22,,,,,,,,,,,,,,0.0093,0.0087,0.0122
China,Shanxi,37.58,112.29,2020-03-10,133,131,0,131,2,,,,,,,,,,,,,,0.0,0.0,0.0122
China,Sichuan,30.62,102.71,2020-03-10,539,478,3,481,58,,,,,,,,,,,,,,0.0062,0.0056,0.0122
China,Tianjin,39.31,117.32,2020-03-10,136,131,3,134,2,,,,,,,,,,,,,,0.0224,0.0221,0.0122
China,Tibet,31.69,88.09,2020-03-10,1,1,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.0122
China,Xinjiang,41.11,85.24,2020-03-10,76,73,3,76,0,,,,,,,,,,,,,,0.0395,0.0395,0.0122
China,Yunnan,24.97,101.49,2020-03-10,174,170,2,172,2,,,,,,,,,,,,,,0.0116,0.0115,0.0122
China,Zhejiang,29.18,120.09,2020-03-10,1215,1191,1,1192,23,,,,,,,,,,,,,,0.0008,0.0008,0.0122
