Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-03-30,43,6,0,6,37,,,,,,,,,,,,,,0.0,0.0,0.276
France,French Polynesia,-17.6797,149.41,2020-03-30,36,0,0,0,36,,,,,,,,,,,,,,,0.0,0.276
France,Guadeloupe,16.25,-61.5833,2020-03-30,106,17,4,21,85,,,,,,,,,,,,,,0.19,0.0377,0.276
France,Martinique,14.64,-61.0242,2020-03-30,93,0,1,1,92,,,,,,,,,,,,,,1.0,0.0108,0.276
France,Mayotte,-12.8275,45.17,2020-03-30,82,10,0,10,72,,,,,,,,,,,,,,0.0,0.0,0.276
France,New Caledonia,-20.9043,165.62,2020-03-30,15,0,0,0,15,,,,,,,,,,,,,,,0.0,0.276
France,Reunion,-21.1351,55.25,2020-03-30,224,1,0,1,223,,,,,,,,,,,,,,0.0,0.0,0.276
France,Saint Barthelemy,17.9,-62.8333,2020-03-30,6,1,0,1,5,,,,,,,,,,,,,,0.0,0.0,0.276
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-03-30,0,0,0,0,0,,,,,,,,,,,,,,,,0.276
France,St Martin,18.07,-63.0501,2020-03-30,15,2,1,3,12,,,,,,,,,,,,,,0.333,0.0667,0.276
France,,46.23,2.21,2020-03-30,44550,7927,3024,10951,33599,,,,,,,,,,,,,,0.276,0.0679,0.276
