Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-03-28,28,6,0,6,22,,,,,,,,,,,,,,,,0.0,0.0,0.289
France,French Polynesia,-17.6797,149.41,2020-03-28,30,0,0,0,30,,,,,,,,,,,,,,,,NaN,0.0,0.289
France,Guadeloupe,16.25,-61.5833,2020-03-28,102,17,2,19,83,,,,,,,,,,,,,,,,0.105,0.0196,0.289
France,Martinique,14.64,-61.0242,2020-03-28,93,0,1,1,92,,,,,,,,,,,,,,,,1.0,0.0108,0.289
France,Mayotte,-12.8275,45.17,2020-03-28,63,0,0,0,63,,,,,,,,,,,,,,,,NaN,0.0,0.289
France,New Caledonia,-20.9043,165.62,2020-03-28,15,0,0,0,15,,,,,,,,,,,,,,,,NaN,0.0,0.289
France,Reunion,-21.1351,55.25,2020-03-28,183,1,0,1,182,,,,,,,,,,,,,,,,0.0,0.0,0.289
France,Saint Barthelemy,17.9,-62.8333,2020-03-28,5,0,0,0,5,,,,,,,,,,,,,,,,NaN,0.0,0.289
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-03-28,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.289
France,St Martin,18.07,-63.0501,2020-03-28,11,0,0,0,11,,,,,,,,,,,,,,,,NaN,0.0,0.289
France,,46.23,2.21,2020-03-28,37575,5700,2314,8014,29561,,,,,,,,,,,,,,,,0.289,0.0616,0.289
