Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-03-09,990,984,6,990,0,,,,,,,,,,,,,,0.0061,0.0061,0.034
China,Beijing,40.18,116.41,2020-03-09,428,315,8,323,105,,,,,,,,,,,,,,0.0248,0.0187,0.034
China,Chongqing,30.06,107.87,2020-03-09,576,542,6,548,28,,,,,,,,,,,,,,0.0109,0.0104,0.034
China,Fujian,26.08,117.99,2020-03-09,296,295,1,296,0,,,,,,,,,,,,,,0.0034,0.0034,0.034
China,Gansu,37.81,101.06,2020-03-09,124,88,2,90,34,,,,,,,,,,,,,,0.0222,0.0161,0.034
China,Guangdong,23.34,113.42,2020-03-09,1352,1260,8,1268,84,,,,,,,,,,,,,,0.0063,0.0059,0.034
China,Guangxi,23.83,108.79,2020-03-09,252,230,2,232,20,,,,,,,,,,,,,,0.0086,0.0079,0.034
China,Guizhou,26.82,106.87,2020-03-09,146,123,2,125,21,,,,,,,,,,,,,,0.016,0.0137,0.034
China,Hainan,19.2,109.75,2020-03-09,168,159,6,165,3,,,,,,,,,,,,,,0.0364,0.0357,0.034
China,Hebei,39.55,116.13,2020-03-09,318,307,6,313,5,,,,,,,,,,,,,,0.0192,0.0189,0.034
China,Heilongjiang,47.86,127.76,2020-03-09,481,430,13,443,38,,,,,,,,,,,,,,0.0293,0.027,0.034
China,Henan,33.88,113.61,2020-03-09,1272,1247,22,1269,3,,,,,,,,,,,,,,0.0173,0.0173,0.034
China,Hong Kong,22.3,114.2,2020-03-09,115,59,3,62,53,,,,,,,,,,,,,,0.0484,0.0261,0.034
China,Hubei,30.98,112.27,2020-03-09,67743,46488,3008,49496,18247,,,,,,,,,,,,,,0.0608,0.0444,0.034
China,Hunan,27.61,111.71,2020-03-09,1018,979,4,983,35,,,,,,,,,,,,,,0.0041,0.0039,0.034
China,Inner Mongolia,44.09,113.94,2020-03-09,75,70,1,71,4,,,,,,,,,,,,,,0.0141,0.0133,0.034
China,Jiangsu,32.97,119.46,2020-03-09,631,621,0,621,10,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-03-09,935,923,1,924,11,,,,,,,,,,,,,,0.0011,0.0011,0.034
China,Jilin,43.67,126.19,2020-03-09,93,91,1,92,1,,,,,,,,,,,,,,0.0109,0.0108,0.034
China,Liaoning,41.3,122.61,2020-03-09,125,109,1,110,15,,,,,,,,,,,,,,0.0091,0.008,0.034
China,Macau,22.17,113.55,2020-03-09,10,10,0,10,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Ningxia,37.27,106.17,2020-03-09,75,71,0,71,4,,,,,,,,,,,,,,0.0,0.0,0.034
China,Qinghai,35.75,96.0,2020-03-09,18,18,0,18,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shaanxi,35.19,108.87,2020-03-09,245,227,1,228,17,,,,,,,,,,,,,,0.0044,0.0041,0.034
China,Shandong,36.34,118.15,2020-03-09,758,700,6,706,52,,,,,,,,,,,,,,0.0085,0.0079,0.034
China,Shanghai,31.2,121.45,2020-03-09,342,315,3,318,24,,,,,,,,,,,,,,0.0094,0.0088,0.034
China,Shanxi,37.58,112.29,2020-03-09,133,127,0,127,6,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-03-09,539,466,3,469,70,,,,,,,,,,,,,,0.0064,0.0056,0.034
China,Tianjin,39.31,117.32,2020-03-09,136,130,3,133,3,,,,,,,,,,,,,,0.0226,0.0221,0.034
China,Tibet,31.69,88.09,2020-03-09,1,1,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.034
China,Xinjiang,41.11,85.24,2020-03-09,76,73,3,76,0,,,,,,,,,,,,,,0.0395,0.0395,0.034
China,Yunnan,24.97,101.49,2020-03-09,174,170,2,172,2,,,,,,,,,,,,,,0.0116,0.0115,0.034
China,Zhejiang,29.18,120.09,2020-03-09,1215,1176,1,1177,38,,,,,,,,,,,,,,0.0008,0.0008,0.034
