Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-04-09,3,0,0,0,3,,,,,,,,,,,,,,,0.0,0.034
United Kingdom,Bermuda,32.31,-64.7505,2020-04-09,48,25,4,29,19,,,,,,,,,,,,,,0.138,0.0833,0.034
United Kingdom,British Virgin Islands,18.42,-64.64,2020-04-09,3,0,0,0,3,,,,,,,,,,,,,,,0.0,0.034
United Kingdom,Cayman Islands,19.31,-81.2546,2020-04-09,45,6,1,7,38,,,,,,,,,,,,,,0.143,0.0222,0.034
United Kingdom,Channel Islands,49.37,-2.3644,2020-04-09,361,40,8,48,313,,,,,,,,,,,,,,0.167,0.0222,0.034
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-04-09,5,1,0,1,4,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Gibraltar,36.14,-5.3536,2020-04-09,123,60,0,60,63,,,,,,,,,,,,,,0.0,0.0,0.034
United Kingdom,Isle Of Man,54.24,-4.5481,2020-04-09,190,92,1,93,97,,,,,,,,,,,,,,0.0108,0.0053,0.034
United Kingdom,Montserrat,16.74,-62.1874,2020-04-09,9,0,0,0,9,,,,,,,,,,,,,,,0.0,0.034
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-04-09,8,0,1,1,7,,,,,,,,,,,,,,1.0,0.125,0.034
United Kingdom,,55.38,-3.436,2020-04-09,65077,135,9608,9743,55334,,,,,,,,,,,,,,0.986,0.148,0.034
