Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-04-10,83,43,0,43,40,,,,,,,,,,,,,,0.0,0.0,0.346
France,French Polynesia,-17.6797,149.41,2020-04-10,51,0,0,0,51,,,,,,,,,,,,,,NaN,0.0,0.346
France,Guadeloupe,16.25,-61.5833,2020-04-10,143,67,8,75,68,,,,,,,,,,,,,,0.107,0.0559,0.346
France,Martinique,14.64,-61.0242,2020-04-10,155,50,6,56,99,,,,,,,,,,,,,,0.107,0.0387,0.346
France,Mayotte,-12.8275,45.17,2020-04-10,191,50,2,52,139,,,,,,,,,,,,,,0.0385,0.0105,0.346
France,New Caledonia,-20.9043,165.62,2020-04-10,18,1,0,1,17,,,,,,,,,,,,,,0.0,0.0,0.346
France,Reunion,-21.1351,55.25,2020-04-10,382,40,0,40,342,,,,,,,,,,,,,,0.0,0.0,0.346
France,Saint Barthelemy,17.9,-62.8333,2020-04-10,6,1,0,1,5,,,,,,,,,,,,,,0.0,0.0,0.346
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-04-10,1,0,0,0,1,,,,,,,,,,,,,,NaN,0.0,0.346
France,St Martin,18.07,-63.0501,2020-04-10,32,11,2,13,19,,,,,,,,,,,,,,0.154,0.0625,0.346
France,,46.23,2.21,2020-04-10,90676,24932,13197,38129,52547,,,,,,,,,,,,,,0.346,0.146,0.346
