Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-03-21,18,0,0,0,18,,,,,,,,,,,,,,,0.0,
France,French Polynesia,-17.6797,149.41,2020-03-21,15,0,0,0,15,,,,,,,,,,,,,,,0.0,
France,Guadeloupe,16.25,-61.5833,2020-03-21,53,0,0,0,53,,,,,,,,,,,,,,,0.0,
France,Martinique,14.64,-61.0242,2020-03-21,32,0,1,1,31,,,,,,,,,,,,,,1.0,0.0312,
France,Mayotte,-12.8275,45.17,2020-03-21,7,0,0,0,7,,,,,,,,,,,,,,,0.0,
France,New Caledonia,-20.9043,165.62,2020-03-21,4,0,0,0,4,,,,,,,,,,,,,,,0.0,
France,Reunion,-21.1351,55.25,2020-03-21,45,0,0,0,45,,,,,,,,,,,,,,,0.0,
France,Saint Barthelemy,17.9,-62.8333,2020-03-21,3,0,0,0,3,,,,,,,,,,,,,,,0.0,
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-03-21,0,0,0,0,0,,,,,,,,,,,,,,,,
France,St Martin,18.07,-63.0501,2020-03-21,4,0,0,0,4,,,,,,,,,,,,,,,0.0,
France,,46.23,2.21,2020-03-21,14282,12,562,574,13708,,,,,,,,,,,,,,0.979,0.0394,
