Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-04-06,990,984,6,990,0,,,,,,,,,,,,,,,,0.0061,0.0061,0.034
China,Beijing,40.18,116.41,2020-04-06,587,443,8,451,136,,,,,,,,,,,,,,,,0.0177,0.0136,0.034
China,Chongqing,30.06,107.87,2020-04-06,579,570,6,576,3,,,,,,,,,,,,,,,,0.0104,0.0104,0.034
China,Fujian,26.08,117.99,2020-04-06,350,305,1,306,44,,,,,,,,,,,,,,,,0.0033,0.0029,0.034
China,Gansu,37.81,101.06,2020-04-06,139,132,2,134,5,,,,,,,,,,,,,,,,0.0149,0.0144,0.034
China,Guangdong,23.34,113.42,2020-04-06,1532,1395,8,1403,129,,,,,,,,,,,,,,,,0.0057,0.0052,0.034
China,Guangxi,23.83,108.79,2020-04-06,254,252,2,254,0,,,,,,,,,,,,,,,,0.0079,0.0079,0.034
China,Guizhou,26.82,106.87,2020-04-06,146,144,2,146,0,,,,,,,,,,,,,,,,0.0137,0.0137,0.034
China,Hainan,19.2,109.75,2020-04-06,168,162,6,168,0,,,,,,,,,,,,,,,,0.0357,0.0357,0.034
China,Hebei,39.55,116.13,2020-04-06,327,310,6,316,11,,,,,,,,,,,,,,,,0.019,0.0183,0.034
China,Hong Kong,22.3,114.2,2020-04-06,914,216,4,220,694,,,,,,,,,,,,,,,,0.0182,0.0044,0.034
China,Hubei,30.98,112.27,2020-04-06,67803,64014,3212,67226,577,,,,,,,,,,,,,,,,0.0478,0.0474,0.034
China,Hunan,27.61,111.71,2020-04-06,1019,1014,4,1018,1,,,,,,,,,,,,,,,,0.0039,0.0039,0.034
China,Inner Mongolia,44.09,113.94,2020-04-06,118,74,1,75,43,,,,,,,,,,,,,,,,0.0133,0.0085,0.034
China,Jiangsu,32.97,119.46,2020-04-06,651,633,0,633,18,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-04-06,937,935,1,936,1,,,,,,,,,,,,,,,,0.0011,0.0011,0.034
China,Jilin,43.67,126.19,2020-04-06,98,92,1,93,5,,,,,,,,,,,,,,,,0.0108,0.0102,0.034
China,Liaoning,41.3,122.61,2020-04-06,142,128,2,130,12,,,,,,,,,,,,,,,,0.0154,0.0141,0.034
China,Macau,22.17,113.55,2020-04-06,44,10,0,10,34,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Ningxia,37.27,106.17,2020-04-06,75,75,0,75,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Qinghai,35.75,96.0,2020-04-06,18,18,0,18,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shaanxi,35.19,108.87,2020-04-06,256,246,3,249,7,,,,,,,,,,,,,,,,0.012,0.0117,0.034
China,Shandong,36.34,118.15,2020-04-06,780,755,7,762,18,,,,,,,,,,,,,,,,0.0092,0.009,0.034
China,Shanxi,37.58,112.29,2020-04-06,138,133,0,133,5,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-04-06,559,540,3,543,16,,,,,,,,,,,,,,,,0.0055,0.0054,0.034
China,Tianjin,39.31,117.32,2020-04-06,180,144,3,147,33,,,,,,,,,,,,,,,,0.0204,0.0167,0.034
China,Tibet,31.69,88.09,2020-04-06,1,1,0,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Xinjiang,41.11,85.24,2020-04-06,76,73,3,76,0,,,,,,,,,,,,,,,,0.0395,0.0395,0.034
China,Zhejiang,29.18,120.09,2020-04-06,1264,1230,1,1231,33,,,,,,,,,,,,,,,,0.0008,0.0008,0.034
