Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
China,Anhui,31.83,117.23,2020-04-04,990,984,6,990,0,,,,,,,,,,,,,,,,0.0061,0.0061,0.034
China,Beijing,40.18,116.41,2020-04-04,585,438,8,446,139,,,,,,,,,,,,,,,,0.0179,0.0137,0.034
China,Chongqing,30.06,107.87,2020-04-04,579,570,6,576,3,,,,,,,,,,,,,,,,0.0104,0.0104,0.034
China,Fujian,26.08,117.99,2020-04-04,350,301,1,302,48,,,,,,,,,,,,,,,,0.0033,0.0029,0.034
China,Gansu,37.81,101.06,2020-04-04,138,131,2,133,5,,,,,,,,,,,,,,,,0.015,0.0145,0.034
China,Guangdong,23.34,113.42,2020-04-04,1516,1378,8,1386,130,,,,,,,,,,,,,,,,0.0058,0.0053,0.034
China,Guangxi,23.83,108.79,2020-04-04,254,252,2,254,0,,,,,,,,,,,,,,,,0.0079,0.0079,0.034
China,Guizhou,26.82,106.87,2020-04-04,146,144,2,146,0,,,,,,,,,,,,,,,,0.0137,0.0137,0.034
China,Hainan,19.2,109.75,2020-04-04,168,162,6,168,0,,,,,,,,,,,,,,,,0.0357,0.0357,0.034
China,Hebei,39.55,116.13,2020-04-04,326,310,6,316,10,,,,,,,,,,,,,,,,0.019,0.0184,0.034
China,Hong Kong,22.3,114.2,2020-04-04,862,173,4,177,685,,,,,,,,,,,,,,,,0.0226,0.0046,0.034
China,Hubei,30.98,112.27,2020-04-04,67803,63762,3207,66969,834,,,,,,,,,,,,,,,,0.0479,0.0473,0.034
China,Hunan,27.61,111.71,2020-04-04,1019,1014,4,1018,1,,,,,,,,,,,,,,,,0.0039,0.0039,0.034
China,Inner Mongolia,44.09,113.94,2020-04-04,117,74,1,75,42,,,,,,,,,,,,,,,,0.0133,0.0085,0.034
China,Jiangsu,32.97,119.46,2020-04-04,651,632,0,632,19,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Jiangxi,27.61,115.72,2020-04-04,937,935,1,936,1,,,,,,,,,,,,,,,,0.0011,0.0011,0.034
China,Jilin,43.67,126.19,2020-04-04,98,92,1,93,5,,,,,,,,,,,,,,,,0.0108,0.0102,0.034
China,Liaoning,41.3,122.61,2020-04-04,141,125,2,127,14,,,,,,,,,,,,,,,,0.0157,0.0142,0.034
China,Macau,22.17,113.55,2020-04-04,43,10,0,10,33,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Ningxia,37.27,106.17,2020-04-04,75,75,0,75,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Qinghai,35.75,96.0,2020-04-04,18,18,0,18,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Shaanxi,35.19,108.87,2020-04-04,256,245,3,248,8,,,,,,,,,,,,,,,,0.0121,0.0117,0.034
China,Shandong,36.34,118.15,2020-04-04,778,755,7,762,16,,,,,,,,,,,,,,,,0.0092,0.009,0.034
China,Shanxi,37.58,112.29,2020-04-04,137,133,0,133,4,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Sichuan,30.62,102.71,2020-04-04,557,538,3,541,16,,,,,,,,,,,,,,,,0.0055,0.0054,0.034
China,Tianjin,39.31,117.32,2020-04-04,180,144,3,147,33,,,,,,,,,,,,,,,,0.0204,0.0167,0.034
China,Tibet,31.69,88.09,2020-04-04,1,1,0,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.034
China,Xinjiang,41.11,85.24,2020-04-04,76,73,3,76,0,,,,,,,,,,,,,,,,0.0395,0.0395,0.034
China,Zhejiang,29.18,120.09,2020-04-04,1262,1229,1,1230,32,,,,,,,,,,,,,,,,0.0008,0.0008,0.034
