Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-04-03,57,22,0,22,35,,,,,,,,,,,,,,0.0,0.0,0.317
France,French Polynesia,-17.6797,149.41,2020-04-03,39,0,0,0,39,,,,,,,,,,,,,,,0.0,0.317
France,Guadeloupe,16.25,-61.5833,2020-04-03,130,24,7,31,99,,,,,,,,,,,,,,0.226,0.0538,0.317
France,Martinique,14.64,-61.0242,2020-04-03,143,27,3,30,113,,,,,,,,,,,,,,0.1,0.021,0.317
France,Mayotte,-12.8275,45.17,2020-04-03,128,10,2,12,116,,,,,,,,,,,,,,0.167,0.0156,0.317
France,New Caledonia,-20.9043,165.62,2020-04-03,18,1,0,1,17,,,,,,,,,,,,,,0.0,0.0,0.317
France,Reunion,-21.1351,55.25,2020-04-03,321,40,0,40,281,,,,,,,,,,,,,,0.0,0.0,0.317
France,Saint Barthelemy,17.9,-62.8333,2020-04-03,6,1,0,1,5,,,,,,,,,,,,,,0.0,0.0,0.317
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-04-03,0,0,0,0,0,,,,,,,,,,,,,,,,0.317
France,St Martin,18.07,-63.0501,2020-04-03,22,2,1,3,19,,,,,,,,,,,,,,0.333,0.0455,0.317
France,,46.23,2.21,2020-04-03,64338,14008,6507,20515,43823,,,,,,,,,,,,,,0.317,0.101,0.317
