Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,μ_closed_est
United Kingdom,Anguilla,18.22,-63.0686,2020-05-06,3,3,0,3,0,,,,,,,,,,,,,,0.0,0.0,0.287
United Kingdom,Bermuda,32.31,-64.7505,2020-05-06,118,59,7,66,52,,,,,,,,,,,,,,0.106,0.0593,0.287
United Kingdom,British Virgin Islands,18.42,-64.64,2020-05-06,7,3,1,4,3,,,,,,,,,,,,,,0.25,0.143,0.287
United Kingdom,Cayman Islands,19.31,-81.2546,2020-05-06,78,30,1,31,47,,,,,,,,,,,,,,0.0323,0.0128,0.287
United Kingdom,Channel Islands,49.37,-2.3644,2020-05-06,545,406,40,446,99,,,,,,,,,,,,,,0.0897,0.0734,0.287
United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2020-05-06,13,13,0,13,0,,,,,,,,,,,,,,0.0,0.0,0.287
United Kingdom,Gibraltar,36.14,-5.3536,2020-05-06,144,136,0,136,8,,,,,,,,,,,,,,0.0,0.0,0.287
United Kingdom,Isle Of Man,54.24,-4.5481,2020-05-06,327,271,23,294,33,,,,,,,,,,,,,,0.0782,0.0703,0.287
United Kingdom,Montserrat,16.74,-62.1874,2020-05-06,11,7,1,8,3,,,,,,,,,,,,,,0.125,0.0909,0.287
United Kingdom,Turks And Caicos Islands,21.69,-71.7979,2020-05-06,12,6,1,7,5,,,,,,,,,,,,,,0.143,0.0833,0.287
United Kingdom,,55.38,-3.436,2020-05-06,201101,0,30076,30076,171025,,,,,,,,,,,,,,1.0,0.15,0.287
