Country,State,Latitude,Longitude,Date,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est
France,French Guiana,3.93,-53.1258,2020-04-06,72,34,0,34,38,,,,,,,,,,,,,,,,0.0,0.0,0.341
France,French Polynesia,-17.6797,149.41,2020-04-06,42,0,0,0,42,,,,,,,,,,,,,,,,NaN,0.0,0.341
France,Guadeloupe,16.25,-61.5833,2020-04-06,135,31,7,38,97,,,,,,,,,,,,,,,,0.184,0.0519,0.341
France,Martinique,14.64,-61.0242,2020-04-06,151,50,4,54,97,,,,,,,,,,,,,,,,0.0741,0.0265,0.341
France,Mayotte,-12.8275,45.17,2020-04-06,147,14,2,16,131,,,,,,,,,,,,,,,,0.125,0.0136,0.341
France,New Caledonia,-20.9043,165.62,2020-04-06,18,1,0,1,17,,,,,,,,,,,,,,,,0.0,0.0,0.341
France,Reunion,-21.1351,55.25,2020-04-06,349,40,0,40,309,,,,,,,,,,,,,,,,0.0,0.0,0.341
France,Saint Barthelemy,17.9,-62.8333,2020-04-06,6,1,0,1,5,,,,,,,,,,,,,,,,0.0,0.0,0.341
France,Saint Pierre And Miquelon,46.89,-56.3159,2020-04-06,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.341
France,St Martin,18.07,-63.0501,2020-04-06,32,7,2,9,23,,,,,,,,,,,,,,,,0.222,0.0625,0.341
France,,46.23,2.21,2020-04-06,74390,17250,8911,26161,48229,,,,,,,,,,,,,,,,0.341,0.12,0.341
