date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-05,RJ,1,0,3,17437592,33,9.8,10,3,7,,,,,,,,,,,,,,0.0,0.0,0.5735,0.0,0.172,0.172,0.4014
2020-03-06,RJ,2,0,2,17437592,33,9.8,20,2,18,,,,,,,,,,,,,,0.0,0.0,1.147,0.0,0.1147,0.1147,1.032
2020-03-08,RJ,3,0,5,17437592,33,9.8,29,5,24,,,,,,,,,,,,,,0.0,0.0,1.663,0.0,0.2867,0.2867,1.376
2020-03-12,RJ,15,0,33,17437592,33,9.8,147,33,114,,,,,,,,,,,,,,0.0,0.0,8.43,0.0,1.892,1.892,6.538
2020-03-15,RJ,24,0,56,17437592,33,9.8,235,56,179,,,,,,,,,,,,,,0.0,0.0,13.477,0.0,3.211,3.211,10.265
2020-03-16,RJ,25,0,61,17437592,33,9.8,245,61,184,,,,,,,,,,,,,,0.0,0.0,14.05,0.0,3.498,3.498,10.552
2020-03-18,RJ,63,0,144,17437592,33,9.8,617,144,473,,,,,,,,,,,,,,0.0,0.0,35.383,0.0,8.258,8.258,27.125
2020-03-19,RJ,66,2,117,17437592,33,9.8,647,119,528,,,,,,,,,,,,,,0.01681,0.00309,37.104,0.1147,6.71,6.824,30.279
2020-03-21,RJ,119,3,245,17437592,33,9.8,1166,248,918,,,,,,,,,,,,,,0.0121,0.00257,66.867,0.172,14.05,14.222,52.645
2020-03-22,RJ,186,3,338,17437592,33,9.8,1823,341,1482,,,,,,,,,,,,,,0.0088,0.00165,104.544,0.172,19.383,19.555,84.989
2020-03-23,RJ,233,4,475,17437592,33,9.8,2283,479,1804,,,,,,,,,,,,,,0.00835,0.00175,130.924,0.2294,27.24,27.469,103.455
2020-03-24,RJ,305,6,714,17437592,33,9.8,2989,720,2269,610.833,206.0,1.167,207.167,403.667,,,,,,,,,0.00833,0.00201,171.411,0.3441,40.946,41.29,130.121
2020-03-25,RJ,370,8,980,17437592,33,9.8,3626,988,2638,607.5,237.667,1.667,239.333,368.167,,,,,,,,,0.0081,0.00221,207.942,0.4588,56.2,56.659,151.282
2020-03-26,RJ,421,9,1184,17437592,33,9.8,4126,1193,2933,599.5,265.333,2.167,267.5,332.0,,,,,,,,,0.00754,0.00218,236.615,0.5161,67.899,68.415,168.2
2020-03-27,RJ,493,10,1481,17437592,33,9.8,4831,1491,3340,575.0,289.333,2.0,291.333,283.667,34.056,15.917,0.6667,16.583,17.472,,,,0.00671,0.00207,277.045,0.5735,84.931,85.505,191.54
2020-03-28,RJ,558,13,1764,17437592,33,9.8,5468,1777,3691,552.0,239.833,2.5,242.333,309.667,39.222,14.639,0.6667,15.306,23.917,,,,0.00732,0.00238,313.575,0.7455,101.161,101.906,211.669
2020-03-29,RJ,600,17,2067,17437592,33,9.8,5880,2084,3796,671.333,264.833,3.167,268.0,403.333,75.944,20.056,0.7778,20.833,55.111,19.736,,,0.00816,0.00289,337.203,0.9749,118.537,119.512,217.691
2020-03-30,RJ,657,18,2450,17437592,33,9.8,6439,2468,3971,815.167,301.5,5.167,306.667,508.5,104.778,30.694,0.9444,31.639,73.139,20.472,,,0.00729,0.0028,369.26,1.032,140.501,141.533,227.726
