date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-08,MG,1,0,1,21380479,31,16.5,16,1,15,,,,,,,,,,,,,,0.0,0.0,0.7483,0.0,0.04677,0.04677,0.7016
2020-03-09,MG,1,0,1,21380479,31,16.5,16,1,15,,,,,,,,,,,,,,0.0,0.0,0.7483,0.0,0.04677,0.04677,0.7016
2020-03-10,MG,1,0,1,21380479,31,16.5,16,1,15,,,,,,,,,,,,,,0.0,0.0,0.7483,0.0,0.04677,0.04677,0.7016
2020-03-11,MG,1,0,1,21380479,31,16.5,16,1,15,8.333,0.5,,,,,,,,,,,,0.0,0.0,0.7483,0.0,0.04677,0.04677,0.7016
2020-03-12,MG,2,0,2,21380479,31,16.5,33,2,31,,,,,,,,,,,,,,0.0,0.0,1.543,0.0,0.09354,0.09354,1.45
2020-03-13,MG,2,0,1,21380479,31,16.5,33,1,32,,,,,,,,,,,,,,0.0,0.0,1.543,0.0,0.04677,0.04677,1.497
2020-03-14,MG,4,0,4,21380479,31,16.5,66,4,62,,,,,,,,,,,,,,0.0,0.0,3.087,0.0,0.1871,0.1871,2.9
2020-03-16,MG,6,0,8,21380479,31,16.5,99,8,91,,,,,,,,,,,,,,0.0,0.0,4.63,0.0,0.3742,0.3742,4.256
2020-03-17,MG,14,0,16,21380479,31,16.5,231,16,215,,,,,,,,,,,,,,0.0,0.0,10.804,0.0,0.7483,0.7483,10.056
2020-03-18,MG,19,0,23,21380479,31,16.5,314,23,291,,,,,,,,,,,,,,0.0,0.0,14.686,0.0,1.076,1.076,13.611
2020-03-19,MG,29,0,26,21380479,31,16.5,478,26,452,211.833,20.5,,,,,,,,,,,,0.0,0.0,22.357,0.0,1.216,1.216,21.141
2020-03-20,MG,38,0,35,21380479,31,16.5,627,35,592,313.5,25.167,,,,,,,,,,,,0.0,0.0,29.326,0.0,1.637,1.637,27.689
2020-03-21,MG,55,0,89,21380479,31,16.5,908,89,819,305.167,24.0,,,,,,,,,,,,0.0,0.0,42.469,0.0,4.163,4.163,38.306
2020-03-22,MG,83,0,131,21380479,31,16.5,1370,131,1239,286.0,32.0,,,,20.583,9.639,,,,,,,0.0,0.0,64.077,0.0,6.127,6.127,57.95
2020-03-23,MG,128,0,167,21380479,31,16.5,2112,167,1945,316.167,41.667,,,,-5.02778,13.333,,,,,,,0.0,0.0,98.782,0.0,7.811,7.811,90.971
2020-03-24,MG,130,0,167,21380479,31,16.5,2145,167,1978,368.333,59.0,,,,9.167,24.389,,,,0.1319,,,0.0,0.0,100.325,0.0,7.811,7.811,92.514
2020-03-25,MG,133,0,218,21380479,31,16.5,2194,218,1976,335.333,78.333,,,,17.444,26.333,,,,,,,0.0,0.0,102.617,0.0,10.196,10.196,92.421
2020-03-26,MG,153,0,285,21380479,31,16.5,2524,285,2239,283.333,105.167,,,,21.111,28.444,,,,5.736,1.686,,0.0,0.0,118.052,0.0,13.33,13.33,104.722
2020-03-27,MG,189,0,443,21380479,31,16.5,3118,443,2675,360.167,170.333,,,,21.583,27.639,,,,6.632,,,0.0,0.0,145.834,0.0,20.72,20.72,125.114
2020-03-28,MG,205,0,601,21380479,31,16.5,3382,601,2781,390.667,190.0,,,,32.111,25.028,,,,6.875,-1.03472,-1.13759,0.0,0.0,158.182,0.0,28.11,28.11,130.072
2020-03-29,MG,231,0,798,21380479,31,16.5,3812,798,3014,442.833,212.333,,,,43.972,20.167,,,,6.965,-2.60243,,0.0,0.0,178.293,0.0,37.324,37.324,140.97
2020-03-30,MG,261,1,1189,21380479,31,16.5,4306,1190,3116,497.833,224.833,,,,48.611,12.444,,,,1.597,-2.86458,,0.00084,0.00023,201.399,0.04677,55.611,55.658,145.74
2020-03-31,MG,275,2,1358,21380479,31,16.5,4538,1360,3178,528.0,228.5,,,,49.444,10.0,,,,-3.77778,-2.85417,,0.00147,0.00044,212.25,0.09354,63.516,63.609,148.64
2020-04-01,MG,314,3,1559,21380479,31,16.5,5181,1562,3619,547.167,226.167,,,,38.5,0.4444,,,,-4.58333,-2.37674,,0.00192,0.00058,242.324,0.1403,72.917,73.057,169.267
2020-04-02,MG,370,4,1792,21380479,31,16.5,6105,1796,4309,651.833,245.0,0.8333,245.833,406.0,28.861,0.6389,,,,-4.45139,,,0.00223,0.00066,285.541,0.1871,83.815,84.002,201.539
2020-04-03,MG,397,6,1972,21380479,31,16.5,6550,1978,4572,687.333,250.0,1.167,251.167,436.167,30.278,9.389,,,,-7.90972,,,0.00303,0.00092,306.354,0.2806,92.234,92.514,213.84
2020-04-04,MG,430,6,2155,21380479,31,16.5,7095,2161,4934,673.833,215.0,1.333,216.333,457.5,31.639,21.583,,,,-3.65278,,,0.00278,0.00085,331.845,0.2806,100.793,101.074,230.771
2020-04-05,MG,498,6,2659,21380479,31,16.5,8217,2665,5552,671.0,228.667,1.667,230.333,440.667,6.861,24.861,0.1667,25.028,-18.16667,-6.3125,,,0.00225,0.00073,384.323,0.2806,124.366,124.646,259.676
2020-04-06,MG,525,9,2858,21380479,31,16.5,8662,2867,5795,709.667,284.833,1.5,286.333,423.333,14.25,38.083,0.1111,38.194,-23.94444,-4.93056,,,0.00314,0.00104,405.136,0.4209,133.673,134.094,271.042
2020-04-07,MG,559,11,2849,21380479,31,16.5,9224,2860,6364,737.0,355.667,1.833,357.5,379.5,5.028,53.778,0.1111,53.889,-48.86111,-2.86806,,,0.00385,0.00119,431.422,0.5145,133.252,133.767,297.655
2020-04-08,MG,614,14,3164,21380479,31,16.5,10131,3178,6953,693.0,394.167,1.833,396.0,297.0,11.917,57.806,0.08333,57.889,-45.97222,-4.47917,,,0.00441,0.00138,473.843,0.6548,147.985,148.64,325.203
2020-04-09,MG,655,15,3681,21380479,31,16.5,10808,3696,7112,772.833,478.5,1.833,480.333,292.5,-4.61111,38.639,0.1667,38.806,-43.41667,0.9167,,,0.00406,0.00139,505.508,0.7016,172.166,172.868,332.64
2020-04-10,MG,698,17,4289,21380479,31,16.5,11517,4306,7211,704.0,537.667,2.0,539.667,164.333,-3.66667,36.194,0.1389,36.333,-40.0,-4.13194,,,0.00395,0.00148,538.669,0.7951,200.604,201.399,337.27
2020-04-11,MG,750,17,5024,21380479,31,16.5,12375,5041,7334,742.5,575.5,2.167,577.667,164.833,8.694,29.167,0.1944,29.361,-20.66667,,1.49,,0.00337,0.00137,578.799,0.7951,234.981,235.776,343.023
2020-04-12,MG,806,20,5729,21380479,31,16.5,13299,5749,7550,682.0,516.667,2.5,519.167,162.833,-4.61111,11.306,0.2222,11.528,-16.13889,,,,0.00348,0.0015,622.016,0.9354,267.955,268.89,353.126
2020-04-13,MG,815,23,6075,21380479,31,16.5,13448,6098,7350,715.0,572.833,2.667,575.5,139.5,38.028,13.75,0.1111,13.861,24.167,6.875,,-1.45356,0.00377,0.00171,628.985,1.076,284.138,285.213,343.772
2020-04-14,MG,884,27,6617,21380479,31,16.5,14586,6644,7942,745.167,569.167,3.0,572.167,173.0,16.028,3.139,0.02778,3.167,12.861,,,,0.00406,0.00185,682.211,1.263,309.488,310.751,371.46
2020-04-15,MG,903,30,6781,21380479,31,16.5,14900,6811,8089,745.167,546.333,3.167,549.5,195.667,36.194,19.722,-0.02778,19.694,16.5,-7.66667,-4.32465,,0.0044,0.00201,696.897,1.403,317.158,318.562,378.336
2020-04-16,MG,958,33,7726,21380479,31,16.5,15807,7759,8048,932.167,620.167,2.667,622.833,309.333,29.806,-1.69444,-0.05556,-1.75,31.556,4.139,,,0.00425,0.00209,739.319,1.543,361.358,362.901,376.418
2020-04-17,MG,1021,35,8439,21380479,31,16.5,16846,8474,8372,838.667,594.333,2.333,596.667,242.0,7.361,-13.08333,-0.05556,-13.13889,20.5,-10.42361,,,0.00413,0.00208,787.915,1.637,394.706,396.343,391.572
2020-04-18,MG,1077,39,9007,21380479,31,16.5,17770,9046,8724,899.167,635.0,2.333,637.333,261.833,32.583,6.861,-0.11111,6.75,25.833,-1.25694,-1.89931,,0.00431,0.00219,831.132,1.824,421.272,423.096,408.036
2020-04-19,MG,1154,39,9796,21380479,31,16.5,19041,9835,9206,893.833,562.667,2.333,565.0,328.833,-5.5,-14.30556,0.08333,-14.22222,8.722,1.486,,,0.00397,0.00205,890.579,1.824,458.175,459.999,430.58
2020-04-20,MG,1189,41,10183,21380479,31,16.5,19618,10224,9394,789.333,490.667,2.667,493.333,296.0,24.778,7.722,0.1667,7.889,16.889,-3.45833,,,0.00401,0.00209,917.566,1.918,476.276,478.193,439.373
2020-04-21,MG,1230,44,10591,21380479,31,16.5,20295,10635,9660,940.667,587.5,2.5,590.0,350.667,13.306,-0.16667,0.1111,-0.05556,13.361,,2.438,,0.00414,0.00217,949.23,2.058,495.358,497.416,451.814
2020-04-22,MG,1283,47,11102,21380479,31,16.5,21170,11149,10021,899.167,534.333,3.167,537.5,361.667,18.75,1.194,0.2778,1.472,17.278,1.361,,,0.00422,0.00222,990.156,2.198,519.259,521.457,468.699
2020-04-23,MG,1308,51,11383,21380479,31,16.5,21582,11434,10148,987.333,640.667,3.333,644.0,343.333,74.694,19.111,0.3611,19.472,55.222,11.236,,-0.47439,0.00446,0.00236,1009.425,2.385,532.402,534.787,474.639
2020-04-24,MG,1419,54,12532,21380479,31,16.5,23414,12586,10828,979.0,634.0,3.0,637.0,342.0,30.222,-26.36111,0.3611,-26.0,56.222,8.604,7.285,,0.00429,0.00231,1095.111,2.526,586.142,588.668,506.443
2020-04-25,MG,1481,58,13002,21380479,31,16.5,24436,13060,11376,1006.333,569.833,4.0,573.833,432.5,58.25,3.056,0.3056,3.361,54.889,1.493,0.5399,,0.00444,0.00237,1142.912,2.713,608.125,610.838,532.074
2020-04-26,MG,1548,61,14027,21380479,31,16.5,25542,14088,11454,1237.5,605.333,4.833,610.167,627.333,53.167,-7.25,0.1944,-7.05556,60.222,30.5,5.123,-2.91927,0.00433,0.00239,1194.641,2.853,656.066,658.919,535.722
2020-04-27,MG,1586,62,14395,21380479,31,16.5,26169,14457,11712,1122.0,429.333,4.667,434.0,688.0,80.667,26.75,0.25,27.0,53.667,13.396,5.497,0.668,0.00429,0.00237,1223.967,2.9,673.278,676.178,547.789
2020-04-28,MG,1649,71,14521,21380479,31,16.5,27208,14592,12616,1248.667,552.667,5.0,557.667,691.0,152.222,99.083,-0.13889,98.944,53.278,29.097,-4.39236,-4.37457,0.00487,0.00261,1272.563,3.321,679.171,682.492,590.071
2020-04-29,MG,1758,80,15015,21380479,31,16.5,29007,15095,13912,1306.333,597.167,4.5,601.667,704.667,111.833,108.083,-0.41667,107.667,4.167,23.479,3.212,-4.32335,0.0053,0.00276,1356.705,3.742,702.276,706.018,650.687
2020-04-30,MG,1827,82,15108,21380479,31,16.5,30146,15190,14956,1463.0,794.5,4.5,799.0,664.0,169.556,162.333,-0.36111,161.972,7.583,12.931,-12.375,,0.0054,0.00272,1409.978,3.835,706.626,710.461,699.517
2020-05-01,MG,1935,88,16318,21380479,31,16.5,31928,16406,15522,1919.667,1164.333,3.167,1167.5,752.167,174.583,159.222,-0.33333,158.889,15.694,26.243,-11.79687,-4.91406,0.00536,0.00276,1493.325,4.116,763.22,767.335,725.989
2020-05-02,MG,2023,88,17610,21380479,31,16.5,33380,17698,15682,1908.5,1253.833,2.333,1256.167,652.333,203.944,166.389,-0.11111,166.278,37.667,-20.40278,-14.48611,,0.00497,0.00264,1561.237,4.116,823.649,827.764,733.473
2020-05-03,MG,2118,89,19162,21380479,31,16.5,34947,19251,15696,2139.333,1403.333,2.5,1405.833,733.5,216.806,146.194,0.05556,146.25,70.556,-23.70833,-16.44444,,0.00462,0.00255,1634.528,4.163,896.238,900.401,734.128
2020-05-04,MG,2347,90,21507,21380479,31,16.5,38726,21597,17129,2296.167,1508.0,3.0,1511.0,785.167,87.944,59.417,0.2778,59.694,28.25,-45.01389,,,0.00417,0.00232,1811.278,4.209,1005.918,1010.127,801.151
2020-05-05,MG,2452,94,22538,21380479,31,16.5,40458,22632,17826,2530.0,1595.5,3.833,1599.333,930.667,79.75,44.806,0.3611,45.167,34.583,-39.53472,,,0.00415,0.00232,1892.287,4.397,1054.139,1058.536,833.751
2020-05-06,MG,2605,97,23528,21380479,31,16.5,42982,23625,19357,2763.833,1671.667,4.833,1676.5,1087.333,23.889,28.861,0.4167,29.278,-5.38889,-12.02083,,,0.00411,0.00226,2010.338,4.537,1100.443,1104.98,905.359
