date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-12,RN,1,0,2,3541922,24,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,2.259,0.0,0.5647,0.5647,1.694
2020-03-13,RN,1,0,1,3541922,24,8.3,8,1,7,,,,,,,,,,,,,,0.0,0.0,2.259,0.0,0.2823,0.2823,1.976
2020-03-16,RN,1,0,2,3541922,24,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,2.259,0.0,0.5647,0.5647,1.694
2020-03-18,RN,1,0,2,3541922,24,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,2.259,0.0,0.5647,0.5647,1.694
2020-03-20,RN,6,0,10,3541922,24,8.3,50,10,40,,,,,,,,,,,,,,0.0,0.0,14.117,0.0,2.823,2.823,11.293
2020-03-21,RN,9,0,16,3541922,24,8.3,75,16,59,,,,,,,,,,,,,,0.0,0.0,21.175,0.0,4.517,4.517,16.658
2020-03-22,RN,13,0,20,3541922,24,8.3,108,20,88,,,,,,,,,,,,,,0.0,0.0,30.492,0.0,5.647,5.647,24.845
2020-03-24,RN,14,0,28,3541922,24,8.3,116,28,88,,,,,,,,,,,,,,0.0,0.0,32.751,0.0,7.905,7.905,24.845
2020-03-25,RN,14,0,31,3541922,24,8.3,116,31,85,,,,,,,,,,,,,,0.0,0.0,32.751,0.0,8.752,8.752,23.998
2020-03-26,RN,19,0,45,3541922,24,8.3,158,45,113,,,,,,,,,,,,,,0.0,0.0,44.609,0.0,12.705,12.705,31.904
2020-03-27,RN,28,0,71,3541922,24,8.3,232,71,161,,,,,,,,,,,,,,0.0,0.0,65.501,0.0,20.046,20.046,45.456
2020-03-28,RN,68,1,182,3541922,24,8.3,564,183,381,,,,,,,,,,,,,,0.00546,0.00177,159.236,0.2823,51.385,51.667,107.569
2020-03-30,RN,77,1,243,3541922,24,8.3,639,244,395,,,,,,,,,,,,,,0.0041,0.00156,180.411,0.2823,68.607,68.889,111.521
2020-03-31,RN,82,1,237,3541922,24,8.3,681,238,443,,,,,,,,,,,,,,0.0042,0.00147,192.268,0.2823,66.913,67.195,125.073
2020-04-01,RN,92,2,260,3541922,24,8.3,764,262,502,,,,,,,,,,,,,,0.00763,0.00262,215.702,0.5647,73.406,73.971,141.731
2020-04-02,RN,106,2,298,3541922,24,8.3,880,300,580,233.833,91.333,1.0,92.333,141.5,,,,,,,,,0.00667,0.00227,248.453,0.5647,84.135,84.7,163.753
2020-04-03,RN,176,4,516,3541922,24,8.3,1461,520,941,,,,,,,,,,,,,,0.00769,0.00274,412.488,1.129,145.684,146.813,265.675
2020-04-04,RN,215,6,640,3541922,24,8.3,1785,646,1139,,,,,,,,,,,,,,0.00929,0.00336,503.964,1.694,180.693,182.387,321.577
