date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-14,MS,2,0,1,2806776,50,8.3,17,1,16,,,,,,,,,,,,,,0.0,0.0,6.057,0.0,0.3563,0.3563,5.7
2020-03-15,MS,2,0,1,2806776,50,8.3,17,1,16,,,,,,,,,,,,,,0.0,0.0,6.057,0.0,0.3563,0.3563,5.7
2020-03-16,MS,4,0,3,2806776,50,8.3,33,3,30,,,,,,,,,,,,,,0.0,0.0,11.757,0.0,1.069,1.069,10.688
2020-03-17,MS,6,0,3,2806776,50,8.3,50,3,47,13.833,0.8333,,,,,,,,,,,,0.0,0.0,17.814,0.0,1.069,1.069,16.745
2020-03-18,MS,7,0,4,2806776,50,8.3,58,4,54,19.333,2.0,,,,,,,,,,,,0.0,0.0,20.664,0.0,1.425,1.425,19.239
2020-03-19,MS,9,0,4,2806776,50,8.3,75,4,71,23.5,2.333,,,,,,,,,,,,0.0,0.0,26.721,0.0,1.425,1.425,25.296
2020-03-20,MS,12,0,6,2806776,50,8.3,100,6,94,20.667,1.833,,,,0.6944,0.3333,,,,,,,0.0,0.0,35.628,0.0,2.138,2.138,33.49
2020-03-21,MS,16,0,13,2806776,50,8.3,133,13,120,23.5,2.0,,,,-0.47222,0.2222,,,,,,,0.0,0.0,47.385,0.0,4.632,4.632,42.754
2020-03-22,MS,21,0,17,2806776,50,8.3,174,17,157,20.667,2.667,,,,-1.61111,0.4167,,,,0.0,,,0.0,0.0,61.993,0.0,6.057,6.057,55.936
2020-03-23,MS,21,0,14,2806776,50,8.3,174,14,160,18.0,2.833,,,,0.02778,1.056,,,,,,,0.0,0.0,61.993,0.0,4.988,4.988,57.005
2020-03-24,MS,24,0,16,2806776,50,8.3,199,16,183,16.5,3.333,,,,0.6944,2.028,,,,,0.2309,,0.0,0.0,70.9,0.0,5.7,5.7,65.199
