date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-20,MT,1,0,2,3519311,51,10.0,10,2,8,,,,,,,,,,,,,,0.0,0.0,2.841,0.0,0.5683,0.5683,2.273
2020-03-22,MT,2,0,4,3519311,51,10.0,20,4,16,,,,,,,,,,,,,,0.0,0.0,5.683,0.0,1.137,1.137,4.546
2020-03-23,MT,6,0,14,3519311,51,10.0,60,14,46,,,,,,,,,,,,,,0.0,0.0,17.049,0.0,3.978,3.978,13.071
2020-03-24,MT,7,0,19,3519311,51,10.0,70,19,51,,,,,,,,,,,,,,0.0,0.0,19.89,0.0,5.399,5.399,14.491
2020-03-25,MT,9,0,27,3519311,51,10.0,90,27,63,,,,,,,,,,,,,,0.0,0.0,25.573,0.0,7.672,7.672,17.901
2020-03-26,MT,11,0,35,3519311,51,10.0,110,35,75,,,,,,,,,,,,,,0.0,0.0,31.256,0.0,9.945,9.945,21.311
2020-03-27,MT,11,0,38,3519311,51,10.0,110,38,72,,,,,,,,,,,,,,0.0,0.0,31.256,0.0,10.798,10.798,20.459
2020-03-30,MT,18,0,76,3519311,51,10.0,180,76,104,,,,,,,,,,,,,,0.0,0.0,51.146,0.0,21.595,21.595,29.551
2020-03-31,MT,25,0,96,3519311,51,10.0,250,96,154,,,,,,,,,,,,,,0.0,0.0,71.037,0.0,27.278,27.278,43.759
2020-04-01,MT,28,0,105,3519311,51,10.0,280,105,175,,,,,,,,,,,,,,0.0,0.0,79.561,0.0,29.835,29.835,49.726
2020-04-02,MT,41,0,153,3519311,51,10.0,410,153,257,70.0,30.0,,,,,,,,,,,,0.0,0.0,116.5,0.0,43.474,43.474,73.026
2020-04-03,MT,44,1,171,3519311,51,10.0,440,172,268,85.0,40.167,,,,,,,,,,,,0.00581,0.00227,125.024,0.2841,48.589,48.873,76.151
2020-04-04,MT,60,1,237,3519311,51,10.0,600,238,362,83.333,38.833,,,,,,,,,,,,0.0042,0.00167,170.488,0.2841,67.343,67.627,102.861
2020-04-05,MT,60,1,256,3519311,51,10.0,600,257,343,81.667,38.5,,,,5.278,4.111,,,,,,,0.00389,0.00167,170.488,0.2841,72.742,73.026,97.462
2020-04-06,MT,76,1,337,3519311,51,10.0,760,338,422,106.667,49.667,0.1667,49.833,56.833,-1.11111,1.056,,,,,,,0.00296,0.00132,215.951,0.2841,95.757,96.042,119.91
2020-04-07,MT,78,1,338,3519311,51,10.0,780,339,441,86.667,45.167,0.1667,45.333,41.333,1.667,3.611,,,,-2.77778,,,0.00295,0.00128,221.634,0.2841,96.042,96.326,125.309
2020-04-08,MT,90,1,384,3519311,51,10.0,900,385,515,101.667,54.667,0.3333,55.0,46.667,-0.27778,3.222,,,,,,,0.0026,0.00111,255.732,0.2841,109.112,109.396,146.335
2020-04-09,MT,108,2,469,3519311,51,10.0,1080,471,609,78.333,46.5,0.3333,46.833,31.5,-5.83333,0.3056,0.02778,0.3333,-6.16667,-1.80556,,,0.00425,0.00185,306.878,0.5683,133.265,133.833,173.045
2020-04-10,MT,112,2,508,3519311,51,10.0,1120,510,610,93.333,60.5,0.5,61.0,32.333,-2.22222,1.139,0.05556,1.194,-3.41667,,,,0.00392,0.00179,318.244,0.5683,144.346,144.915,173.329
2020-04-11,MT,121,3,584,3519311,51,10.0,1210,587,623,80.0,57.833,0.5,58.333,21.667,-5.55556,-2.0,0.0,-2.0,-3.55556,,,,0.00511,0.00248,343.817,0.8524,165.942,166.794,177.023
2020-04-12,MT,123,3,616,3519311,51,10.0,1230,619,611,71.667,51.5,0.3333,51.833,19.833,0.2778,-0.08333,0.0,-0.08333,0.3611,,,,0.00485,0.00244,349.5,0.8524,175.034,175.887,173.614
2020-04-13,MT,134,4,701,3519311,51,10.0,1340,705,635,73.333,52.0,0.5,52.5,20.833,-4.44444,-3.38889,-0.05556,-3.44444,-1.0,,,,0.00567,0.00299,380.756,1.137,199.187,200.323,180.433
2020-04-14,MT,138,4,731,3519311,51,10.0,1380,735,645,68.333,42.667,0.3333,43.0,25.333,-1.38889,-1.88889,-0.02778,-1.91667,0.5278,0.2778,,,0.00544,0.0029,392.122,1.137,207.711,208.848,183.275
2020-04-15,MT,151,4,778,3519311,51,10.0,1510,782,728,80.0,46.0,0.3333,46.333,33.667,-3.61111,-1.5,0.0,-1.5,-2.11111,,,,0.00512,0.00265,429.061,1.137,221.066,222.203,206.859
2020-04-16,MT,156,5,820,3519311,51,10.0,1560,825,735,66.667,40.167,0.1667,40.333,26.333,1.389,1.5,-0.05556,1.444,-0.05556,,0.2778,,0.00606,0.00321,443.269,1.421,233.0,234.421,208.848
2020-04-17,MT,162,5,840,3519311,51,10.0,1620,845,775,71.667,46.5,0.3333,46.833,24.833,4.722,4.25,0.0,4.25,0.4722,,,,0.00592,0.00309,460.317,1.421,238.683,240.104,220.214
2020-04-18,MT,171,5,892,3519311,51,10.0,1710,897,813,50.0,42.5,0.3333,42.833,7.167,6.111,5.472,0.02778,5.5,0.6111,1.389,,-0.30382,0.00557,0.00292,485.891,1.421,253.459,254.879,231.011
2020-04-19,MT,174,5,942,3519311,51,10.0,1740,947,793,81.667,61.0,0.1667,61.167,20.5,8.889,5.139,0.08333,5.222,3.667,1.944,,,0.00528,0.00287,494.415,1.421,267.666,269.087,225.328
2020-04-20,MT,181,6,1010,3519311,51,10.0,1810,1016,794,96.667,68.167,0.3333,68.5,28.167,6.944,3.306,0.02778,3.333,3.611,-0.90278,-0.9375,,0.00591,0.00331,514.305,1.705,286.988,288.693,225.612
2020-04-21,MT,181,6,1033,3519311,51,10.0,1810,1039,771,116.667,78.833,0.5,79.333,37.333,12.5,4.778,0.05556,4.833,7.667,-1.25,-1.23264,,0.00577,0.00331,514.305,1.705,293.523,295.228,219.077
