date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-21,RR,2,0,4,611819,14,8.3,17,4,13,,,,,,,,,,,,,,0.0,0.0,27.786,0.0,6.538,6.538,21.248
2020-03-22,RR,2,0,4,611819,14,8.3,17,4,13,,,,,,,,,,,,,,0.0,0.0,27.786,0.0,6.538,6.538,21.248
2020-03-23,RR,2,0,4,611819,14,8.3,17,4,13,,,,,,,,,,,,,,0.0,0.0,27.786,0.0,6.538,6.538,21.248
2020-03-24,RR,8,0,18,611819,14,8.3,66,18,48,13.833,5.0,,,,,,,,,,,,0.0,0.0,107.875,0.0,29.42,29.42,78.455
2020-03-25,RR,8,0,20,611819,14,8.3,66,20,46,19.333,7.333,,,,,,,,,,,,0.0,0.0,107.875,0.0,32.689,32.689,75.186
2020-03-26,RR,10,0,27,611819,14,8.3,83,27,56,19.333,8.0,,,,,,,,,,,,0.0,0.0,135.661,0.0,44.131,44.131,91.53
2020-03-27,RR,12,0,34,611819,14,8.3,100,34,66,11.167,6.333,,,,1.833,0.8056,,,,,,,0.0,0.0,163.447,0.0,55.572,55.572,107.875
2020-03-28,RR,16,0,48,611819,14,8.3,133,48,85,11.167,5.167,,,,1.611,0.75,,,,,,,0.0,0.0,217.385,0.0,78.455,78.455,138.93
2020-03-29,RR,16,0,52,611819,14,8.3,133,52,81,22.167,9.0,,,,2.778,1.056,,,,0.5764,,,0.0,0.0,217.385,0.0,84.992,84.992,132.392
2020-03-30,RR,16,0,56,611819,14,8.3,133,56,77,24.833,9.833,,,,4.139,1.528,,,,-0.0,,,0.0,0.0,217.385,0.0,91.53,91.53,125.854
2020-03-31,RR,16,0,51,611819,14,8.3,133,51,82,29.0,11.833,,,,4.139,2.028,,,,-0.45833,-0.30382,,0.0,0.0,217.385,0.0,83.358,83.358,134.027
2020-04-01,RR,26,0,81,611819,14,8.3,216,81,135,36.0,14.333,,,,1.611,1.167,,,,-0.74306,,,0.0,0.0,353.046,0.0,132.392,132.392,220.653
2020-04-02,RR,30,0,93,611819,14,8.3,249,93,156,36.0,15.5,,,,0.9444,0.8889,,,,-0.63889,,,0.0,0.0,406.983,0.0,152.006,152.006,254.977
2020-04-03,RR,37,1,119,611819,14,8.3,307,120,187,36.0,17.333,,,,1.167,1.028,,,,0.2292,,,0.00833,0.00326,501.782,1.634,194.502,196.136,305.646
2020-04-04,RR,42,1,138,611819,14,8.3,349,139,210,31.833,16.0,,,,1.583,1.611,,,,0.625,,,0.00719,0.00287,570.43,1.634,225.557,227.191,343.239
2020-04-05,RR,42,1,149,611819,14,8.3,349,150,199,30.5,15.167,,,,2.528,2.083,,,,2.069,0.5486,,0.00667,0.00287,570.43,1.634,243.536,245.171,325.26
2020-04-06,RR,42,1,155,611819,14,8.3,349,156,193,36.0,18.0,0.1667,18.167,17.833,3.444,2.389,,,,1.903,0.4375,,0.00641,0.00287,570.43,1.634,253.343,254.977,315.453
2020-04-07,RR,49,1,177,611819,14,8.3,407,178,229,45.5,24.0,0.3333,24.333,21.167,9.444,6.028,,,,2.424,0.1163,-0.23828,0.00562,0.00246,665.229,1.634,289.301,290.936,374.294
2020-04-08,RR,52,1,184,611819,14,8.3,432,185,247,51.167,28.0,0.3333,28.333,22.833,9.194,6.278,,,,2.375,0.3628,-0.20399,0.00541,0.00231,706.091,1.634,300.743,302.377,403.714
2020-04-09,RR,63,2,227,611819,14,8.3,523,229,294,56.667,31.667,0.3333,32.0,24.667,12.222,7.556,0.0,7.556,4.667,2.535,-0.40451,-0.28125,0.00873,0.00382,854.828,3.269,371.025,374.294,480.534
2020-04-10,RR,75,3,282,611819,14,8.3,622,285,337,88.5,52.167,0.3333,52.5,36.0,12.944,8.028,-0.05556,7.972,4.972,3.354,-0.37847,-0.49523,0.01053,0.00482,1016.641,4.903,460.921,465.824,550.816
2020-04-11,RR,79,3,317,611819,14,8.3,656,320,336,85.667,52.833,0.3333,53.167,32.5,19.583,10.556,-0.05556,10.5,9.083,0.8056,-1.00868,,0.00938,0.00457,1072.213,4.903,518.127,523.031,549.182
2020-04-12,RR,83,3,345,611819,14,8.3,689,348,341,109.333,63.333,0.1667,63.5,45.833,22.611,11.833,-0.05556,11.778,10.833,0.8611,-1.61806,,0.00862,0.00435,1126.15,4.903,563.892,568.796,557.354
2020-04-13,RR,113,3,490,611819,14,8.3,938,493,445,123.167,72.167,0.0,72.167,51.0,15.444,8.139,-0.05556,8.083,7.361,-1.5,-1.43924,,0.00609,0.0032,1533.133,4.903,800.89,805.794,727.339
2020-04-14,RR,114,3,501,611819,14,8.3,946,504,442,168.667,91.333,0.0,91.333,77.333,16.389,9.056,-0.05556,9.0,7.389,-3.11806,-1.47049,,0.00595,0.00317,1546.209,4.903,818.87,823.773,722.436
2020-04-15,RR,142,3,607,611819,14,8.3,1179,610,569,192.333,102.667,0.0,102.667,89.667,13.583,9.417,-0.02778,9.389,4.194,-4.95139,,,0.00492,0.00254,1927.041,4.903,992.123,997.027,930.014
2020-04-16,RR,164,3,715,611819,14,8.3,1361,718,643,181.167,101.0,0.0,101.0,80.167,10.139,7.722,,,,-5.02083,,,0.00418,0.0022,2224.514,4.903,1168.646,1173.55,1050.964
2020-04-17,RR,201,3,865,611819,14,8.3,1668,868,800,184.0,107.167,0.0,107.167,76.833,-4.36111,0.5556,,,,-1.89583,,,0.00346,0.0018,2726.297,4.903,1413.817,1418.72,1307.576
2020-04-18,RR,222,3,961,611819,14,8.3,1843,964,879,190.833,119.833,0.0,119.833,71.0,-3.69444,1.25,,,,-0.97917,,,0.00311,0.00163,3012.329,4.903,1570.726,1575.629,1436.699
2020-04-19,RR,244,3,1096,611819,14,8.3,2025,1099,926,184.0,118.5,0.0,118.5,65.5,6.0,4.111,,,,,,,0.00273,0.00148,3309.802,4.903,1791.379,1796.283,1513.52
2020-04-20,RR,247,3,1144,611819,14,8.3,2050,1147,903,142.5,94.667,0.0,94.667,47.833,6.222,3.417,,,,,,,0.00262,0.00146,3350.664,4.903,1869.834,1874.737,1475.927
2020-04-21,RR,280,3,1326,611819,14,8.3,2324,1329,995,170.167,110.167,0.0,110.167,60.0,1.639,-0.91667,,,,,,,0.00226,0.00129,3798.509,4.903,2167.308,2172.211,1626.298
2020-04-22,RR,297,3,1426,611819,14,8.3,2465,1429,1036,217.167,125.667,0.1667,125.833,91.333,,,,,,,,,0.0021,0.00122,4028.969,4.903,2330.755,2335.658,1693.311
2020-04-23,RR,304,3,1433,611819,14,8.3,2523,1436,1087,221.333,127.667,0.1667,127.833,93.5,,,,,,,,,0.00209,0.00119,4123.769,4.903,2342.196,2347.099,1776.669
