date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-18,TO,1,0,1,1588595,17,8.3,8,1,7,,,,,,,,,,,,,,0.0,0.0,5.036,0.0,0.6295,0.6295,4.406
2020-03-19,TO,1,0,0,1588595,17,8.3,8,0,8,,,,,,,,,,,,,,,0.0,5.036,0.0,0.0,0.0,5.036
2020-03-20,TO,1,0,0,1588595,17,8.3,8,0,8,,,,,,,,,,,,,,,0.0,5.036,0.0,0.0,0.0,5.036
2020-03-21,TO,2,0,2,1588595,17,8.3,17,2,15,8.333,0.6667,,,,,,,,,,,,0.0,0.0,10.701,0.0,1.259,1.259,9.442
2020-03-22,TO,5,0,4,1588595,17,8.3,42,4,38,8.333,,,,,,,,,,,,,0.0,0.0,26.438,0.0,2.518,2.518,23.921
2020-03-23,TO,7,0,5,1588595,17,8.3,58,5,53,9.667,,,,,,,,,,,,,0.0,0.0,36.51,0.0,3.147,3.147,33.363
2020-03-24,TO,7,0,5,1588595,17,8.3,58,5,53,9.667,1.5,,,,-0.47222,0.4444,,,,,,,0.0,0.0,36.51,0.0,3.147,3.147,33.363
2020-03-25,TO,7,0,6,1588595,17,8.3,58,6,52,5.5,1.5,,,,-0.22222,,,,,,,,0.0,0.0,36.51,0.0,3.777,3.777,32.733
2020-03-26,TO,8,0,7,1588595,17,8.3,66,7,59,4.167,2.0,,,,-0.66667,,,,,,,,0.0,0.0,41.546,0.0,4.406,4.406,37.14
2020-03-27,TO,9,0,11,1588595,17,8.3,75,11,64,5.5,3.333,,,,-0.91667,0.25,,,,,,,0.0,0.0,47.212,0.0,6.924,6.924,40.287
2020-03-28,TO,9,0,13,1588595,17,8.3,75,13,62,7.0,4.0,,,,0.0,0.3056,,,,,,,0.0,0.0,47.212,0.0,8.183,8.183,39.028
2020-03-29,TO,10,0,17,1588595,17,8.3,83,17,66,5.667,3.833,,,,0.6944,0.3056,,,,,,,0.0,0.0,52.247,0.0,10.701,10.701,41.546
2020-03-30,TO,11,0,25,1588595,17,8.3,91,25,66,4.167,3.0,,,,0.4722,0.02778,,,,,,,0.0,0.0,57.283,0.0,15.737,15.737,41.546
2020-03-31,TO,12,0,30,1588595,17,8.3,100,30,70,5.5,3.333,,,,0.4444,-0.05556,,,,0.2847,,,0.0,0.0,62.949,0.0,18.885,18.885,44.064
2020-04-01,TO,12,0,30,1588595,17,8.3,100,30,70,8.333,3.833,,,,0.6667,-0.11111,,,,0.2292,,,0.0,0.0,62.949,0.0,18.885,18.885,44.064
2020-04-02,TO,12,0,29,1588595,17,8.3,100,29,71,8.333,3.5,,,,1.833,0.3611,,,,-0.05556,-0.18576,,0.0,0.0,62.949,0.0,18.255,18.255,44.694
2020-04-03,TO,13,0,33,1588595,17,8.3,108,33,75,9.667,3.667,,,,1.389,0.3333,,,,-0.04861,-0.1441,,0.0,0.0,67.985,0.0,20.773,20.773,47.212
