date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-10,RS,1,0,1,11491011,43,8.4,8,1,7,,,,,,,,,,,,,,0.0,0.0,0.6962,0.0,0.08702,0.08702,0.6092
2020-03-11,RS,2,0,1,11491011,43,8.4,17,1,16,,,,,,,,,,,,,,0.0,0.0,1.479,0.0,0.08702,0.08702,1.392
2020-03-12,RS,4,0,2,11491011,43,8.4,34,2,32,,,,,,,,,,,,,,0.0,0.0,2.959,0.0,0.174,0.174,2.785
2020-03-13,RS,4,0,1,11491011,43,8.4,34,1,33,,,,,,,,,,,,,,0.0,0.0,2.959,0.0,0.08702,0.08702,2.872
2020-03-16,RS,8,0,6,11491011,43,8.4,67,6,61,,,,,,,,,,,,,,0.0,0.0,5.831,0.0,0.5221,0.5221,5.308
2020-03-18,RS,19,0,12,11491011,43,8.4,160,12,148,,,,,,,,,,,,,,0.0,0.0,13.924,0.0,1.044,1.044,12.88
2020-03-19,RS,31,0,14,11491011,43,8.4,260,14,246,,,,,,,,,,,,,,0.0,0.0,22.626,0.0,1.218,1.218,21.408
2020-03-20,RS,43,0,20,11491011,43,8.4,361,20,341,,,,,,,,,,,,,,0.0,0.0,31.416,0.0,1.74,1.74,29.675
2020-03-21,RS,69,0,57,11491011,43,8.4,580,57,523,130.167,10.167,,,,,,,,,,,,0.0,0.0,50.474,0.0,4.96,4.96,45.514
2020-03-22,RS,77,0,62,11491011,43,8.4,647,62,585,183.5,20.167,,,,,,,,,,,,0.0,0.0,56.305,0.0,5.396,5.396,50.909
2020-03-23,RS,96,0,64,11491011,43,8.4,806,64,742,205.833,26.667,,,,,,,,,,,,0.0,0.0,70.142,0.0,5.57,5.57,64.572
