date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-20,MA,1,0,2,7145933,21,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,1.12,0.0,0.2799,0.2799,0.8396
2020-03-21,MA,2,0,4,7145933,21,8.3,17,4,13,,,,,,,,,,,,,,0.0,0.0,2.379,0.0,0.5598,0.5598,1.819
2020-03-22,MA,2,0,3,7145933,21,8.3,17,3,14,,,,,,,,,,,,,,0.0,0.0,2.379,0.0,0.4198,0.4198,1.959
2020-03-23,MA,8,0,14,7145933,21,8.3,66,14,52,12.5,3.667,,,,,,,,,,,,0.0,0.0,9.236,0.0,1.959,1.959,7.277
2020-03-24,MA,8,0,16,7145933,21,8.3,66,16,50,15.167,4.833,,,,,,,,,,,,0.0,0.0,9.236,0.0,2.239,2.239,6.997
2020-03-25,MA,8,0,18,7145933,21,8.3,66,18,48,18.0,6.167,,,,,,,,,,,,0.0,0.0,9.236,0.0,2.519,2.519,6.717
2020-03-26,MA,10,0,24,7145933,21,8.3,83,24,59,18.0,7.833,,,,11.75,4.222,,,,,,,0.0,0.0,11.615,0.0,3.359,3.359,8.256
2020-03-27,MA,13,0,33,7145933,21,8.3,108,33,75,30.5,13.167,,,,12.917,4.528,,,,,,,0.0,0.0,15.113,0.0,4.618,4.618,10.495
2020-03-28,MA,15,0,40,7145933,21,8.3,125,40,85,59.5,21.667,,,,13.583,4.944,,,,1.674,,,0.0,0.0,17.492,0.0,5.598,5.598,11.895
2020-03-29,MA,21,1,61,7145933,21,8.3,174,62,112,83.0,29.0,,,,14.083,4.861,,,,1.208,,,0.01613,0.00575,24.35,0.1399,8.536,8.676,15.673
2020-03-30,MA,30,1,95,7145933,21,8.3,249,96,153,92.667,32.0,,,,18.444,6.944,,,,2.312,0.3611,,0.01042,0.00402,34.845,0.1399,13.294,13.434,21.411
2020-03-31,MA,51,1,148,7145933,21,8.3,423,149,274,99.5,35.833,,,,17.75,8.222,,,,3.687,1.108,,0.00671,0.00236,59.195,0.1399,20.711,20.851,38.343
2020-04-01,MA,70,1,198,7145933,21,8.3,581,199,382,102.5,37.0,0.1667,37.167,65.333,22.833,10.556,,,,3.118,0.3559,-0.44444,0.00503,0.00172,81.305,0.1399,27.708,27.848,53.457
2020-04-02,MA,80,1,225,7145933,21,8.3,664,226,438,141.167,54.833,0.1667,55.0,86.167,28.833,12.861,,,,5.639,-0.50347,-0.66146,0.00442,0.00151,92.92,0.1399,31.486,31.626,61.294
2020-04-03,MA,87,1,255,7145933,21,8.3,722,256,466,166.0,71.0,0.5,71.5,94.5,30.917,13.722,,,,3.736,-1.41667,-0.2066,0.00391,0.00139,101.036,0.1399,35.685,35.825,65.212
2020-04-04,MA,95,2,283,7145933,21,8.3,789,285,504,220.0,92.333,1.667,94.0,126.0,40.306,18.861,0.5,19.361,20.944,1.674,-1.53819,,0.00702,0.00253,110.412,0.2799,39.603,39.883,70.53
