date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-19,PI,3,0,6,3305959,22,36.0,108,6,102,,,,,,,,,,,,,,0.0,0.0,32.668,0.0,1.815,1.815,30.853
2020-03-20,PI,4,0,8,3305959,22,36.0,144,8,136,,,,,,,,,,,,,,0.0,0.0,43.558,0.0,2.42,2.42,41.138
2020-03-21,PI,4,0,14,3305959,22,36.0,144,14,130,,,,,,,,,,,,,,0.0,0.0,43.558,0.0,4.235,4.235,39.323
2020-03-22,PI,6,0,21,3305959,22,36.0,216,21,195,30.0,3.833,,,,,,,,,,,,0.0,0.0,65.337,0.0,6.352,6.352,58.984
2020-03-23,PI,6,0,17,3305959,22,36.0,216,17,199,30.0,4.833,,,,,,,,,,,,0.0,0.0,65.337,0.0,5.142,5.142,60.194
2020-03-24,PI,8,0,22,3305959,22,36.0,288,22,266,36.0,6.167,,,,,,,,,,,,0.0,0.0,87.115,0.0,6.655,6.655,80.461
2020-03-25,PI,8,0,29,3305959,22,36.0,288,29,259,30.0,8.167,,,,,,,,,,,,0.0,0.0,87.115,0.0,8.772,8.772,78.343
2020-03-26,PI,9,0,37,3305959,22,36.0,324,37,287,,,,,,,,,,,,,,0.0,0.0,98.005,0.0,11.192,11.192,86.813
2020-03-27,PI,10,1,51,3305959,22,36.0,360,52,308,,,,,,,,,,,,,,0.01923,0.00278,108.894,0.3025,15.427,15.729,93.165
2020-03-28,PI,11,1,70,3305959,22,36.0,396,71,325,,,,,,,,,,,,,,0.01408,0.00253,119.784,0.3025,21.174,21.476,98.307
2020-03-30,PI,18,4,179,3305959,22,36.0,648,183,465,,,,,,,,,,,,,,0.02186,0.00617,196.01,1.21,54.145,55.355,140.655
2020-03-31,PI,18,4,194,3305959,22,36.0,648,198,450,,,,,,,,,,,,,,0.0202,0.00617,196.01,1.21,58.682,59.892,136.118
2020-04-01,PI,19,4,206,3305959,22,36.0,684,210,474,,,,,,,,,,,,,,0.01905,0.00585,206.899,1.21,62.312,63.522,143.377
2020-04-02,PI,19,4,201,3305959,22,36.0,684,205,479,36.0,16.833,0.0,16.833,19.167,,,,,,,,,0.01951,0.00585,206.899,1.21,60.799,62.009,144.89
2020-04-03,PI,22,4,238,3305959,22,36.0,792,242,550,48.0,19.167,0.0,19.167,28.833,,,,,,,,,0.01653,0.00505,239.567,1.21,71.991,73.201,166.366
2020-04-04,PI,24,4,262,3305959,22,36.0,864,266,598,72.0,23.167,0.1667,23.333,48.667,,,,,,,,,0.01504,0.00463,261.346,1.21,79.251,80.461,180.885
2020-04-05,PI,24,4,280,3305959,22,36.0,864,284,580,114.0,37.667,0.3333,38.0,76.0,14.0,7.278,,,,,,,0.01408,0.00463,261.346,1.21,84.696,85.905,175.441
2020-04-06,PI,26,4,309,3305959,22,36.0,936,313,623,108.0,42.0,0.5,42.5,65.5,17.0,10.194,,,,,,,0.01278,0.00427,283.125,1.21,93.468,94.678,188.448
2020-04-07,PI,31,5,345,3305959,22,36.0,1116,350,766,102.0,48.0,0.5,48.5,53.5,15.0,12.75,0.05556,12.806,2.194,4.75,,,0.01429,0.00448,337.572,1.512,104.357,105.869,231.703
2020-04-08,PI,38,6,427,3305959,22,36.0,1368,433,935,120.0,60.5,0.5,61.0,59.0,18.0,15.889,0.0,15.889,2.111,6.75,,,0.01386,0.00439,413.798,1.815,129.161,130.976,282.823
2020-04-09,PI,40,7,490,3305959,22,36.0,1440,497,943,150.0,80.333,0.5,80.833,69.167,33.0,20.806,-0.05556,20.75,12.25,11.0,1.312,,0.01408,0.00486,435.577,2.117,148.217,150.335,285.242
2020-04-10,PI,41,7,550,3305959,22,36.0,1476,557,919,162.0,99.667,0.5,100.167,61.833,44.0,26.583,-0.05556,26.528,17.472,12.5,0.1875,,0.01257,0.00474,446.467,2.117,166.366,168.484,277.983
2020-04-11,PI,44,7,643,3305959,22,36.0,1584,650,934,222.0,133.0,0.3333,133.333,88.667,59.0,33.667,-0.02778,33.639,25.361,10.0,-2.4375,-1.25,0.01077,0.00442,479.135,2.117,194.497,196.615,282.52
2020-04-12,PI,51,7,791,3305959,22,36.0,1836,798,1038,306.0,166.833,0.1667,167.0,139.0,68.0,37.639,0.0,37.639,30.361,7.5,-4.0,-0.73438,0.00877,0.00381,555.361,2.117,239.265,241.382,313.978
2020-04-13,PI,58,8,943,3305959,22,36.0,2088,951,1137,366.0,207.5,0.1667,207.667,158.333,73.0,38.472,0.02778,38.5,34.5,1.25,-3.6875,,0.00841,0.00383,631.587,2.42,285.242,287.662,343.924
2020-04-14,PI,75,8,1225,3305959,22,36.0,2700,1233,1467,474.0,262.5,0.3333,262.833,211.167,74.0,40.361,0.1111,40.472,33.528,-3.5,-2.75,,0.00649,0.00296,816.707,2.42,370.543,372.963,443.744
2020-04-15,PI,91,8,1491,3305959,22,36.0,3276,1499,1777,558.0,306.167,0.5,306.667,251.333,64.0,38.278,0.1667,38.444,25.556,-4.75,0.25,,0.00534,0.00244,990.938,2.42,451.004,453.424,537.514
2020-04-16,PI,102,8,1795,3305959,22,36.0,3672,1803,1869,600.0,330.5,0.6667,331.167,268.833,54.0,29.361,0.1667,29.528,24.472,-3.5,,,0.00444,0.00218,1110.722,2.42,542.959,545.379,565.343
2020-04-17,PI,123,9,2218,3305959,22,36.0,4428,2227,2201,666.0,375.167,1.0,376.167,289.833,54.0,29.667,0.1389,29.806,24.194,2.25,,0.5938,0.00404,0.00203,1339.4,2.722,670.91,673.632,665.767
2020-04-18,PI,144,10,2628,3305959,22,36.0,5184,2638,2546,690.0,396.5,1.167,397.667,292.333,60.0,34.944,0.1111,35.056,24.944,3.25,,,0.00379,0.00193,1568.078,3.025,794.928,797.953,770.124
2020-04-19,PI,158,12,2926,3305959,22,36.0,5688,2938,2750,690.0,383.667,1.167,384.833,305.167,73.0,39.75,0.05556,39.806,33.194,8.25,2.625,,0.00408,0.00211,1720.53,3.63,885.068,888.698,831.831
2020-04-20,PI,186,14,3476,3305959,22,36.0,6696,3490,3206,798.0,440.5,1.167,441.667,356.333,67.0,40.833,0.0,40.833,26.167,15.5,4.375,,0.00401,0.00209,2025.433,4.235,1051.435,1055.669,969.764
2020-04-21,PI,206,15,3870,3305959,22,36.0,7416,3885,3531,918.0,515.833,1.167,517.0,401.0,87.0,50.861,-0.02778,50.833,36.167,12.75,2.562,-0.67188,0.00386,0.00202,2243.222,4.537,1170.613,1175.151,1068.071
2020-04-22,PI,217,15,4097,3305959,22,36.0,7812,4112,3700,1038.0,569.0,1.0,570.0,468.0,122.0,64.556,0.05556,64.611,57.389,20.75,1.0,-1.85938,0.00365,0.00192,2363.006,4.537,1239.277,1243.815,1119.191
2020-04-23,PI,256,16,4861,3305959,22,36.0,9216,4877,4339,1068.0,620.167,1.0,621.167,446.833,124.0,57.083,0.02778,57.111,66.889,18.5,-0.0625,-1.51562,0.00328,0.00174,2787.693,4.84,1470.375,1475.215,1312.478
