date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-20,AP,1,0,0,854188,16,8.3,8,0,8,,,,,,,,,,,,,,,0.0,9.366,0.0,0.0,0.0,9.366
2020-03-21,AP,1,0,1,854188,16,8.3,8,1,7,,,,,,,,,,,,,,0.0,0.0,9.366,0.0,1.171,1.171,8.195
2020-03-22,AP,1,0,1,854188,16,8.3,8,1,7,,,,,,,,,,,,,,0.0,0.0,9.366,0.0,1.171,1.171,8.195
2020-03-23,AP,1,0,1,854188,16,8.3,8,1,7,1.5,,,,,,,,,,,,,0.0,0.0,9.366,0.0,1.171,1.171,8.195
2020-03-24,AP,1,0,1,854188,16,8.3,8,1,7,2.833,0.5,,,,,,,,,,,,0.0,0.0,9.366,0.0,1.171,1.171,8.195
2020-03-25,AP,2,0,2,854188,16,8.3,17,2,15,4.167,0.8333,,,,,,,,,,,,0.0,0.0,19.902,0.0,2.341,2.341,17.561
2020-03-26,AP,2,0,2,854188,16,8.3,17,2,15,9.667,2.167,,,,1.806,,,,,,,,0.0,0.0,19.902,0.0,2.341,2.341,17.561
2020-03-27,AP,3,0,4,854188,16,8.3,25,4,21,9.667,2.833,,,,1.611,0.6111,,,,,,,0.0,0.0,29.268,0.0,4.683,4.683,24.585
2020-03-28,AP,4,0,6,854188,16,8.3,33,6,27,11.0,3.833,,,,2.778,1.028,,,,0.5347,,,0.0,0.0,38.633,0.0,7.024,7.024,31.609
2020-03-29,AP,8,0,14,854188,16,8.3,66,14,52,12.333,4.167,,,,3.25,1.278,,,,0.8125,,,0.0,0.0,77.266,0.0,16.39,16.39,60.877
2020-03-30,AP,8,0,18,854188,16,8.3,66,18,48,12.5,4.167,,,,3.944,1.417,,,,1.097,0.7135,,0.0,0.0,77.266,0.0,21.073,21.073,56.194
2020-03-31,AP,10,0,25,854188,16,8.3,83,25,58,20.833,7.0,,,,4.861,1.639,,,,4.139,1.163,,0.0,0.0,97.168,0.0,29.268,29.268,67.901
2020-04-01,AP,11,0,27,854188,16,8.3,91,27,64,29.167,9.833,,,,7.167,2.194,,,,3.389,1.25,-0.11241,0.0,0.0,106.534,0.0,31.609,31.609,74.925
2020-04-02,AP,12,0,29,854188,16,8.3,100,29,71,33.333,11.333,,,,19.806,6.194,,,,5.465,0.1615,-0.66797,0.0,0.0,117.07,0.0,33.95,33.95,83.12
2020-04-03,AP,19,0,48,854188,16,8.3,158,48,110,40.167,13.667,,,,17.5,6.139,,,,6.097,0.2639,-0.67839,0.0,0.0,184.971,0.0,56.194,56.194,128.777
2020-04-04,AP,29,1,73,854188,16,8.3,241,74,167,55.333,17.333,,,,26.722,10.583,,,,4.785,-1.50868,-0.73524,0.01351,0.00415,282.139,1.171,85.461,86.632,195.507
2020-04-05,AP,32,1,86,854188,16,8.3,266,87,179,131.333,41.333,,,,31.556,13.778,,,,4.444,-1.46354,-0.81901,0.01149,0.00376,311.407,1.171,100.68,101.851,209.556
2020-04-06,AP,39,2,107,854188,16,8.3,324,109,215,125.833,43.833,,,,38.944,18.278,,,,-0.56944,-2.77951,,0.01835,0.00617,379.308,2.341,125.265,127.607,251.701
2020-04-07,AP,51,2,131,854188,16,8.3,423,133,290,189.5,73.333,0.1667,73.5,116.0,35.278,18.889,,,,0.2431,-3.01215,,0.01504,0.00473,495.207,2.341,153.362,155.703,339.504
2020-04-08,AP,107,2,277,854188,16,8.3,888,279,609,222.667,94.0,0.6667,94.667,128.0,24.444,17.639,,,,-6.33333,,,0.00717,0.00225,1039.584,2.341,324.285,326.626,712.958
2020-04-09,AP,110,2,311,854188,16,8.3,913,313,600,273.833,123.333,0.5,123.833,150.0,32.528,19.944,,,,-7.60417,-2.39583,,0.00639,0.00219,1068.851,2.341,364.088,366.43,702.421
2020-04-10,AP,166,2,513,854188,16,8.3,1378,515,863,267.0,130.667,0.6667,131.333,135.667,13.611,14.333,0.1944,14.528,-0.91667,-8.125,,,0.00388,0.00145,1613.228,2.341,600.57,602.912,1010.316
2020-04-11,AP,193,5,650,854188,16,8.3,1602,655,947,278.0,147.167,0.8333,148.0,130.0,4.861,9.583,0.02778,9.611,-4.75,-9.34028,,,0.00763,0.00312,1875.465,5.854,760.957,766.81,1108.655
2020-04-12,AP,237,5,847,854188,16,8.3,1967,852,1115,321.0,163.5,0.8333,164.333,156.667,-8.05556,2.667,0.05556,2.722,-10.77778,-7.65972,,,0.00587,0.00254,2302.772,5.854,991.585,997.439,1305.333
2020-04-13,AP,244,6,915,854188,16,8.3,2025,921,1104,271.167,159.333,1.333,160.667,110.5,-4.83333,2.139,0.02778,2.167,-7.0,-7.44444,,,0.00651,0.00296,2370.672,7.024,1071.193,1078.217,1292.456
2020-04-14,AP,308,7,1160,854188,16,8.3,2556,1167,1389,251.833,151.5,0.8333,152.333,99.5,-17.02778,-4.69444,0.02778,-4.66667,-12.36111,,,,0.006,0.00274,2992.316,8.195,1358.015,1366.21,1626.106
2020-04-15,AP,342,7,1292,854188,16,8.3,2839,1299,1540,225.5,139.333,0.8333,140.167,85.333,-24.91667,-7.05556,0.02778,-7.02778,-17.88889,,,,0.00539,0.00247,3323.624,8.195,1512.548,1520.743,1802.882
2020-04-16,AP,362,10,1469,854188,16,8.3,3005,1479,1526,238.0,143.5,0.8333,144.333,93.667,-15.22222,-7.86111,-0.11111,-7.97222,-7.25,,,,0.00676,0.00333,3517.961,11.707,1719.762,1731.469,1786.492
2020-04-17,AP,375,10,1559,854188,16,8.3,3113,1569,1544,175.833,119.0,1.0,120.0,55.833,-0.5,-1.08333,0.02778,-1.05556,0.5556,,,,0.00637,0.00321,3644.397,11.707,1825.125,1836.832,1807.565
2020-04-18,AP,400,10,1683,854188,16,8.3,3320,1693,1627,171.5,121.167,1.0,122.167,49.333,19.583,10.0,0.08333,10.083,9.5,,,,0.00591,0.00301,3886.732,11.707,1970.292,1981.999,1904.733
2020-04-19,AP,416,11,1776,854188,16,8.3,3453,1787,1666,179.833,112.167,0.6667,112.833,67.0,23.278,11.278,0.1111,11.389,11.889,,,,0.00616,0.00319,4042.436,12.878,2079.168,2092.045,1950.39
2020-04-20,AP,435,13,1874,854188,16,8.3,3611,1887,1724,248.833,145.0,1.0,146.0,102.833,59.667,32.056,0.1111,32.167,27.5,12.16,,,0.00689,0.0036,4227.407,15.219,2193.896,2209.116,2018.291
2020-04-21,AP,466,13,2019,854188,16,8.3,3868,2032,1836,343.0,199.333,1.333,200.667,142.333,58.111,30.528,0.1944,30.722,27.389,10.389,,,0.0064,0.00336,4528.277,15.219,2363.648,2378.867,2149.41
2020-04-22,AP,492,14,2142,854188,16,8.3,4084,2156,1928,377.667,211.167,1.5,212.667,165.0,68.222,34.75,0.2778,35.028,33.194,-4.30556,-7.59028,,0.00649,0.00343,4781.149,16.39,2507.645,2524.035,2257.114
2020-04-23,AP,555,16,2429,854188,16,8.3,4606,2445,2161,533.833,311.333,1.667,313.0,220.833,64.833,29.611,0.25,29.861,34.972,-5.36806,-2.84549,,0.00654,0.00347,5392.256,18.731,2843.636,2862.368,2529.888
2020-04-24,AP,648,18,2879,854188,16,8.3,5378,2897,2481,520.167,304.333,2.167,306.5,213.667,42.444,11.583,0.2222,11.806,30.639,-18.20139,,,0.00621,0.00335,6296.038,21.073,3370.452,3391.525,2904.513
2020-04-25,AP,689,20,3043,854188,16,8.3,5719,3063,2656,589.167,320.667,2.333,323.0,266.167,36.639,12.361,0.2222,12.583,24.056,-0.99306,,,0.00653,0.0035,6695.247,23.414,3562.448,3585.862,3109.386
