date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-20,RO,1,0,2,1794997,11,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,4.457,0.0,1.114,1.114,3.343
2020-03-21,RO,3,0,6,1794997,11,8.3,25,6,19,,,,,,,,,,,,,,0.0,0.0,13.928,0.0,3.343,3.343,10.585
2020-03-22,RO,3,0,5,1794997,11,8.3,25,5,20,,,,,,,,,,,,,,0.0,0.0,13.928,0.0,2.786,2.786,11.142
2020-03-24,RO,5,0,11,1794997,11,8.3,42,11,31,,,,,,,,,,,,,,0.0,0.0,23.398,0.0,6.128,6.128,17.27
2020-03-25,RO,5,0,13,1794997,11,8.3,42,13,29,,,,,,,,,,,,,,0.0,0.0,23.398,0.0,7.242,7.242,16.156
2020-03-26,RO,6,0,16,1794997,11,8.3,50,16,34,,,,,,,,,,,,,,0.0,0.0,27.855,0.0,8.914,8.914,18.942
2020-03-27,RO,6,0,17,1794997,11,8.3,50,17,33,4.0,2.833,,,,,,,,,,,,0.0,0.0,27.855,0.0,9.471,9.471,18.384
2020-03-28,RO,6,0,18,1794997,11,8.3,50,18,32,5.5,2.667,,,,,,,,,,,,0.0,0.0,27.855,0.0,10.028,10.028,17.827
2020-03-29,RO,6,0,20,1794997,11,8.3,50,20,30,4.167,2.0,,,,,,,,,,,,0.0,0.0,27.855,0.0,11.142,11.142,16.713
2020-03-30,RO,8,1,28,1794997,11,8.3,66,29,37,5.5,2.333,,,,0.7222,0.1111,,,,,,,0.03448,0.01515,36.769,0.5571,15.599,16.156,20.613
2020-03-31,RO,9,1,29,1794997,11,8.3,75,30,45,5.5,2.333,,,,1.139,0.5833,,,,,,,0.03333,0.01333,41.783,0.5571,16.156,16.713,25.07
2020-04-01,RO,9,1,28,1794997,11,8.3,75,29,46,6.833,2.667,,,,2.528,1.194,,,,0.625,,,0.03448,0.01333,41.783,0.5571,15.599,16.156,25.627
2020-04-02,RO,10,1,31,1794997,11,8.3,83,32,51,8.333,3.5,0.0,3.5,4.833,2.778,1.306,,,,0.6458,,,0.03125,0.01205,46.24,0.5571,17.27,17.827,28.412
2020-04-03,RO,10,1,32,1794997,11,8.3,83,33,50,12.333,6.167,0.0,6.167,6.167,3.222,1.528,,,,0.1736,,,0.0303,0.01205,46.24,0.5571,17.827,18.384,27.855
2020-04-04,RO,11,1,36,1794997,11,8.3,91,37,54,19.333,9.167,0.0,9.167,10.167,3.722,1.917,,,,0.1806,,,0.02703,0.01099,50.696,0.5571,20.056,20.613,30.084
2020-04-05,RO,14,1,49,1794997,11,8.3,116,50,66,22.167,10.167,0.0,10.167,12.0,3.222,1.833,,,,,,,0.02,0.00862,64.624,0.5571,27.298,27.855,36.769
2020-04-06,RO,18,1,66,1794997,11,8.3,149,67,82,24.833,11.5,0.1667,11.667,13.167,3.5,2.0,,,,,,,0.01493,0.00671,83.008,0.5571,36.769,37.326,45.683
2020-04-07,RO,23,1,83,1794997,11,8.3,191,84,107,29.167,14.167,0.1667,14.333,14.833,,,,,,,,,0.0119,0.00524,106.407,0.5571,46.24,46.797,59.61
