date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-05,ES,1,0,3,4058836,32,11.8,12,3,9,,,,,,,,,,,,,,0.0,0.0,2.957,0.0,0.7391,0.7391,2.217
2020-03-06,ES,1,0,1,4058836,32,11.8,12,1,11,,,,,,,,,,,,,,0.0,0.0,2.957,0.0,0.2464,0.2464,2.71
2020-03-07,ES,1,0,2,4058836,32,11.8,12,2,10,,,,,,,,,,,,,,0.0,0.0,2.957,0.0,0.4928,0.4928,2.464
2020-03-08,ES,1,0,2,4058836,32,11.8,12,2,10,0.0,0.0,,,,,,,,,,,,0.0,0.0,2.957,0.0,0.4928,0.4928,2.464
2020-03-09,ES,1,0,2,4058836,32,11.8,12,2,10,2.0,0.6667,,,,,,,,,,,,0.0,0.0,2.957,0.0,0.4928,0.4928,2.464
2020-03-10,ES,1,0,3,4058836,32,11.8,12,3,9,2.0,0.0,,,,,,,,,,,,0.0,0.0,2.957,0.0,0.7391,0.7391,2.217
2020-03-11,ES,1,0,3,4058836,32,11.8,12,3,9,5.833,1.167,,,,,,,,,,,,0.0,0.0,2.957,0.0,0.7391,0.7391,2.217
2020-03-12,ES,2,0,5,4058836,32,11.8,24,5,19,5.833,1.5,,,,2.611,0.5833,,,,,,,0.0,0.0,5.913,0.0,1.232,1.232,4.681
2020-03-13,ES,2,0,2,4058836,32,11.8,24,2,22,13.667,3.5,,,,3.25,,,,,,,,0.0,0.0,5.913,0.0,0.4928,0.4928,5.42
2020-03-14,ES,4,0,9,4058836,32,11.8,47,9,38,13.667,2.667,,,,2.972,0.6111,,,,0.2569,,,0.0,0.0,11.58,0.0,2.217,2.217,9.362
2020-03-15,ES,4,0,11,4058836,32,11.8,47,11,36,17.667,4.167,,,,6.25,1.25,,,,0.6667,,,0.0,0.0,11.58,0.0,2.71,2.71,8.87
2020-03-16,ES,8,0,24,4058836,32,11.8,94,24,70,21.5,4.333,,,,3.639,0.3333,,,,0.8958,0.1163,,0.0,0.0,23.159,0.0,5.913,5.913,17.246
2020-03-17,ES,8,0,19,4058836,32,11.8,94,19,75,23.667,4.833,,,,5.917,1.278,,,,-0.24306,-0.41493,,0.0,0.0,23.159,0.0,4.681,4.681,18.478
2020-03-18,ES,11,0,30,4058836,32,11.8,130,30,100,43.333,9.0,,,,6.556,1.611,,,,0.7222,-0.28646,-0.09418,0.0,0.0,32.029,0.0,7.391,7.391,24.638
2020-03-19,ES,13,0,28,4058836,32,11.8,153,28,125,35.5,5.5,,,,5.278,2.056,,,,-0.99306,,,0.0,0.0,37.696,0.0,6.899,6.899,30.797
2020-03-20,ES,16,0,38,4058836,32,11.8,189,38,151,49.167,10.333,,,,6.528,2.639,,,,-0.25,-0.26042,,0.0,0.0,46.565,0.0,9.362,9.362,37.203
2020-03-21,ES,26,0,65,4058836,32,11.8,307,65,242,57.0,13.833,,,,1.944,2.111,,,,-0.16667,,,0.0,0.0,75.637,0.0,16.014,16.014,59.623
2020-03-22,ES,26,0,57,4058836,32,11.8,307,57,250,53.167,16.667,,,,5.556,3.944,,,,-0.31944,,,0.0,0.0,75.637,0.0,14.043,14.043,61.594
2020-03-23,ES,33,0,81,4058836,32,11.8,389,81,308,62.833,20.667,,,,4.611,4.333,,,,1.972,,,0.0,0.0,95.84,0.0,19.956,19.956,75.884
2020-03-24,ES,40,0,113,4058836,32,11.8,472,113,359,55.0,21.667,,,,5.25,5.167,,,,1.896,,,0.0,0.0,116.289,0.0,27.84,27.84,88.449
2020-03-25,ES,40,0,128,4058836,32,11.8,472,128,344,68.833,29.167,,,,9.833,4.75,,,,3.521,0.01736,,0.0,0.0,116.289,0.0,31.536,31.536,84.753
2020-03-26,ES,48,0,162,4058836,32,11.8,566,162,404,76.833,36.333,,,,13.139,5.444,,,,3.354,0.01563,,0.0,0.0,139.449,0.0,39.913,39.913,99.536
2020-03-27,ES,54,0,195,4058836,32,11.8,637,195,442,88.5,44.833,,,,18.694,6.389,,,,2.042,-0.92361,-0.16233,0.0,0.0,156.942,0.0,48.043,48.043,108.898
2020-03-28,ES,61,0,232,4058836,32,11.8,720,232,488,112.167,45.167,,,,18.667,6.389,,,,1.958,-1.28819,-0.17188,0.0,0.0,177.391,0.0,57.159,57.159,120.232
2020-03-29,ES,72,0,299,4058836,32,11.8,850,299,551,141.667,53.333,,,,18.0,5.167,,,,-0.17361,-0.63194,,0.0,0.0,209.42,0.0,73.666,73.666,135.753
2020-03-30,ES,85,0,382,4058836,32,11.8,1003,382,621,167.167,60.0,,,,20.972,6.556,,,,-1.79861,-0.67188,,0.0,0.0,247.115,0.0,94.116,94.116,153.0
2020-03-31,ES,97,0,399,4058836,32,11.8,1145,399,746,180.833,67.5,,,,18.0,9.083,,,,-0.48611,,,0.0,0.0,282.101,0.0,98.304,98.304,183.797
2020-04-01,ES,120,0,482,4058836,32,11.8,1416,482,934,184.833,67.333,,,,11.472,7.167,,,,-0.72917,,,0.0,0.0,348.868,0.0,118.753,118.753,230.115
2020-04-02,ES,139,2,555,4058836,32,11.8,1640,557,1083,214.333,84.167,,,,16.056,9.444,,,,2.792,,,0.00359,0.00122,404.057,0.4928,136.739,137.231,266.825
2020-04-03,ES,153,5,637,4058836,32,11.8,1805,642,1163,220.167,99.667,,,,18.056,10.056,,,,3.688,,,0.00779,0.00277,444.709,1.232,156.942,158.173,286.535
