date,state,confirmed,deaths,recovered,estimated_population,city_ibge_code,infected_per_confirmed,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi
2020-03-08,AL,1,0,1,3370731,27,8.3,8,1,7,,,,,,,,,,,,,,0.0,0.0,2.373,0.0,0.2967,0.2967,2.077
2020-03-09,AL,1,0,2,3370731,27,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,2.373,0.0,0.5933,0.5933,1.78
2020-03-10,AL,1,0,2,3370731,27,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,2.373,0.0,0.5933,0.5933,1.78
2020-03-12,AL,1,0,2,3370731,27,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,2.373,0.0,0.5933,0.5933,1.78
2020-03-13,AL,1,0,1,3370731,27,8.3,8,1,7,,,,,,,,,,,,,,0.0,0.0,2.373,0.0,0.2967,0.2967,2.077
2020-03-16,AL,1,0,2,3370731,27,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,2.373,0.0,0.5933,0.5933,1.78
2020-03-17,AL,1,0,2,3370731,27,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,2.373,0.0,0.5933,0.5933,1.78
2020-03-18,AL,1,0,2,3370731,27,8.3,8,2,6,,,,,,,,,,,,,,0.0,0.0,2.373,0.0,0.5933,0.5933,1.78
2020-03-19,AL,4,0,6,3370731,27,8.3,33,6,27,8.333,1.5,,,,,,,,,,,,0.0,0.0,9.79,0.0,1.78,1.78,8.01
2020-03-20,AL,6,0,10,3370731,27,8.3,50,10,40,9.667,2.0,,,,,,,,,,,,0.0,0.0,14.834,0.0,2.967,2.967,11.867
2020-03-21,AL,7,0,12,3370731,27,8.3,58,12,46,12.5,3.0,,,,,,,,,,,,0.0,0.0,17.207,0.0,3.56,3.56,13.647
2020-03-22,AL,7,0,11,3370731,27,8.3,58,11,47,9.667,3.167,,,,0.2222,0.4722,,,,,,,0.0,0.0,17.207,0.0,3.263,3.263,13.944
2020-03-23,AL,8,0,14,3370731,27,8.3,66,14,52,6.833,2.667,,,,0.4722,0.6667,,,,,,,0.0,0.0,19.58,0.0,4.153,4.153,15.427
2020-03-24,AL,10,0,20,3370731,27,8.3,83,20,63,7.0,3.167,,,,-0.47222,0.4444,,,,0.0625,,,0.0,0.0,24.624,0.0,5.933,5.933,18.69
2020-03-25,AL,11,0,25,3370731,27,8.3,91,25,66,9.667,4.333,,,,0.0,0.2222,,,,-0.06944,,,0.0,0.0,26.997,0.0,7.417,7.417,19.58
2020-03-26,AL,11,0,26,3370731,27,8.3,91,26,65,12.5,6.0,,,,0.4722,0.25,,,,,0.01215,,0.0,0.0,26.997,0.0,7.713,7.713,19.284
2020-03-27,AL,12,0,31,3370731,27,8.3,100,31,69,9.667,5.667,,,,0.1944,0.0,,,,,,,0.0,0.0,29.667,0.0,9.197,9.197,20.47
2020-03-28,AL,14,0,37,3370731,27,8.3,116,37,79,9.667,4.5,,,,0.4722,0.1111,,,,0.1111,,-0.00651,0.0,0.0,34.414,0.0,10.977,10.977,23.437
2020-03-29,AL,17,0,50,3370731,27,8.3,141,50,91,9.667,4.167,,,,-0.69444,-0.47222,,,,0.2986,,,0.0,0.0,41.831,0.0,14.834,14.834,26.997
2020-03-30,AL,17,0,54,3370731,27,8.3,141,54,87,8.167,3.167,,,,0.9167,0.05556,,,,0.4028,-0.01389,,0.0,0.0,41.831,0.0,16.02,16.02,25.81
2020-03-31,AL,18,1,52,3370731,27,8.3,149,53,96,12.5,5.0,,,,1.389,0.6944,,,,,0.06944,,0.01887,0.00671,44.204,0.2967,15.427,15.724,28.48
2020-04-01,AL,18,1,51,3370731,27,8.3,149,52,97,8.333,3.167,,,,2.083,1.0,,,,0.05556,-0.10069,,0.01923,0.00671,44.204,0.2967,15.13,15.427,28.777
2020-04-02,AL,18,1,50,3370731,27,8.3,149,51,98,15.167,6.0,,,,3.028,1.417,,,,0.5764,,-0.05339,0.01961,0.00671,44.204,0.2967,14.834,15.13,29.074
2020-04-03,AL,23,2,67,3370731,27,8.3,191,69,122,18.0,8.667,0.1667,8.833,9.167,1.139,0.6944,,,,0.0,0.02951,,0.02899,0.01047,56.664,0.5933,19.877,20.47,36.194
2020-04-04,AL,23,2,69,3370731,27,8.3,191,71,120,22.167,10.167,0.1667,10.333,11.833,3.694,1.861,,,,-0.52778,-0.1441,,0.02817,0.01047,56.664,0.5933,20.47,21.064,35.601
2020-04-05,AL,28,2,90,3370731,27,8.3,232,92,140,26.333,11.667,0.3333,12.0,14.333,2.083,1.389,,,,0.1736,,0.1046,0.02174,0.00862,68.828,0.5933,26.7,27.294,41.534
2020-04-06,AL,31,2,104,3370731,27,8.3,257,106,151,19.333,9.167,0.1667,9.333,10.0,0.9167,0.75,0.0,0.75,0.1667,0.0,,,0.01887,0.00778,76.245,0.5933,30.854,31.447,44.797
2020-04-07,AL,34,2,112,3370731,27,8.3,282,114,168,30.5,14.333,0.1667,14.5,16.0,1.833,1.611,0.02778,1.639,0.1944,1.326,0.4479,,0.01754,0.00709,83.661,0.5933,33.227,33.821,49.841
2020-04-08,AL,37,3,120,3370731,27,8.3,307,123,184,27.667,14.333,0.1667,14.5,13.167,3.694,2.833,-0.02778,2.806,0.8889,1.035,0.7361,,0.02439,0.00977,91.078,0.89,35.601,36.491,54.588
2020-04-09,AL,37,3,122,3370731,27,8.3,307,125,182,23.5,13.167,0.1667,13.333,10.167,7.389,4.194,0.02778,4.222,3.167,1.965,0.3177,-0.09462,0.024,0.00977,91.078,0.89,36.194,37.084,53.994
2020-04-10,AL,45,3,155,3370731,27,8.3,374,158,216,33.167,19.833,0.3333,20.167,13.0,5.056,3.278,0.02778,3.306,1.75,2.944,0.3455,-0.21354,0.01899,0.00802,110.955,0.89,45.984,46.874,64.081
2020-04-11,AL,48,3,176,3370731,27,8.3,398,179,219,48.5,28.667,0.1667,28.833,19.667,9.694,4.889,0.08333,4.972,4.722,2.597,0.06944,0.02778,0.01676,0.00754,118.075,0.89,52.214,53.104,64.971
2020-04-12,AL,48,3,183,3370731,27,8.3,398,186,212,63.667,34.333,0.3333,34.667,29.0,15.472,7.417,0.1667,7.583,7.889,2.417,-0.11806,0.2418,0.01613,0.00754,118.075,0.89,54.291,55.181,62.894
2020-04-13,AL,58,4,231,3370731,27,8.3,481,235,246,60.833,34.0,0.3333,34.333,26.5,17.778,8.667,0.25,8.917,8.861,2.243,0.4288,0.4184,0.01702,0.00832,142.699,1.187,68.531,69.718,72.981
2020-04-14,AL,72,4,292,3370731,27,8.3,598,296,302,85.833,43.667,0.6667,44.333,41.5,14.722,7.5,0.3611,7.861,6.861,2.472,1.313,,0.01351,0.00669,177.41,1.187,86.628,87.815,89.595
2020-04-15,AL,83,5,328,3370731,27,8.3,689,333,356,116.333,57.667,1.167,58.833,57.5,18.667,10.833,0.3333,11.167,7.5,4.312,1.743,0.1784,0.01502,0.00726,204.407,1.483,97.308,98.792,105.615
2020-04-16,AL,89,5,359,3370731,27,8.3,739,364,375,139.833,71.833,1.833,73.667,66.167,25.361,14.5,0.3611,14.861,10.5,7.667,1.977,-0.14757,0.01374,0.00677,219.24,1.483,106.505,107.988,111.252
2020-04-17,AL,110,7,438,3370731,27,8.3,913,445,468,136.833,73.667,2.333,76.0,60.833,35.028,20.056,0.3056,20.361,14.667,9.215,1.142,-0.36979,0.01573,0.00767,270.861,2.077,129.942,132.019,138.842
2020-04-18,AL,132,10,529,3370731,27,8.3,1096,539,557,175.667,99.333,2.333,101.667,74.0,45.389,25.944,0.2778,26.222,19.167,10.382,0.7222,-0.92361,0.01855,0.00912,325.152,2.967,156.939,159.906,165.246
2020-04-19,AL,159,15,662,3370731,27,8.3,1320,677,643,213.0,121.0,2.5,123.5,89.5,55.528,29.528,0.08333,29.611,25.917,8.882,0.2639,-0.56293,0.02216,0.01136,391.606,4.45,196.397,200.847,190.76
2020-04-20,AL,171,18,734,3370731,27,8.3,1419,752,667,296.0,164.0,2.5,166.5,129.5,66.889,35.444,0.0,35.444,31.444,10.556,-1.71701,-0.68924,0.02394,0.01268,420.977,5.34,217.757,223.097,197.88
2020-04-21,AL,210,19,924,3370731,27,8.3,1743,943,800,388.667,213.333,2.833,216.167,172.5,70.556,36.694,0.02778,36.722,33.833,10.271,-1.10938,-0.90278,0.02015,0.0109,517.099,5.637,274.125,279.761,237.337
2020-04-22,AL,243,20,1085,3370731,27,8.3,2017,1105,912,473.0,249.0,2.333,251.333,221.667,87.611,44.278,0.02778,44.306,43.306,3.514,-2.03472,,0.0181,0.00992,598.387,5.933,321.889,327.822,270.564
2020-04-23,AL,324,22,1422,3370731,27,8.3,2689,1444,1245,538.167,286.333,2.333,288.667,249.5,96.611,48.639,0.1111,48.75,47.861,4.444,-3.34722,,0.01524,0.00818,797.75,6.527,421.867,428.394,369.356
2020-04-24,AL,413,27,1809,3370731,27,8.3,3428,1836,1592,599.0,319.5,2.5,322.0,277.0,80.944,38.639,0.08333,38.722,42.222,2.417,-2.66667,,0.01471,0.00788,1016.99,8.01,536.679,544.689,472.301
2020-04-25,AL,501,29,2156,3370731,27,8.3,4158,2185,1973,738.667,386.667,2.667,389.333,349.333,88.333,48.083,0.2778,48.361,39.972,-3.11806,-6.41493,,0.01327,0.00697,1233.56,8.603,639.624,648.227,585.333
2020-04-26,AL,560,32,2452,3370731,27,8.3,4648,2484,2164,875.667,455.833,3.167,459.0,416.667,97.278,55.361,0.3333,55.694,41.583,-7.15278,-6.31076,,0.01288,0.00688,1378.929,9.493,727.439,736.932,641.997
2020-04-27,AL,643,34,2841,3370731,27,8.3,5337,2875,2462,874.333,445.167,3.333,448.5,425.833,84.139,52.25,0.4167,52.667,31.472,-21.21528,,,0.01183,0.00637,1583.336,10.087,842.844,852.931,730.405
2020-04-28,AL,777,36,3405,3370731,27,8.3,6449,3441,3008,1003.0,537.5,4.0,541.5,461.5,52.333,38.556,0.5556,39.111,13.222,-22.82639,,,0.01046,0.00558,1913.235,10.68,1010.167,1020.847,892.388
2020-04-29,AL,957,41,4157,3370731,27,8.3,7943,4198,3745,1121.833,618.5,4.333,622.833,499.0,3.472,16.111,0.5556,16.667,-13.19444,-25.88194,,,0.00977,0.00516,2356.462,12.164,1233.264,1245.427,1111.035
2020-04-30,AL,1045,47,4480,3370731,27,8.3,8674,4527,4147,1103.833,633.0,5.0,638.0,465.833,5.972,15.944,0.6111,16.556,-10.58333,-21.66667,,,0.01038,0.00542,2573.329,13.944,1329.089,1343.032,1230.297
2020-05-01,AL,1226,53,5381,3370731,27,8.3,10176,5434,4742,1052.667,618.0,6.0,624.0,428.667,-19.38889,-3.66667,0.5833,-3.08333,-16.30556,-4.84028,,,0.00975,0.00521,3018.93,15.724,1596.39,1612.113,1406.817
2020-05-02,AL,1371,58,6163,3370731,27,8.3,11379,6221,5158,896.5,552.5,6.5,559.0,337.5,-34.33333,-20.13889,0.6667,-19.47222,-14.86111,-3.85417,,,0.00932,0.0051,3375.826,17.207,1828.387,1845.594,1530.232
2020-05-03,AL,1441,64,6639,3370731,27,8.3,11960,6703,5257,910.167,540.833,7.0,547.833,362.333,-15.88889,-15.58333,0.5556,-15.02778,-0.86111,,,,0.00955,0.00535,3548.192,18.987,1969.602,1988.589,1559.602
2020-05-04,AL,1538,72,7113,3370731,27,8.3,12765,7185,5580,886.667,515.5,7.5,523.0,363.667,-9.44444,-6.83333,0.5,-6.33333,-3.11111,,,,0.01002,0.00564,3787.012,21.36,2110.225,2131.585,1655.427
2020-05-05,AL,1605,80,7472,3370731,27,8.3,13322,7552,5770,915.833,497.667,8.333,506.0,409.833,20.722,12.722,0.5278,13.25,7.472,,,,0.01059,0.00601,3952.258,23.734,2216.73,2240.464,1711.795
2020-05-06,AL,1703,89,7725,3370731,27,8.3,14135,7814,6321,1008.5,539.5,8.333,547.833,460.667,50.5,43.556,0.5278,44.083,6.417,,,,0.01139,0.0063,4193.452,26.404,2291.788,2318.192,1875.261
2020-05-07,AL,1867,98,8474,3370731,27,8.3,15496,8572,6924,996.0,577.0,9.0,586.0,410.0,58.333,49.722,0.5833,50.306,8.028,12.861,,,0.01143,0.00632,4597.222,29.074,2513.995,2543.069,2054.154
2020-05-08,AL,2033,108,9149,3370731,27,8.3,16874,9257,7617,1020.833,628.833,9.667,638.5,382.333,63.861,60.222,0.5278,60.75,3.111,22.826,,,0.01167,0.0064,5006.036,32.041,2714.248,2746.289,2259.747
2020-05-09,AL,2170,114,9876,3370731,27,8.3,18011,9990,8021,1213.167,802.167,10.167,812.333,400.833,72.167,56.944,0.6389,57.583,14.583,27.785,1.844,,0.01141,0.00633,5343.351,33.821,2929.928,2963.749,2379.603
2020-05-10,AL,2258,126,10575,3370731,27,8.3,18741,10701,8040,1236.667,813.833,11.0,824.833,411.833,141.806,84.306,0.5278,84.833,56.972,17.118,-6.99132,,0.01177,0.00672,5559.922,37.381,3137.302,3174.682,2385.239
2020-05-11,AL,2343,138,11245,3370731,27,8.3,19447,11383,8064,1299.0,859.0,11.5,870.5,428.5,169.472,102.972,0.3889,103.361,66.111,20.236,-8.0,-2.88976,0.01212,0.0071,5769.372,40.941,3336.072,3377.012,2392.359
2020-05-12,AL,2580,150,12538,3370731,27,8.3,21414,12688,8726,1441.5,881.167,12.167,893.333,548.167,132.333,68.361,0.2778,68.639,63.694,-5.13889,-7.16146,,0.01182,0.007,6352.925,44.501,3719.668,3764.169,2588.756
2020-05-13,AL,2761,164,13357,3370731,27,8.3,22916,13521,9395,1846.833,1082.833,12.167,1095.0,751.833,153.111,80.694,0.1111,80.806,72.306,-4.21528,-9.71528,,0.01213,0.00716,6798.525,48.654,3962.642,4011.296,2787.229
2020-05-14,AL,2972,177,14303,3370731,27,8.3,24668,14480,10188,2037.667,1246.667,12.0,1258.667,779.0,121.25,56.667,0.1389,56.806,64.444,-11.52778,,,0.01222,0.00718,7318.294,52.511,4243.293,4295.804,3022.49
2020-05-15,AL,3212,187,15163,3370731,27,8.3,26660,15350,11310,2007.167,1212.333,11.833,1224.167,783.0,152.611,93.111,0.05556,93.167,59.444,-18.625,,,0.01218,0.00701,7909.264,55.478,4498.431,4553.908,3355.355
2020-05-16,AL,3593,199,17072,3370731,27,8.3,29822,17271,12551,2155.333,1298.0,11.667,1309.667,845.667,86.222,55.694,0.2222,55.917,30.306,11.882,,,0.01152,0.00667,8847.339,59.038,5064.777,5123.814,3723.525
2020-05-17,AL,3816,210,18725,3370731,27,8.3,31673,18935,12738,2026.5,1199.0,12.333,1211.333,815.167,78.611,36.361,0.5278,36.889,41.722,8.243,,,0.01109,0.00663,9396.478,62.301,5555.175,5617.476,3779.002
2020-05-18,AL,4031,221,19812,3370731,27,8.3,33457,20033,13424,2357.167,1439.833,12.5,1452.333,904.833,168.778,104.389,0.6667,105.056,63.722,45.076,1.538,,0.01103,0.00661,9925.74,65.564,5877.657,5943.221,3982.519
2020-05-19,AL,4319,234,21145,3370731,27,8.3,35848,21379,14469,2364.167,1417.0,13.5,1430.5,933.667,185.583,142.028,0.9167,142.944,42.639,35.681,3.273,,0.01095,0.00653,10635.082,69.421,6273.12,6342.541,4292.541
