Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,2020-01-31,33.0,65.0,39653765,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Albania,2020-01-31,41.15,20.17,2842650,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Algeria,2020-01-31,28.03,1.66,43697354,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Andorra,2020-01-31,42.51,1.52,78418,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Angola,2020-01-31,-11.2027,17.87,33046756,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Antigua And Barbuda,2020-01-31,17.06,-61.7964,98848,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Argentina,2020-01-31,-38.4161,-63.6167,45433446,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Armenia,2020-01-31,40.07,45.04,2938968,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Australia,2020-01-31,-31.9962,141.23,25731295,,,9,2,0,2,7,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.35,0.0,0.0777,0.0777,0.272,,
Austria,2020-01-31,47.52,14.55,8937767,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Azerbaijan,2020-01-31,40.14,47.58,10175641,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Bahamas,2020-01-31,25.03,-77.3963,396839,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Bahrain,2020-01-31,26.03,50.55,1726667,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Bangladesh,2020-01-31,23.68,90.36,165611088,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Barbados,2020-01-31,13.19,-59.5432,288373,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Belarus,2020-01-31,53.71,27.95,9429921,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Belgium,2020-01-31,50.83,4.0,11572730,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Belize,2020-01-31,13.19,-59.5432,402155,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Benin,2020-01-31,9.31,2.32,12160701,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Bhutan,2020-01-31,27.51,90.43,775132,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Bolivia,2020-01-31,-16.2902,-63.5887,11736772,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Bosnia And Herzegovina,2020-01-31,43.92,17.68,3279568,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Botswana,2020-01-31,-22.3285,24.68,2334686,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-01-31,-14.235,-51.9253,213724406,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Brunei,2020-01-31,4.54,114.73,441178,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Bulgaria,2020-01-31,42.73,25.49,6908148,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Burkina Faso,2020-01-31,12.24,-1.5616,20953200,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Burma,2020-01-31,21.92,95.96,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Burundi,2020-01-31,-3.3731,29.92,11893778,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Cabo Verde,2020-01-31,16.54,-23.0418,558398,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Cambodia,2020-01-31,11.55,104.92,16782527,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0596,0.0,0.0,0.0,0.0596,,
Central African Republic,2020-01-31,6.61,20.94,4796900,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Chad,2020-01-31,15.45,18.73,16575069,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Chile,2020-01-31,-35.6751,-71.543,19148883,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
China,2020-01-31,32.6,111.04,1407987086,,,9173,201,208,409,8764,,,,,,,,,,,,,,,,0.509,0.0227,0.034,6.51,0.148,0.143,0.29,6.22,,
Colombia,2020-01-31,4.57,-74.2973,50907732,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Comoros,2020-01-31,-11.6455,43.33,872888,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Congo-Brazzaville,2020-01-31,-4.0383,21.76,5554412,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Congo-Kinshasa,2020-01-31,-4.0383,21.76,89656528,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Costa Rica,2020-01-31,9.75,-83.7534,5130266,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Cote D'Ivoire,2020-01-31,7.54,-5.5471,26269866,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-01-31,45.1,15.2,4047622,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Cuba,2020-01-31,22.0,-80.0,11361908,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Cyprus,2020-01-31,35.13,33.43,1220282,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Denmark,2020-01-31,63.29,-13.3381,5846408,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Diamond Princess,2020-01-31,0.0,0.0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Djibouti,2020-01-31,11.83,42.59,990313,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Dominica,2020-01-31,15.42,-61.371,71848,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Dominican Republic,2020-01-31,18.74,-70.1627,10898284,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Ecuador,2020-01-31,-1.8312,-78.1834,17659604,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Egypt,2020-01-31,26.0,30.0,102413231,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
El Salvador,2020-01-31,13.79,-88.8965,6482845,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Equatorial Guinea,2020-01-31,1.5,10.0,1425866,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Eritrea,2020-01-31,15.18,39.78,3336933,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Estonia,2020-01-31,58.6,25.01,1313895,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Eswatini,2020-01-31,-26.5225,31.47,1151731,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Ethiopia,2020-01-31,9.14,40.49,115468813,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Fiji,2020-01-31,-17.7134,178.06,891926,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Finland,2020-01-31,64.0,26.0,5554574,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.18,0.0,0.0,0.0,0.18,,
France,2020-01-31,8.31,5.43,67687174,,,5,0,0,0,5,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0739,0.0,0.0,0.0,0.0739,,
Gabon,2020-01-31,-0.8037,11.61,2251673,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Gambia,2020-01-31,13.44,-15.3101,2423338,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Georgia,2020-01-31,42.32,43.36,3689506,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Germany,2020-01-31,51.0,9.0,82983285,,,5,0,0,0,5,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0603,0.0,0.0,0.0,0.0603,,
Ghana,2020-01-31,7.95,-1.0232,31239088,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Greece,2020-01-31,39.07,21.82,10723526,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Guatemala,2020-01-31,15.78,-90.2308,18016276,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Guinea,2020-01-31,9.95,-9.6966,12992595,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Guinea-Bissau,2020-01-31,11.8,-15.1804,1969276,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Guyana,2020-01-31,5.0,-58.75,782677,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Haiti,2020-01-31,18.97,-72.2852,11466044,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Holy See,2020-01-31,41.9,12.45,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Honduras,2020-01-31,15.2,-86.2419,9997955,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Hungary,2020-01-31,47.16,19.5,9728346,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Iceland,2020-01-31,64.96,-19.0208,361714,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
India,2020-01-31,21.0,78.0,1390254545,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0007,0.0,0.0,0.0,0.0007,,
Indonesia,2020-01-31,-0.7893,113.92,274757901,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Iran,2020-01-31,32.0,53.0,83827713,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Iraq,2020-01-31,33.0,44.0,40593281,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Ireland,2020-01-31,53.14,-7.6921,5002283,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Israel,2020-01-31,31.0,35.0,9230241,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Italy,2020-01-31,43.0,12.0,60821283,,,2,0,0,0,2,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0329,0.0,0.0,0.0,0.0329,,
Jamaica,2020-01-31,18.11,-77.2975,2967754,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Japan,2020-01-31,36.0,138.0,126494270,,,15,1,0,1,14,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.119,0.0,0.0079,0.0079,0.111,,
Jordan,2020-01-31,31.24,36.51,10718956,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Kazakhstan,2020-01-31,48.02,66.92,18693685,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Kenya,2020-01-31,-0.0236,37.91,54177517,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Kosovo,2020-01-31,42.6,20.9,1862192,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Kuwait,2020-01-31,29.5,47.75,4474225,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Kyrgyzstan,2020-01-31,41.2,74.77,6504691,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Latvia,2020-01-31,56.88,24.6,1883606,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Lebanon,2020-01-31,33.85,35.86,7303125,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Liberia,2020-01-31,6.43,-9.4295,5108890,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Libya,2020-01-31,26.34,17.23,6844086,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Liechtenstein,2020-01-31,47.14,9.55,38475,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Lithuania,2020-01-31,55.17,23.88,2733144,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Luxembourg,2020-01-31,49.82,6.13,630779,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
MS Zaandam,2020-01-31,0.0,0.0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Madagascar,2020-01-31,-18.7669,46.87,27794253,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Malawi,2020-01-31,-13.2543,34.3,19152062,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Malaysia,2020-01-31,2.5,112.5,32622577,,,8,0,0,0,8,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.245,0.0,0.0,0.0,0.245,,
Maldives,2020-01-31,3.2,73.22,552037,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Mali,2020-01-31,17.57,-3.9962,20292317,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Malta,2020-01-31,35.94,14.38,496458,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Mauritania,2020-01-31,21.01,10.94,4662786,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Mauritius,2020-01-31,-20.2,57.5,1274331,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Mexico,2020-01-31,23.63,-102.5528,129654253,1015,People Tested,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,Inf,7.83
Moldova,2020-01-31,47.41,28.37,2682880,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Monaco,2020-01-31,43.73,7.42,39486,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Mongolia,2020-01-31,46.86,103.85,3270171,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Montenegro,2020-01-31,42.5,19.3,624177,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Morocco,2020-01-31,31.79,-7.0926,36937822,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Namibia,2020-01-31,-22.9576,18.49,2534225,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Nepal,2020-01-31,28.17,84.25,28590852,5,People Tested,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.035,0.0,0.0,0.0,0.035,5.0,0.175
Netherlands,2020-01-31,21.41,-53.0056,17383205,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
New Zealand,2020-01-31,-40.9006,174.89,4964681,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Nicaragua,2020-01-31,12.87,-85.2072,6642666,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Niger,2020-01-31,17.61,8.08,24213446,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Nigeria,2020-01-31,9.08,8.68,206401478,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
North Macedonia,2020-01-31,41.61,21.75,2088377,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Norway,2020-01-31,60.47,8.47,5411934,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Oman,2020-01-31,21.0,57.0,5252599,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
