Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Bangladesh,2020-03-04,23.68,90.36,165611088,108,Samples Tested,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,Inf,0.652
Barbados,2020-03-04,13.19,-59.5432,288373,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Belarus,2020-03-04,53.71,27.95,9429921,5000,Samples Tested,6,0,0,0,6,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.636,0.0,0.0,0.0,0.636,833.33,530.23
Belgium,2020-03-04,50.83,4.0,11572730,1465,Units Unclear,23,1,0,1,22,,,,,,,,,,,,,,,,0.0,0.0,0.034,1.99,0.0,0.0864,0.0864,1.9,63.7,126.59
Belize,2020-03-04,13.19,-59.5432,402155,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Benin,2020-03-04,9.31,2.32,12160701,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Bhutan,2020-03-04,27.51,90.43,775132,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Bolivia,2020-03-04,-16.2902,-63.5887,11736772,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Bosnia And Herzegovina,2020-03-04,43.92,17.68,3279568,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Botswana,2020-03-04,-22.3285,24.68,2334686,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-03-04,-14.235,-51.9253,213724406,,,4,0,0,0,4,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0187,0.0,0.0,0.0,0.0187,,
Brunei,2020-03-04,4.54,114.73,441178,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Bulgaria,2020-03-04,42.73,25.49,6908148,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Burkina Faso,2020-03-04,12.24,-1.5616,20953200,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Burma,2020-03-04,21.92,95.96,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Burundi,2020-03-04,-3.3731,29.92,11893778,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Cabo Verde,2020-03-04,16.54,-23.0418,558398,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Cambodia,2020-03-04,11.55,104.92,16782527,,,1,1,0,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.0596,0.0,0.0596,0.0596,0.0,,
Central African Republic,2020-03-04,6.61,20.94,4796900,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Chad,2020-03-04,15.45,18.73,16575069,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Chile,2020-03-04,-35.6751,-71.543,19148883,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0522,0.0,0.0,0.0,0.0522,,
China,2020-03-04,32.6,111.04,1407987086,,,78122,47927,2943,50870,27252,,,,,,,,,,,,,,,,0.0579,0.0377,0.034,55.48,2.09,34.04,36.13,19.36,,
Colombia,2020-03-04,4.57,-74.2973,50907732,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Comoros,2020-03-04,-11.6455,43.33,872888,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Congo-Brazzaville,2020-03-04,-4.0383,21.76,5554412,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Congo-Kinshasa,2020-03-04,-4.0383,21.76,89656528,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Costa Rica,2020-03-04,9.75,-83.7534,5130266,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Cote D'Ivoire,2020-03-04,7.54,-5.5471,26269866,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Croatia,2020-03-04,45.1,15.2,4047622,255,Units Unclear,10,0,0,0,10,,,,,,,,,,,,,,,,NaN,0.0,0.034,2.47,0.0,0.0,0.0,2.47,25.5,63.0
Cuba,2020-03-04,22.0,-80.0,11361908,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Cyprus,2020-03-04,35.13,33.43,1220282,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Denmark,2020-03-04,63.29,-13.3381,5846408,,,11,0,0,0,11,,,,,,,,,,,,,,,,NaN,0.0,0.034,1.88,0.0,0.0,0.0,1.88,,
Diamond Princess,2020-03-04,0.0,0.0,,,,706,10,6,16,690,,,,,,,,,,,,,,,,0.375,0.0085,0.034,,,,,,,
Djibouti,2020-03-04,11.83,42.59,990313,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Dominica,2020-03-04,15.42,-61.371,71848,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Dominican Republic,2020-03-04,18.74,-70.1627,10898284,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0918,0.0,0.0,0.0,0.0918,,
Ecuador,2020-03-04,-1.8312,-78.1834,17659604,,,10,0,0,0,10,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.566,0.0,0.0,0.0,0.566,,
Egypt,2020-03-04,26.0,30.0,102413231,,,2,1,0,1,1,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.0195,0.0,0.0098,0.0098,0.0098,,
El Salvador,2020-03-04,13.79,-88.8965,6482845,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Equatorial Guinea,2020-03-04,1.5,10.0,1425866,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Eritrea,2020-03-04,15.18,39.78,3336933,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Estonia,2020-03-04,58.6,25.01,1313895,149,Samples Tested,2,0,0,0,2,,,,,,,,,,,,,,,,NaN,0.0,0.034,1.52,0.0,0.0,0.0,1.52,74.5,113.4
Eswatini,2020-03-04,-26.5225,31.47,1151731,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Ethiopia,2020-03-04,9.14,40.49,115468813,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Fiji,2020-03-04,-17.7134,178.06,891926,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Finland,2020-03-04,64.0,26.0,5554574,534,Samples Tested,6,1,0,1,5,,,,,,,,,,,,,,,,0.0,0.0,0.034,1.08,0.0,0.18,0.18,0.9,89.0,96.14
France,2020-03-04,8.31,5.43,67687174,4803,Samples Tested,288,12,4,16,272,,,,,,,,,,,,,,,,0.25,0.0139,0.034,4.25,0.0591,0.177,0.236,4.02,16.68,70.96
Gabon,2020-03-04,-0.8037,11.61,2251673,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Gambia,2020-03-04,13.44,-15.3101,2423338,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Georgia,2020-03-04,42.32,43.36,3689506,,,3,0,0,0,3,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.813,0.0,0.0,0.0,0.813,,
Germany,2020-03-04,51.0,9.0,82983285,,,262,16,0,16,246,,,,,,,,,,,,,,,,0.0,0.0,0.034,3.16,0.0,0.193,0.193,2.96,,
Ghana,2020-03-04,7.95,-1.0232,31239088,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Greece,2020-03-04,39.07,21.82,10723526,570,Samples Tested,9,0,0,0,9,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.839,0.0,0.0,0.0,0.839,63.33,53.15
Guatemala,2020-03-04,15.78,-90.2308,18016276,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Guinea,2020-03-04,9.95,-9.6966,12992595,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Guinea-Bissau,2020-03-04,11.8,-15.1804,1969276,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Guyana,2020-03-04,5.0,-58.75,782677,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Haiti,2020-03-04,18.97,-72.2852,11466044,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Holy See,2020-03-04,41.9,12.45,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Honduras,2020-03-04,15.2,-86.2419,9997955,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Hungary,2020-03-04,47.16,19.5,9728346,230,Samples Tested,2,0,0,0,2,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.206,0.0,0.0,0.0,0.206,115.0,23.64
Iceland,2020-03-04,64.96,-19.0208,361714,264,Samples,26,0,0,0,26,,,,,,,,,,,,,,,,NaN,0.0,0.034,71.88,0.0,0.0,0.0,71.88,10.15,729.86
India,2020-03-04,21.0,78.0,1390254545,,,28,3,0,3,25,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.0201,0.0,0.0022,0.0022,0.018,,
Indonesia,2020-03-04,-0.7893,113.92,274757901,,,2,0,0,0,2,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0073,0.0,0.0,0.0,0.0073,,
Iran,2020-03-04,32.0,53.0,83827713,,,2922,552,92,644,2278,,,,,,,,,,,,,,,,0.143,0.0315,0.034,34.86,1.1,6.58,7.68,27.17,,
Iraq,2020-03-04,33.0,44.0,40593281,,,35,0,2,2,33,,,,,,,,,,,,,,,,1.0,0.0571,0.034,0.862,0.0493,0.0,0.0493,0.813,,
Ireland,2020-03-04,53.14,-7.6921,5002283,,,6,0,0,0,6,,,,,,,,,,,,,,,,NaN,0.0,0.034,1.2,0.0,0.0,0.0,1.2,,
Israel,2020-03-04,31.0,35.0,9230241,1931,Samples Tested,15,1,0,1,14,,,,,,,,,,,,,,,,0.0,0.0,0.034,1.63,0.0,0.108,0.108,1.52,128.73,209.2
Italy,2020-03-04,43.0,12.0,60821283,29837,Samples Tested,3089,276,107,383,2706,,,,,,,,,,,,,,,,0.279,0.0346,0.034,50.79,1.76,4.54,6.3,44.49,9.66,490.57
Jamaica,2020-03-04,18.11,-77.2975,2967754,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Japan,2020-03-04,36.0,138.0,126494270,6519,People Tested,331,43,6,49,282,,,,,,,,,,,,,,,,0.122,0.0181,0.034,2.62,0.0474,0.34,0.387,2.23,19.69,51.54
Japan,2020-03-04,36.0,138.0,126494270,17347,Samples Tested,331,43,6,49,282,,,,,,,,,,,,,,,,0.122,0.0181,0.034,2.62,0.0474,0.34,0.387,2.23,52.41,137.14
Jordan,2020-03-04,31.24,36.51,10718956,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0933,0.0,0.0,0.0,0.0933,,
Kazakhstan,2020-03-04,48.02,66.92,18693685,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Kenya,2020-03-04,-0.0236,37.91,54177517,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Kosovo,2020-03-04,42.6,20.9,1862192,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Kuwait,2020-03-04,29.5,47.75,4474225,,,56,0,0,0,56,,,,,,,,,,,,,,,,NaN,0.0,0.034,12.52,0.0,0.0,0.0,12.52,,
Kyrgyzstan,2020-03-04,41.2,74.77,6504691,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Latvia,2020-03-04,56.88,24.6,1883606,240,Samples Tested,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.531,0.0,0.0,0.0,0.531,240.0,127.42
Lebanon,2020-03-04,33.85,35.86,7303125,,,13,1,0,1,12,,,,,,,,,,,,,,,,0.0,0.0,0.034,1.78,0.0,0.137,0.137,1.64,,
Liberia,2020-03-04,6.43,-9.4295,5108890,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Libya,2020-03-04,26.34,17.23,6844086,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Liechtenstein,2020-03-04,47.14,9.55,38475,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,25.99,0.0,0.0,0.0,25.99,,
Lithuania,2020-03-04,55.17,23.88,2733144,226,Samples Tested,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.366,0.0,0.0,0.0,0.366,226.0,82.69
Luxembourg,2020-03-04,49.82,6.13,630779,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,1.59,0.0,0.0,0.0,1.59,,
MS Zaandam,2020-03-04,0.0,0.0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Madagascar,2020-03-04,-18.7669,46.87,27794253,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Malawi,2020-03-04,-13.2543,34.3,19152062,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Malaysia,2020-03-04,2.5,112.5,32622577,1983,People Tested,50,22,0,22,28,,,,,,,,,,,,,,,,0.0,0.0,0.034,1.53,0.0,0.674,0.674,0.858,39.66,60.79
Maldives,2020-03-04,3.2,73.22,552037,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Mali,2020-03-04,17.57,-3.9962,20292317,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Malta,2020-03-04,35.94,14.38,496458,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Mauritania,2020-03-04,21.01,10.94,4662786,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Mauritius,2020-03-04,-20.2,57.5,1274331,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Mexico,2020-03-04,23.63,-102.5528,129654253,2140,People Tested,5,1,0,1,4,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.0386,0.0,0.0077,0.0077,0.0309,428.0,16.51
Moldova,2020-03-04,47.41,28.37,2682880,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Monaco,2020-03-04,43.73,7.42,39486,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,25.33,0.0,0.0,0.0,25.33,,
Mongolia,2020-03-04,46.86,103.85,3270171,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Montenegro,2020-03-04,42.5,19.3,624177,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Morocco,2020-03-04,31.79,-7.0926,36937822,35,People Tested,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0271,0.0,0.0,0.0,0.0271,35.0,0.948
Namibia,2020-03-04,-22.9576,18.49,2534225,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Nepal,2020-03-04,28.17,84.25,28590852,433,People Tested,1,1,0,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.035,0.0,0.035,0.035,0.0,433.0,15.14
Netherlands,2020-03-04,21.41,-53.0056,17383205,,,38,0,0,0,38,,,,,,,,,,,,,,,,NaN,0.0,0.034,2.19,0.0,0.0,0.0,2.19,,
New Zealand,2020-03-04,-40.9006,174.89,4964681,,,3,0,0,0,3,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.604,0.0,0.0,0.0,0.604,,
Nicaragua,2020-03-04,12.87,-85.2072,6642666,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Niger,2020-03-04,17.61,8.08,24213446,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Nigeria,2020-03-04,9.08,8.68,206401478,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0048,0.0,0.0,0.0,0.0048,,
North Macedonia,2020-03-04,41.61,21.75,2088377,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.479,0.0,0.0,0.0,0.479,,
Norway,2020-03-04,60.47,8.47,5411934,,,56,0,0,0,56,,,,,,,,,,,,,,,,NaN,0.0,0.034,10.35,0.0,0.0,0.0,10.35,,
Oman,2020-03-04,21.0,57.0,5252599,,,15,2,0,2,13,,,,,,,,,,,,,,,,0.0,0.0,0.034,2.86,0.0,0.381,0.381,2.47,,
Pakistan,2020-03-04,30.38,69.35,221843678,,,5,0,0,0,5,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0225,0.0,0.0,0.0,0.0225,,
Panama,2020-03-04,8.54,-80.7821,4328485,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Papua New Guinea,2020-03-04,-6.315,143.96,8983928,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Paraguay,2020-03-04,-23.4425,-58.4438,7165956,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Peru,2020-03-04,-9.19,-75.0152,32670922,107,Units Unclear,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,Inf,3.28
Philippines,2020-03-04,13.0,122.0,110425890,,,3,1,1,2,1,,,,,,,,,,,,,,,,0.5,0.333,0.034,0.0272,0.0091,0.0091,0.0181,0.0091,,
Poland,2020-03-04,51.92,19.15,37943338,584,Samples Tested,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0264,0.0,0.0,0.0,0.0264,584.0,15.39
Portugal,2020-03-04,39.4,-8.2245,10283147,171,Samples Tested,5,0,0,0,5,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.486,0.0,0.0,0.0,0.486,34.2,16.63
Qatar,2020-03-04,25.35,51.18,3303190,,,8,0,0,0,8,,,,,,,,,,,,,,,,NaN,0.0,0.034,2.42,0.0,0.0,0.0,2.42,,
Romania,2020-03-04,45.94,24.97,19160783,,,4,1,0,1,3,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.209,0.0,0.0522,0.0522,0.157,,
Russia,2020-03-04,60.0,90.0,144244558,,,3,2,0,2,1,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.0208,0.0,0.0139,0.0139,0.0069,,
Rwanda,2020-03-04,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Saint Kitts And Nevis,2020-03-04,17.36,-62.783,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Saint Lucia,2020-03-04,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Saint Vincent And The Grenadines,2020-03-04,12.98,-61.2872,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
San Marino,2020-03-04,43.94,12.46,34572,,,16,0,1,1,15,,,,,,,,,,,,,,,,1.0,0.0625,0.034,462.8,28.93,0.0,28.93,433.88,,
Sao Tome And Principe,2020-03-04,0.186,6.61,220479,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-03-04,24.0,45.0,35582072,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0281,0.0,0.0,0.0,0.0281,,
Senegal,2020-03-04,14.5,-14.4524,16725284,5,Samples Tested,4,0,0,0,4,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.239,0.0,0.0,0.0,0.239,1.25,0.299
Serbia,2020-03-04,44.02,21.01,6925690,50,People Tested,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,Inf,7.22
Seychelles,2020-03-04,-4.6796,55.49,98675,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Sierra Leone,2020-03-04,8.46,-11.7799,8098006,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Singapore,2020-03-04,1.28,103.83,5853430,,,110,78,0,78,32,,,,,,,,,,,,,,,,0.0,0.0,0.034,18.79,0.0,13.33,13.33,5.47,,
Slovakia,2020-03-04,48.67,19.7,5453260,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Slovenia,2020-03-04,46.15,15.0,2083556,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Somalia,2020-03-04,5.15,46.2,15910843,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
South Africa,2020-03-04,-30.5595,22.94,59411676,164,Units Unclear,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,Inf,2.76
South Korea,2020-03-04,36.0,128.0,52144578,136707,People Tested,5621,41,35,76,5545,,,,,,,,,,,,,,,,0.461,0.0062,0.034,107.8,0.671,0.786,1.46,106.34,24.32,2621.69
