Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Burkina Faso,2020-03-12,12.24,-1.5616,20953200,,,2,0,0,0,2,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0955,0.0,0.0,0.0,0.0955,,
Burma,2020-03-12,21.92,95.96,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Burundi,2020-03-12,-3.3731,29.92,11893778,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Cabo Verde,2020-03-12,16.54,-23.0418,558398,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Cambodia,2020-03-12,11.55,104.92,16782527,,,3,1,0,1,2,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.179,0.0,0.0596,0.0596,0.119,,
Central African Republic,2020-03-12,6.61,20.94,4796900,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Chad,2020-03-12,15.45,18.73,16575069,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Chile,2020-03-12,-35.6751,-71.543,19148883,,,23,0,0,0,23,,,,,,,,,,,,,,,,NaN,0.0,0.034,1.2,0.0,0.0,0.0,1.2,,
China,2020-03-12,32.6,111.04,1407987086,,,78659,60720,3132,63852,14807,,,,,,,,,,,,,,,,0.0491,0.0398,0.034,55.87,2.22,43.13,45.35,10.52,,
Colombia,2020-03-12,4.57,-74.2973,50907732,1393,Samples Tested,9,0,0,0,9,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.177,0.0,0.0,0.0,0.177,154.78,27.36
Comoros,2020-03-12,-11.6455,43.33,872888,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Congo-Brazzaville,2020-03-12,-4.0383,21.76,5554412,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Congo-Kinshasa,2020-03-12,-4.0383,21.76,89656528,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0112,0.0,0.0,0.0,0.0112,,
Costa Rica,2020-03-12,9.75,-83.7534,5130266,157,People Tested,22,0,0,0,22,,,,,,,,,,,,,,,,NaN,0.0,0.034,4.29,0.0,0.0,0.0,4.29,7.14,30.6
Cote D'Ivoire,2020-03-12,7.54,-5.5471,26269866,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0381,0.0,0.0,0.0,0.0381,,
Croatia,2020-03-12,45.1,15.2,4047622,483,Units Unclear,19,0,0,0,19,,,,,,,,,,,,,,,,NaN,0.0,0.034,4.69,0.0,0.0,0.0,4.69,25.42,119.33
Cuba,2020-03-12,22.0,-80.0,11361908,,,3,0,0,0,3,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.264,0.0,0.0,0.0,0.264,,
Cyprus,2020-03-12,35.13,33.43,1220282,,,6,0,0,0,6,,,,,,,,,,,,,,,,NaN,0.0,0.034,4.92,0.0,0.0,0.0,4.92,,
Denmark,2020-03-12,63.29,-13.3381,5846408,,,617,1,0,1,616,,,,,,,,,,,,,,,,0.0,0.0,0.034,105.53,0.0,0.171,0.171,105.36,,
Diamond Princess,2020-03-12,0.0,0.0,,,,706,325,7,332,374,,,,,,,,,,,,,,,,0.0211,0.0099,0.034,,,,,,,
Djibouti,2020-03-12,11.83,42.59,990313,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Dominica,2020-03-12,15.42,-61.371,71848,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Dominican Republic,2020-03-12,18.74,-70.1627,10898284,,,5,0,0,0,5,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.459,0.0,0.0,0.0,0.459,,
Ecuador,2020-03-12,-1.8312,-78.1834,17659604,,,17,0,0,0,17,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.963,0.0,0.0,0.0,0.963,,
Egypt,2020-03-12,26.0,30.0,102413231,,,67,27,1,28,39,,,,,,,,,,,,,,,,0.0357,0.0149,0.034,0.654,0.0098,0.264,0.273,0.381,,
El Salvador,2020-03-12,13.79,-88.8965,6482845,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Equatorial Guinea,2020-03-12,1.5,10.0,1425866,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Eritrea,2020-03-12,15.18,39.78,3336933,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Estonia,2020-03-12,58.6,25.01,1313895,621,Samples Tested,16,0,0,0,16,,,,,,,,,,,,,,,,NaN,0.0,0.034,12.18,0.0,0.0,0.0,12.18,38.81,472.64
Eswatini,2020-03-12,-26.5225,31.47,1151731,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Ethiopia,2020-03-12,9.14,40.49,115468813,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Fiji,2020-03-12,-17.7134,178.06,891926,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Finland,2020-03-12,64.0,26.0,5554574,1515,Samples Tested,59,1,0,1,58,,,,,,,,,,,,,,,,0.0,0.0,0.034,10.62,0.0,0.18,0.18,10.44,25.68,272.75
France,2020-03-12,8.31,5.43,67687174,15018,Samples Tested,2293,12,48,60,2233,,,,,,,,,,,,,,,,0.8,0.0209,0.034,33.88,0.709,0.177,0.886,32.99,6.55,221.87
Gabon,2020-03-12,-0.8037,11.61,2251673,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Gambia,2020-03-12,13.44,-15.3101,2423338,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Georgia,2020-03-12,42.32,43.36,3689506,,,24,0,0,0,24,,,,,,,,,,,,,,,,NaN,0.0,0.034,6.5,0.0,0.0,0.0,6.5,,
Germany,2020-03-12,51.0,9.0,82983285,124716,Samples Tested,2078,25,3,28,2050,,,,,,,,,,,,,,,,0.107,0.0014,0.034,25.04,0.0362,0.301,0.337,24.7,60.02,1502.91
Ghana,2020-03-12,7.95,-1.0232,31239088,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Greece,2020-03-12,39.07,21.82,10723526,2180,Samples Tested,99,0,1,1,98,,,,,,,,,,,,,,,,1.0,0.0101,0.034,9.23,0.0933,0.0,0.0933,9.14,22.02,203.29
Guatemala,2020-03-12,15.78,-90.2308,18016276,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Guinea,2020-03-12,9.95,-9.6966,12992595,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Guinea-Bissau,2020-03-12,11.8,-15.1804,1969276,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Guyana,2020-03-12,5.0,-58.75,782677,,,1,0,1,1,0,,,,,,,,,,,,,,,,1.0,1.0,0.034,1.28,1.28,0.0,1.28,0.0,,
Haiti,2020-03-12,18.97,-72.2852,11466044,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Holy See,2020-03-12,41.9,12.45,,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,,,,,,,
Honduras,2020-03-12,15.2,-86.2419,9997955,,,2,0,0,0,2,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.2,0.0,0.0,0.0,0.2,,
Hungary,2020-03-12,47.16,19.5,9728346,730,Samples Tested,13,0,0,0,13,,,,,,,,,,,,,,,,NaN,0.0,0.034,1.34,0.0,0.0,0.0,1.34,56.15,75.04
Iceland,2020-03-12,64.96,-19.0208,361714,1147,Samples,103,1,0,1,102,,,,,,,,,,,,,,,,0.0,0.0,0.034,284.76,0.0,2.76,2.76,281.99,11.14,3171.01
India,2020-03-12,21.0,78.0,1390254545,,,73,4,1,5,68,,,,,,,,,,,,,,,,0.2,0.0137,0.034,0.0525,0.0007,0.0029,0.0036,0.0489,,
Indonesia,2020-03-12,-0.7893,113.92,274757901,,,34,2,1,3,31,,,,,,,,,,,,,,,,0.333,0.0294,0.034,0.124,0.0036,0.0073,0.0109,0.113,,
Iran,2020-03-12,32.0,53.0,83827713,,,10075,2959,429,3388,6687,,,,,,,,,,,,,,,,0.127,0.0426,0.034,120.19,5.12,35.3,40.42,79.77,,
Iraq,2020-03-12,33.0,44.0,40593281,,,71,15,8,23,48,,,,,,,,,,,,,,,,0.348,0.113,0.034,1.75,0.197,0.37,0.567,1.18,,
Ireland,2020-03-12,53.14,-7.6921,5002283,1784,Units Unclear,43,0,1,1,42,,,,,,,,,,,,,,,,1.0,0.0233,0.034,8.6,0.2,0.0,0.2,8.4,41.49,356.64
Israel,2020-03-12,31.0,35.0,9230241,5611,Samples Tested,100,4,0,4,96,,,,,,,,,,,,,,,,0.0,0.0,0.034,10.83,0.0,0.433,0.433,10.4,56.11,607.89
Italy,2020-03-12,43.0,12.0,60821283,86011,Samples Tested,12462,1045,827,1872,10590,,,,,,,,,,,,,,,,0.442,0.0664,0.034,204.9,13.6,17.18,30.78,174.12,6.9,1414.16
Jamaica,2020-03-12,18.11,-77.2975,2967754,,,2,0,0,0,2,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.674,0.0,0.0,0.0,0.674,,
Japan,2020-03-12,36.0,138.0,126494270,10205,People Tested,639,118,16,134,505,,,,,,,,,,,,,,,,0.119,0.025,0.034,5.05,0.126,0.933,1.06,3.99,15.97,80.68
Japan,2020-03-12,36.0,138.0,126494270,29825,Samples Tested,639,118,16,134,505,,,,,,,,,,,,,,,,0.119,0.025,0.034,5.05,0.126,0.933,1.06,3.99,46.67,235.78
Jordan,2020-03-12,31.24,36.51,10718956,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0933,0.0,0.0,0.0,0.0933,,
Kazakhstan,2020-03-12,48.02,66.92,18693685,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Kenya,2020-03-12,-0.0236,37.91,54177517,31,Units Unclear,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,Inf,0.572
Kosovo,2020-03-12,42.6,20.9,1862192,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Kuwait,2020-03-12,29.5,47.75,4474225,,,80,5,0,5,75,,,,,,,,,,,,,,,,0.0,0.0,0.034,17.88,0.0,1.12,1.12,16.76,,
Kyrgyzstan,2020-03-12,41.2,74.77,6504691,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Latvia,2020-03-12,56.88,24.6,1883606,576,Samples Tested,10,1,0,1,9,,,,,,,,,,,,,,,,0.0,0.0,0.034,5.31,0.0,0.531,0.531,4.78,57.6,305.8
Lebanon,2020-03-12,33.85,35.86,7303125,,,61,1,3,4,57,,,,,,,,,,,,,,,,0.75,0.0492,0.034,8.35,0.411,0.137,0.548,7.8,,
Liberia,2020-03-12,6.43,-9.4295,5108890,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Libya,2020-03-12,26.34,17.23,6844086,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Liechtenstein,2020-03-12,47.14,9.55,38475,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,25.99,0.0,0.0,0.0,25.99,,
Lithuania,2020-03-12,55.17,23.88,2733144,226,Samples Tested,3,0,0,0,3,,,,,,,,,,,,,,,,NaN,0.0,0.034,1.1,0.0,0.0,0.0,1.1,75.33,82.69
Luxembourg,2020-03-12,49.82,6.13,630779,,,19,0,0,0,19,,,,,,,,,,,,,,,,NaN,0.0,0.034,30.12,0.0,0.0,0.0,30.12,,
MS Zaandam,2020-03-12,0.0,0.0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Madagascar,2020-03-12,-18.7669,46.87,27794253,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Malawi,2020-03-12,-13.2543,34.3,19152062,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Malaysia,2020-03-12,2.5,112.5,32622577,3691,People Tested,149,26,0,26,123,,,,,,,,,,,,,,,,0.0,0.0,0.034,4.57,0.0,0.797,0.797,3.77,24.77,113.14
Maldives,2020-03-12,3.2,73.22,552037,,,8,0,0,0,8,,,,,,,,,,,,,,,,NaN,0.0,0.034,14.49,0.0,0.0,0.0,14.49,,
Mali,2020-03-12,17.57,-3.9962,20292317,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Malta,2020-03-12,35.94,14.38,496458,,,6,0,0,0,6,,,,,,,,,,,,,,,,NaN,0.0,0.034,12.09,0.0,0.0,0.0,12.09,,
Mauritania,2020-03-12,21.01,10.94,4662786,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Mauritius,2020-03-12,-20.2,57.5,1274331,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Mexico,2020-03-12,23.63,-102.5528,129654253,2838,People Tested,12,4,0,4,8,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.0926,0.0,0.0309,0.0309,0.0617,236.5,21.89
Moldova,2020-03-12,47.41,28.37,2682880,,,3,0,0,0,3,,,,,,,,,,,,,,,,NaN,0.0,0.034,1.12,0.0,0.0,0.0,1.12,,
Monaco,2020-03-12,43.73,7.42,39486,,,2,0,0,0,2,,,,,,,,,,,,,,,,NaN,0.0,0.034,50.65,0.0,0.0,0.0,50.65,,
Mongolia,2020-03-12,46.86,103.85,3270171,,,1,0,0,0,1,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.306,0.0,0.0,0.0,0.306,,
Montenegro,2020-03-12,42.5,19.3,624177,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Morocco,2020-03-12,31.79,-7.0926,36937822,84,People Tested,6,0,1,1,5,,,,,,,,,,,,,,,,1.0,0.167,0.034,0.162,0.0271,0.0,0.0271,0.135,14.0,2.27
Namibia,2020-03-12,-22.9576,18.49,2534225,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Nepal,2020-03-12,28.17,84.25,28590852,450,People Tested,1,1,0,1,0,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.035,0.0,0.035,0.035,0.0,450.0,15.74
Netherlands,2020-03-12,21.41,-53.0056,17383205,,,503,0,5,5,498,,,,,,,,,,,,,,,,1.0,0.0099,0.034,28.94,0.288,0.0,0.288,28.65,,
New Zealand,2020-03-12,-40.9006,174.89,4964681,515,Samples Tested,5,0,0,0,5,,,,,,,,,,,,,,,,NaN,0.0,0.034,1.01,0.0,0.0,0.0,1.01,103.0,103.73
Nicaragua,2020-03-12,12.87,-85.2072,6642666,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Niger,2020-03-12,17.61,8.08,24213446,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Nigeria,2020-03-12,9.08,8.68,206401478,,,2,0,0,0,2,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.0097,0.0,0.0,0.0,0.0097,,
North Macedonia,2020-03-12,41.61,21.75,2088377,,,7,0,0,0,7,,,,,,,,,,,,,,,,NaN,0.0,0.034,3.35,0.0,0.0,0.0,3.35,,
Norway,2020-03-12,60.47,8.47,5411934,,,702,1,0,1,701,,,,,,,,,,,,,,,,0.0,0.0,0.034,129.71,0.0,0.185,0.185,129.53,,
Oman,2020-03-12,21.0,57.0,5252599,,,18,9,0,9,9,,,,,,,,,,,,,,,,0.0,0.0,0.034,3.43,0.0,1.71,1.71,1.71,,
Pakistan,2020-03-12,30.38,69.35,221843678,531,Samples Tested,20,2,0,2,18,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.0902,0.0,0.009,0.009,0.0811,26.55,2.39
Panama,2020-03-12,8.54,-80.7821,4328485,401,Units Unclear,11,0,1,1,10,,,,,,,,,,,,,,,,1.0,0.0909,0.034,2.54,0.231,0.0,0.231,2.31,36.45,92.64
Papua New Guinea,2020-03-12,-6.315,143.96,8983928,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Paraguay,2020-03-12,-23.4425,-58.4438,7165956,22,Samples Tested,5,0,0,0,5,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.698,0.0,0.0,0.0,0.698,4.4,3.07
Peru,2020-03-12,-9.19,-75.0152,32670922,656,Units Unclear,15,0,0,0,15,,,,,,,,,,,,,,,,NaN,0.0,0.034,0.459,0.0,0.0,0.0,0.459,43.73,20.08
Philippines,2020-03-12,13.0,122.0,110425890,,,52,2,2,4,48,,,,,,,,,,,,,,,,0.5,0.0385,0.034,0.471,0.0181,0.0181,0.0362,0.435,,
Poland,2020-03-12,51.92,19.15,37943338,2234,Samples Tested,49,0,1,1,48,,,,,,,,,,,,,,,,1.0,0.0204,0.034,1.29,0.0264,0.0,0.0264,1.27,45.59,58.88
Portugal,2020-03-12,39.4,-8.2245,10283147,2494,Samples Tested,59,0,0,0,59,,,,,,,,,,,,,,,,NaN,0.0,0.034,5.74,0.0,0.0,0.0,5.74,42.27,242.53
Qatar,2020-03-12,25.35,51.18,3303190,,,262,0,0,0,262,,,,,,,,,,,,,,,,NaN,0.0,0.034,79.32,0.0,0.0,0.0,79.32,,
Romania,2020-03-12,45.94,24.97,19160783,1921,Samples Tested,49,6,0,6,43,,,,,,,,,,,,,,,,0.0,0.0,0.034,2.56,0.0,0.313,0.313,2.24,39.2,100.26
Russia,2020-03-12,60.0,90.0,144244558,76963,Samples Tested,28,3,0,3,25,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.194,0.0,0.0208,0.0208,0.173,2748.68,533.56
Rwanda,2020-03-12,-1.9403,29.87,12916359,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Saint Kitts And Nevis,2020-03-12,17.36,-62.783,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Saint Lucia,2020-03-12,13.91,-60.9789,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
Saint Vincent And The Grenadines,2020-03-12,12.98,-61.2872,,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,,,,,,,
San Marino,2020-03-12,43.94,12.46,34572,,,69,0,3,3,66,,,,,,,,,,,,,,,,1.0,0.0435,0.034,1995.83,86.78,0.0,86.78,1909.06,,
Sao Tome And Principe,2020-03-12,0.186,6.61,220479,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Saudi Arabia,2020-03-12,24.0,45.0,35582072,,,45,1,0,1,44,,,,,,,,,,,,,,,,0.0,0.0,0.034,1.26,0.0,0.0281,0.0281,1.24,,
Senegal,2020-03-12,14.5,-14.4524,16725284,32,Samples Tested,4,1,0,1,3,,,,,,,,,,,,,,,,0.0,0.0,0.034,0.239,0.0,0.0598,0.0598,0.179,8.0,1.91
Serbia,2020-03-12,44.02,21.01,6925690,160,People Tested,19,0,0,0,19,,,,,,,,,,,,,,,,NaN,0.0,0.034,2.74,0.0,0.0,0.0,2.74,8.42,23.1
Seychelles,2020-03-12,-4.6796,55.49,98675,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Sierra Leone,2020-03-12,8.46,-11.7799,8098006,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Singapore,2020-03-12,1.28,103.83,5853430,,,178,96,0,96,82,,,,,,,,,,,,,,,,0.0,0.0,0.034,30.41,0.0,16.4,16.4,14.01,,
Slovakia,2020-03-12,48.67,19.7,5453260,,,16,0,0,0,16,,,,,,,,,,,,,,,,NaN,0.0,0.034,2.93,0.0,0.0,0.0,2.93,,
Slovenia,2020-03-12,46.15,15.0,2083556,3863,Samples Tested,89,0,0,0,89,,,,,,,,,,,,,,,,NaN,0.0,0.034,42.72,0.0,0.0,0.0,42.72,43.4,1854.04
Somalia,2020-03-12,5.15,46.2,15910843,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
