Country,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,2020-05-02,33.0,65.0,39653765,,,,2469,331,72,403,2066,214.167,28.167,5.833,34.0,180.167,10.306,0.4722,0.4167,0.8889,9.417,0.2847,,,0.1787,0.02916,62.264,1.816,8.347,10.163,52.101,,
Albania,2020-05-02,41.153,20.168,2842650,5269,,,789,519,31,550,239,9.0,19.167,0.1667,19.333,-10.33333,-0.05556,-0.22222,-0.08333,-0.30556,0.25,,,,0.05636,0.03929,277.558,10.905,182.576,193.481,84.076,,
Algeria,2020-05-02,28.034,1.66,43697354,4115,,,4295,1872,459,2331,1964,165.0,60.833,4.333,65.167,99.833,4.472,6.417,-0.13889,6.278,-1.80556,-0.25,,,0.1969,0.1069,98.29,10.504,42.84,53.344,44.946,,
Andorra,2020-05-02,42.506,1.522,78418,42030,,,747,472,44,516,231,1.333,15.167,0.6667,15.833,-14.5,-0.11111,-1.75,-0.02778,-1.77778,1.667,,,,0.08527,0.0589,9525.874,561.096,6019.026,6580.122,2945.752,,
Angola,2020-05-02,-11.2027,17.874,33046756,3432,,,35,11,2,13,22,1.5,0.6667,0.0,0.6667,0.8333,-0.02778,-0.13889,,,,-0.03472,,,0.1538,0.05714,1.059,0.06052,0.3329,0.3934,0.6657,,
Antigua and Barbuda,2020-05-02,17.061,-61.7964,98848,16727,,,25,15,3,18,7,0.1667,0.8333,0.0,0.8333,-0.66667,-0.02778,-0.08333,,,,,,,0.1667,0.12,252.914,30.35,151.748,182.098,70.816,,
Argentina,2020-05-02,-38.4161,-63.6167,45433446,11684,63866,samples tested,4681,1320,237,1557,3124,122.5,46.667,8.333,55.0,67.5,3.917,3.5,0.3056,3.806,0.1111,,,,0.1522,0.05063,103.03,5.216,29.053,34.27,68.76,13.644,1405.705
Armenia,2020-05-02,40.069,45.038,2938968,4212,,,2273,1010,33,1043,1230,114.5,35.167,1.667,36.833,77.667,6.361,0.8611,0.1389,1.0,5.361,-0.55556,,,0.03164,0.01452,773.401,11.228,343.658,354.886,418.514,,
Australia,2020-05-02,-31.99619,141.233,25731295,57374,611583,samples tested,6799,5814,94,5908,891,20.5,43.333,1.0,44.333,-23.83333,0.9444,0.9722,-0.22222,0.75,0.1944,-0.28472,-0.17187,,0.01591,0.01383,264.231,3.653,225.951,229.604,34.627,89.952,23768.061
Austria,2020-05-02,47.516,14.55,8937767,51462,269619,samples tested,15558,13180,596,13776,1782,41.333,113.833,4.333,118.167,-76.83333,-3.25,-6.72222,-1.0,-7.72222,4.472,,,,0.04326,0.03831,1740.703,66.683,1474.641,1541.325,199.379,17.33,30166.26
Azerbaijan,2020-05-02,40.143,47.577,10175641,4721,,,1894,1411,25,1436,458,49.0,40.167,0.5,40.667,8.333,3.778,-2.97222,-0.02778,-3.0,6.778,1.09,0.06771,-0.12847,0.01741,0.0132,186.131,2.457,138.664,141.121,45.009,,
