Country,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,2020-03-13,33.0,65.0,39653765,,,,7,0,0,0,7,2.667,,,,,0.25,,,,,-0.09028,,,,0.0,0.1765,0.0,0.0,0.0,0.1765,,
Albania,2020-03-13,41.153,20.168,2842650,5269,,,33,0,1,1,32,6.833,,,,,,,,,,,,,1.0,0.0303,11.609,0.3518,0.0,0.3518,11.257,,
Algeria,2020-03-13,28.034,1.66,43697354,4115,,,26,8,2,10,16,5.667,,,,,1.444,,,,,0.2153,0.06771,,0.2,0.07692,0.595,0.04577,0.1831,0.2288,0.3662,,
Andorra,2020-03-13,42.506,1.522,78418,42030,,,1,0,0,0,1,0.1667,,,,,,,,,,,,,,0.0,12.752,0.0,0.0,0.0,12.752,,
Angola,2020-03-13,-11.2027,17.874,33046756,3432,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Antigua and Barbuda,2020-03-13,17.061,-61.7964,98848,16727,,,1,0,0,0,1,,,,,,,,,,,,,,,0.0,10.117,0.0,0.0,0.0,10.117,,
Argentina,2020-03-13,-38.4161,-63.6167,45433446,11684,,,31,0,2,2,29,6.5,,0.1667,,,1.194,,,,,0.3403,0.2083,,1.0,0.06452,0.6823,0.04402,0.0,0.04402,0.6383,,
Armenia,2020-03-13,40.069,45.038,2938968,4212,,,8,0,0,0,8,8.5,,,,,2.778,,,,,,,,,0.0,2.722,0.0,0.0,0.0,2.722,,
Australia,2020-03-13,-31.99619,141.233,25731295,57396,,,200,23,3,26,174,45.0,0.3333,0.0,0.3333,44.667,9.556,0.02778,0.05556,0.08333,9.472,2.201,0.6458,0.0651,0.1154,0.015,7.773,0.1166,0.8939,1.01,6.762,,
Austria,2020-03-13,47.516,14.55,8937767,51500,6582,samples tested,504,6,1,7,497,139.333,0.3333,,,,30.111,,,,,2.389,0.8802,,0.1429,0.00198,56.39,0.1119,0.6713,0.7832,55.607,13.06,736.426
Azerbaijan,2020-03-13,40.143,47.577,10175641,4722,,,15,3,1,4,11,2.833,,,,,0.6389,,,,,0.02778,-0.0191,,0.25,0.06667,1.474,0.09827,0.2948,0.3931,1.081,,
Bahamas,2020-03-13,25.034,-77.3963,396839,32218,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bahrain,2020-03-13,26.028,50.55,1726667,24051,,units unclear,195,44,0,44,151,17.333,9.167,,,,-0.75,0.4444,,,,,,,0.0,0.0,112.934,0.0,25.483,25.483,87.452,,
Bangladesh,2020-03-13,23.685,90.356,165611088,1698,211,samples tested,3,0,0,0,3,0.8333,,,,,,,,,,,,,,0.0,0.01811,0.0,0.0,0.0,0.01811,70.333,1.274
Barbados,2020-03-13,13.194,-59.5432,288373,17949,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Belarus,2020-03-13,53.71,27.953,9429921,6330,,samples tested,27,3,0,3,24,4.5,0.0,,,,0.08333,,,,,0.02778,,,0.0,0.0,2.863,0.0,0.3181,0.3181,2.545,,
