Country,Date,Latitude,Longitude,Estimated Population,Estimated Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff4 Confirmed,Diff5 Confirmed,μ_closed,μ_confirmed,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Afghanistan,2020-03-05,33.0,65.0,39653765,,,,1,0,0,0,1,0.5,,,,,,,,,,,,,,0.0,0.02522,0.0,0.0,0.0,0.02522,,
Albania,2020-03-05,41.153,20.168,2842650,5269,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Algeria,2020-03-05,28.034,1.66,43697354,4115,,,12,0,0,0,12,2.667,,,,,-0.08333,,,,,-0.125,,,,0.0,0.2746,0.0,0.0,0.0,0.2746,,
Andorra,2020-03-05,42.506,1.522,78418,42030,,,1,0,0,0,1,0.0,,,,,,,,,,,,,,0.0,12.752,0.0,0.0,0.0,12.752,,
Angola,2020-03-05,-11.2027,17.874,33046756,3432,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Antigua and Barbuda,2020-03-05,17.061,-61.7964,98848,16727,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Argentina,2020-03-05,-38.4161,-63.6167,45433446,11684,,,1,0,0,0,1,,,,,,,,,,,,,,,0.0,0.02201,0.0,0.0,0.0,0.02201,,
Armenia,2020-03-05,40.069,45.038,2938968,4212,,,1,0,0,0,1,0.0,,,,,,,,,,,,,,0.0,0.3403,0.0,0.0,0.0,0.3403,,
Australia,2020-03-05,-31.99619,141.233,25731295,57374,,,55,21,2,23,32,7.667,1.667,0.3333,2.0,5.667,0.9167,-0.27778,,,,0.5069,0.1944,,0.08696,0.03636,2.137,0.07773,0.8161,0.8939,1.244,,
Austria,2020-03-05,47.516,14.55,8937767,51462,3711,samples tested,41,0,0,0,41,14.333,,,,,4.639,,,,,1.868,,,,0.0,4.587,0.0,0.0,0.0,4.587,90.512,415.204
Azerbaijan,2020-03-05,40.143,47.577,10175641,4721,,,6,0,0,0,6,1.0,,,,,,,,,,,,,,0.0,0.5896,0.0,0.0,0.0,0.5896,,
Bahamas,2020-03-05,25.034,-77.3963,396839,32218,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bahrain,2020-03-05,26.028,50.55,1726667,24051,5334,units unclear,55,0,0,0,55,6.0,,,,,3.361,,,,,0.2917,,,,0.0,31.853,0.0,0.0,0.0,31.853,96.982,3089.189
Bangladesh,2020-03-05,23.685,90.356,165611088,1698,111,samples tested,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,0.6702
Barbados,2020-03-05,13.194,-59.5432,288373,17949,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Belarus,2020-03-05,53.71,27.953,9429921,6290,5000,samples tested,6,0,0,0,6,0.8333,,,,,-0.05556,,,,,,,,,0.0,0.6363,0.0,0.0,0.0,0.6363,833.333,530.227
Belgium,2020-03-05,50.833,4.0,11572730,47519,2163,units unclear,50,1,0,1,49,32.0,0.0,,,,5.972,,,,,0.0625,0.2726,,0.0,0.0,4.321,0.0,0.08641,0.08641,4.234,43.26,186.905
Belize,2020-03-05,13.194,-59.5432,402155,4885,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Benin,2020-03-05,9.308,2.316,12160701,902,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bhutan,2020-03-05,27.514,90.434,775132,3243,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bolivia,2020-03-05,-16.2902,-63.5887,11736772,3549,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bosnia and Herzegovina,2020-03-05,43.916,17.679,3279568,6066,,,2,0,0,0,2,,,,,,,,,,,,,,,0.0,0.6098,0.0,0.0,0.0,0.6098,,
Botswana,2020-03-05,-22.3285,24.685,2334686,8259,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,2020-03-05,-14.235,-51.9253,213724406,8921,,,4,0,0,0,4,3.0,,,,,0.8611,,,,,0.7292,,,,0.0,0.01872,0.0,0.0,0.0,0.01872,,
Brunei,2020-03-05,4.535,114.728,441178,31628,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bulgaria,2020-03-05,42.734,25.486,6908148,9273,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Burkina Faso,2020-03-05,12.238,-1.5616,20953200,715,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Burma,2020-03-05,21.916,95.956,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Burundi,2020-03-05,-3.3731,29.919,11893778,272,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cabo Verde,2020-03-05,16.539,-23.0418,558398,3635,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cambodia,2020-03-05,11.55,104.917,16782527,1510,,,1,1,0,1,0,0.1667,0.0,,,,,,,,,,,,0.0,0.0,0.05959,0.0,0.05959,0.05959,0.0,,
Cameroon,2020-03-05,3.848,11.502,26614607,1534,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Central African Republic,2020-03-05,6.611,20.939,4796900,476,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Chad,2020-03-05,15.454,18.732,16575069,728,,,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Chile,2020-03-05,-35.6751,-71.543,19148883,15923,,,4,0,0,0,4,,,,,,,,,,,,,,,0.0,0.2089,0.0,0.0,0.0,0.2089,,
China,2020-03-05,32.828,111.649,1407987086,9771,,,80537,52292,3015,55307,25230,114.5,2089.0,31.0,2120.0,-2005.5,-34.02778,-183.63889,-2.19444,-185.83333,151.806,,,,0.05451,0.03744,57.2,2.141,37.14,39.281,17.919,,
Colombia,2020-03-05,4.571,-74.2973,50907732,6668,636,samples tested,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,12.493
