Key,Group Name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),Loss 7 Days,Loss 14 Days
total,All,1.4161769838e8,0.0744,0.196,0.0909,0.0059,0.0024,0.7,1.0,0.0001,4.4851592e6,0.819,9.01,0.544,0.544
